sample,condition,raw
TP_08,Primary,8937
TP_08,Primary,12474
TP_08,Primary,6963
TP_08,Primary,4261
TP_08,Primary,4607
TP_08,Primary,8365
TP_08,Primary,23756
TP_08,Primary,19427
TP_08,Primary,14919
TP_08,Primary,12881
TP_08,Primary,9390
TP_08,Primary,3770
TP_08,Primary,8434
TP_08,Primary,14060
TP_08,Primary,3789
TP_08,Primary,15657
TP_08,Primary,20782
TP_08,Primary,15438
TP_08,Primary,2938
TP_08,Primary,13696
TP_08,Primary,4668
TP_08,Primary,12385
TP_08,Primary,13402
TP_08,Primary,16284
TP_08,Primary,11036
TP_08,Primary,20299
TP_08,Primary,10187
TP_08,Primary,32437
TP_08,Primary,2401
TP_08,Primary,7378
TP_08,Primary,14194
TP_08,Primary,7066
TP_08,Primary,31658
TP_08,Primary,35818
TP_08,Primary,14324
TP_08,Primary,4740
TP_08,Primary,27646
TP_08,Primary,11551
TP_08,Primary,19938
TP_08,Primary,22095
TP_08,Primary,7875
TP_08,Primary,15465
TP_08,Primary,21420
TP_08,Primary,2693
TP_08,Primary,24979
TP_08,Primary,9388
TP_08,Primary,5477
TP_08,Primary,23856
TP_08,Primary,11614
TP_08,Primary,3088
TP_08,Primary,1974
TP_08,Primary,14290
TP_08,Primary,16026
TP_08,Primary,20030
TP_08,Primary,20600
TP_08,Primary,2764
TP_08,Primary,4118
TP_08,Primary,21620
TP_08,Primary,3526
TP_08,Primary,7550
TP_08,Primary,9365
TP_08,Primary,5291
TP_08,Primary,12659
TP_08,Primary,5448
TP_08,Primary,19181
TP_08,Primary,19712
TP_08,Primary,10661
TP_08,Primary,3566
TP_08,Primary,20670
TP_08,Primary,8384
TP_08,Primary,4115
TP_08,Primary,14536
TP_08,Primary,7460
TP_08,Primary,20821
TP_08,Primary,16253
TP_08,Primary,7936
TP_08,Primary,7728
TP_08,Primary,11928
TP_08,Primary,16349
TP_08,Primary,2567
TP_08,Primary,7597
TP_08,Primary,21835
TP_08,Primary,9170
TP_08,Primary,14288
TP_08,Primary,4387
TP_08,Primary,14613
TP_08,Primary,7902
TP_08,Primary,16161
TP_08,Primary,9450
TP_08,Primary,14340
TP_08,Primary,7610
TP_08,Primary,9410
TP_08,Primary,16291
TP_08,Primary,15457
TP_08,Primary,11148
TP_08,Primary,8250
TP_08,Primary,8443
TP_08,Primary,13273
TP_08,Primary,8687
TP_08,Primary,32141
TP_08,Primary,12675
TP_08,Primary,10798
TP_08,Primary,3864
TP_08,Primary,10404
TP_08,Primary,25171
TP_08,Primary,23773
TP_08,Primary,6393
TP_08,Primary,11605
TP_08,Primary,4141
TP_08,Primary,14527
TP_08,Primary,8761
TP_08,Primary,4273
TP_08,Primary,2136
TP_08,Primary,6615
TP_08,Primary,5825
TP_08,Primary,42940
TP_08,Primary,12383
TP_08,Primary,4532
TP_08,Primary,15230
TP_08,Primary,10699
TP_08,Primary,13213
TP_08,Primary,21616
TP_08,Primary,9834
TP_08,Primary,4082
TP_08,Primary,17922
TP_08,Primary,6034
TP_08,Primary,12847
TP_08,Primary,10468
TP_08,Primary,8225
TP_08,Primary,19903
TP_08,Primary,8229
TP_08,Primary,8338
TP_08,Primary,23684
TP_08,Primary,17213
TP_08,Primary,9416
TP_08,Primary,7779
TP_08,Primary,34751
TP_08,Primary,13372
TP_08,Primary,8035
TP_08,Primary,4002
TP_08,Primary,19688
TP_08,Primary,8428
TP_08,Primary,33579
TP_08,Primary,30456
TP_08,Primary,13704
TP_08,Primary,14135
TP_08,Primary,19362
TP_08,Primary,7613
TP_08,Primary,11261
TP_08,Primary,15146
TP_08,Primary,11937
TP_08,Primary,5087
TP_08,Primary,12758
TP_08,Primary,12992
TP_08,Primary,7334
TP_08,Primary,13769
TP_08,Primary,18192
TP_08,Primary,17437
TP_08,Primary,36339
TP_08,Primary,15154
TP_08,Primary,29646
TP_08,Primary,17533
TP_08,Primary,5125
TP_08,Primary,9612
TP_08,Primary,7253
TP_08,Primary,13381
TP_08,Primary,11626
TP_08,Primary,8486
TP_08,Primary,25314
TP_08,Primary,27952
TP_08,Primary,3031
TP_08,Primary,6571
TP_08,Primary,2027
TP_08,Primary,15838
TP_08,Primary,13765
TP_08,Primary,7611
TP_08,Primary,17458
TP_08,Primary,24483
TP_08,Primary,6683
TP_08,Primary,15166
TP_08,Primary,8297
TP_08,Primary,17511
TP_08,Primary,20233
TP_08,Primary,14798
TP_08,Primary,14620
TP_08,Primary,10003
TP_08,Primary,15841
TP_08,Primary,10353
TP_08,Primary,16710
TP_08,Primary,18610
TP_08,Primary,2807
TP_08,Primary,18021
TP_08,Primary,17390
TP_08,Primary,2378
TP_08,Primary,8861
TP_08,Primary,9750
TP_08,Primary,7593
TP_08,Primary,25001
TP_08,Primary,15118
TP_08,Primary,9306
TP_08,Primary,9908
TP_08,Primary,6481
TP_08,Primary,22116
TP_08,Primary,13799
TP_08,Primary,12264
TP_08,Primary,34805
TP_08,Primary,19499
TP_08,Primary,21629
TP_08,Primary,21846
TP_08,Primary,7973
TP_08,Primary,28205
TP_08,Primary,9642
TP_08,Primary,2702
TP_08,Primary,35823
TP_08,Primary,28089
TP_08,Primary,17255
TP_08,Primary,9601
TP_08,Primary,9288
TP_08,Primary,13358
TP_08,Primary,6694
TP_08,Primary,20760
TP_08,Primary,40689
TP_08,Primary,9109
TP_08,Primary,11673
TP_08,Primary,2866
TP_08,Primary,20016
TP_08,Primary,13391
TP_08,Primary,4613
TP_08,Primary,9796
TP_08,Primary,16022
TP_08,Primary,9010
TP_08,Primary,8740
TP_08,Primary,12946
TP_08,Primary,12289
TP_08,Primary,8962
TP_08,Primary,8960
TP_08,Primary,31589
TP_08,Primary,8375
TP_08,Primary,11855
TP_08,Primary,10390
TP_08,Primary,9502
TP_08,Primary,41738
TP_08,Primary,16298
TP_08,Primary,9757
TP_08,Primary,5762
TP_08,Primary,12700
TP_08,Primary,12397
TP_08,Primary,19902
TP_08,Primary,11455
TP_08,Primary,23880
TP_08,Primary,24316
TP_08,Primary,23345
TP_08,Primary,16746
TP_08,Primary,5623
TP_08,Primary,21920
TP_08,Primary,9611
TP_08,Primary,7931
TP_08,Primary,20415
TP_08,Primary,3554
TP_08,Primary,3117
TP_08,Primary,10330
TP_08,Primary,10754
TP_08,Primary,14379
TP_08,Primary,3740
TP_08,Primary,14398
TP_08,Primary,9844
TP_08,Primary,12121
TP_08,Primary,43148
TP_08,Primary,12028
TP_08,Primary,2453
TP_08,Primary,15659
TP_08,Primary,19720
TP_08,Primary,22739
TP_08,Primary,7156
TP_08,Primary,10728
TP_08,Primary,9467
TP_08,Primary,18284
TP_08,Primary,13900
TP_08,Primary,33929
TP_08,Primary,11269
TP_08,Primary,10058
TP_08,Primary,19084
TP_08,Primary,14168
TP_08,Primary,3165
TP_08,Primary,8886
TP_08,Primary,12985
TP_08,Primary,12501
TP_08,Primary,7000
TP_08,Primary,5543
TP_08,Primary,12008
TP_08,Primary,10173
TP_08,Primary,4402
TP_08,Primary,11635
TP_08,Primary,31130
TP_08,Primary,12587
TP_08,Primary,12660
TP_08,Primary,9677
TP_08,Primary,15509
TP_08,Primary,11086
TP_08,Primary,24920
TP_08,Primary,13406
TP_08,Primary,6076
TP_08,Primary,15755
TP_08,Primary,13115
TP_08,Primary,11023
TP_08,Primary,5710
TP_08,Primary,21747
TP_08,Primary,2265
TP_08,Primary,8458
TP_08,Primary,5122
TP_08,Primary,5098
TP_08,Primary,11955
TP_08,Primary,6031
TP_08,Primary,15397
TP_08,Primary,12086
TP_08,Primary,22861
TR_01,Recurrent,3874
TR_01,Recurrent,4892
TR_01,Recurrent,12984
TR_01,Recurrent,1497
TR_01,Recurrent,2419
TR_01,Recurrent,6107
TR_01,Recurrent,10928
TR_01,Recurrent,2035
TR_01,Recurrent,13736
TR_01,Recurrent,3054
TR_01,Recurrent,19393
TR_01,Recurrent,6113
TR_01,Recurrent,4050
TR_01,Recurrent,2881
TR_01,Recurrent,7577
TR_01,Recurrent,10343
TR_01,Recurrent,12564
TR_01,Recurrent,2328
TR_01,Recurrent,13525
TR_01,Recurrent,20817
TR_01,Recurrent,7236
TR_01,Recurrent,11104
TR_01,Recurrent,9390
TR_01,Recurrent,24852
TR_01,Recurrent,8510
TR_01,Recurrent,14030
TR_01,Recurrent,12609
TR_01,Recurrent,10052
TR_01,Recurrent,2295
TR_01,Recurrent,2299
TR_01,Recurrent,8766
TR_01,Recurrent,5751
TR_01,Recurrent,11467
TR_01,Recurrent,6704
TR_01,Recurrent,12146
TR_01,Recurrent,8799
TR_01,Recurrent,22520
TR_01,Recurrent,10124
TR_01,Recurrent,16980
TR_01,Recurrent,3009
TR_01,Recurrent,13493
TR_01,Recurrent,10758
TR_01,Recurrent,22274
TR_01,Recurrent,4542
TR_01,Recurrent,8713
TR_01,Recurrent,19533
TR_01,Recurrent,8001
TR_01,Recurrent,12790
TR_01,Recurrent,13621
TR_01,Recurrent,10458
TR_01,Recurrent,4602
TR_01,Recurrent,1551
TR_01,Recurrent,2000
TR_01,Recurrent,3469
TR_01,Recurrent,4183
TR_01,Recurrent,10285
TR_01,Recurrent,3114
TR_01,Recurrent,1269
TR_01,Recurrent,15103
TR_01,Recurrent,25881
TR_01,Recurrent,7199
TR_01,Recurrent,19203
TR_01,Recurrent,1372
TR_01,Recurrent,7356
TR_01,Recurrent,1446
TR_01,Recurrent,8400
TR_01,Recurrent,18429
TR_01,Recurrent,13361
TR_01,Recurrent,11399
TR_01,Recurrent,13314
TR_01,Recurrent,25571
TR_01,Recurrent,6340
TR_01,Recurrent,11374
TR_01,Recurrent,7857
TR_01,Recurrent,13235
TR_01,Recurrent,7662
TR_01,Recurrent,14937
TR_01,Recurrent,17047
TR_01,Recurrent,1981
TR_01,Recurrent,5093
TR_01,Recurrent,18291
TR_01,Recurrent,9584
TR_01,Recurrent,18549
TR_01,Recurrent,10344
TR_01,Recurrent,2241
TR_01,Recurrent,10171
TR_01,Recurrent,4698
TR_01,Recurrent,5448
TR_01,Recurrent,9349
TR_01,Recurrent,11862
TR_01,Recurrent,3821
TR_01,Recurrent,2496
TR_01,Recurrent,2098
TR_01,Recurrent,5004
TR_01,Recurrent,6158
TR_01,Recurrent,31501
TR_01,Recurrent,5911
TR_01,Recurrent,11689
TR_01,Recurrent,15350
TR_01,Recurrent,10641
TR_01,Recurrent,4252
TR_01,Recurrent,2617
TR_01,Recurrent,10202
TR_01,Recurrent,2438
TR_01,Recurrent,26034
TR_01,Recurrent,8021
TR_01,Recurrent,6002
TR_01,Recurrent,14986
TR_01,Recurrent,3505
TR_01,Recurrent,10281
TR_01,Recurrent,12494
TR_01,Recurrent,11498
TR_01,Recurrent,3320
TR_01,Recurrent,4184
TR_01,Recurrent,9455
TR_01,Recurrent,15694
TR_01,Recurrent,15309
TR_01,Recurrent,25826
TR_01,Recurrent,17457
TR_01,Recurrent,8648
TR_01,Recurrent,3202
TR_01,Recurrent,13945
TR_01,Recurrent,1747
TR_01,Recurrent,12268
TR_01,Recurrent,29483
TR_01,Recurrent,8131
TR_01,Recurrent,20656
TR_01,Recurrent,13731
TR_01,Recurrent,9102
TR_01,Recurrent,11352
TR_01,Recurrent,6273
TR_01,Recurrent,7550
TR_01,Recurrent,1313
TR_01,Recurrent,31658
TR_01,Recurrent,3372
TR_01,Recurrent,13017
TR_01,Recurrent,27333
TR_01,Recurrent,4824
TR_01,Recurrent,5195
TR_01,Recurrent,12081
TR_01,Recurrent,6383
TR_01,Recurrent,9607
TR_01,Recurrent,3661
TR_01,Recurrent,10194
TR_01,Recurrent,6245
TR_01,Recurrent,4589
TR_01,Recurrent,3915
TR_01,Recurrent,12293
TR_01,Recurrent,9610
TR_01,Recurrent,24767
TR_01,Recurrent,2910
TR_01,Recurrent,9411
TR_01,Recurrent,1159
TR_01,Recurrent,3235
TR_01,Recurrent,8114
TR_01,Recurrent,8892
TR_01,Recurrent,1150
TR_01,Recurrent,14284
TR_01,Recurrent,1120
TR_01,Recurrent,3828
TR_01,Recurrent,7126
TR_01,Recurrent,1988
TR_01,Recurrent,7253
TR_01,Recurrent,8659
TR_01,Recurrent,18519
TR_01,Recurrent,14744
TR_01,Recurrent,26610
TR_01,Recurrent,5689
TR_01,Recurrent,8539
TR_01,Recurrent,7982
TR_01,Recurrent,10625
TR_01,Recurrent,21809
TR_01,Recurrent,11564
TR_01,Recurrent,9191
TR_01,Recurrent,9769
TR_01,Recurrent,2046
TR_01,Recurrent,8847
TR_01,Recurrent,10708
TR_01,Recurrent,30873
TR_01,Recurrent,12285
TR_01,Recurrent,9900
TR_01,Recurrent,8375
TR_01,Recurrent,15499
TR_01,Recurrent,1544
TR_01,Recurrent,18615
TR_01,Recurrent,18074
TR_01,Recurrent,1304
TR_01,Recurrent,7302
TR_01,Recurrent,11365
TR_01,Recurrent,12468
TR_01,Recurrent,2028
TR_01,Recurrent,19218
TR_01,Recurrent,6043
TR_01,Recurrent,5068
TR_01,Recurrent,14052
TR_01,Recurrent,10119
TR_01,Recurrent,12611
TR_01,Recurrent,30180
TR_01,Recurrent,9052
TR_01,Recurrent,9004
TR_01,Recurrent,12097
TR_01,Recurrent,5597
TR_01,Recurrent,1886
TR_01,Recurrent,6997
TR_01,Recurrent,5325
TR_01,Recurrent,26408
TR_01,Recurrent,6676
TR_01,Recurrent,5690
TR_01,Recurrent,6075
TR_01,Recurrent,1259
TR_01,Recurrent,10128
TR_01,Recurrent,11056
TR_01,Recurrent,9094
TR_01,Recurrent,7869
TR_01,Recurrent,12015
TR_01,Recurrent,8481
TR_01,Recurrent,9612
TR_01,Recurrent,10899
TR_01,Recurrent,5325
TR_01,Recurrent,14977
TR_01,Recurrent,5153
TR_01,Recurrent,10366
TR_01,Recurrent,12873
TR_01,Recurrent,8804
TR_01,Recurrent,1449
TR_01,Recurrent,7925
TR_01,Recurrent,9356
TR_01,Recurrent,5113
TR_01,Recurrent,1602
TR_01,Recurrent,4034
TR_01,Recurrent,10884
TR_01,Recurrent,8550
TR_01,Recurrent,8402
TR_01,Recurrent,3732
TR_01,Recurrent,1362
TR_01,Recurrent,2905
TR_01,Recurrent,1188
TR_01,Recurrent,10362
TR_01,Recurrent,1294
TR_01,Recurrent,9532
TR_01,Recurrent,3446
TR_01,Recurrent,24039
TR_01,Recurrent,7807
TR_01,Recurrent,15662
TR_01,Recurrent,10888
TR_01,Recurrent,7380
TR_01,Recurrent,14148
TR_01,Recurrent,11576
TR_01,Recurrent,7066
TR_01,Recurrent,17368
TR_01,Recurrent,1426
TR_01,Recurrent,13917
TR_01,Recurrent,8976
TR_01,Recurrent,17828
TR_01,Recurrent,10619
TR_01,Recurrent,9797
TR_01,Recurrent,5822
TR_01,Recurrent,2081
TR_01,Recurrent,6342
TR_01,Recurrent,3061
TR_01,Recurrent,1144
TR_01,Recurrent,12952
TR_01,Recurrent,14124
TR_01,Recurrent,15879
TR_01,Recurrent,11135
TR_01,Recurrent,7481
TR_01,Recurrent,22311
TR_01,Recurrent,13737
TR_01,Recurrent,5356
TR_01,Recurrent,8864
TR_01,Recurrent,10801
TR_01,Recurrent,2094
TR_01,Recurrent,12317
TR_01,Recurrent,17916
TR_01,Recurrent,13641
TR_01,Recurrent,17607
TR_01,Recurrent,12961
TR_01,Recurrent,10771
TR_01,Recurrent,2189
TR_01,Recurrent,8388
TR_01,Recurrent,3872
TR_01,Recurrent,10792
TR_01,Recurrent,1484
TR_01,Recurrent,10026
TR_01,Recurrent,15916
TR_01,Recurrent,24989
TR_01,Recurrent,18075
TR_01,Recurrent,3481
TR_01,Recurrent,12279
TR_01,Recurrent,6412
TR_01,Recurrent,18333
TR_01,Recurrent,3285
TR_01,Recurrent,8729
TR_01,Recurrent,11283
TR_01,Recurrent,20699
TR_01,Recurrent,10691
TR_01,Recurrent,7854
TR_01,Recurrent,2398
TR_01,Recurrent,8942
TR_01,Recurrent,16362
TR_01,Recurrent,4814
TR_01,Recurrent,18748
TR_01,Recurrent,27481
TR_01,Recurrent,13138
TR_01,Recurrent,7704
TR_01,Recurrent,8009
TR_01,Recurrent,16766
TR_01,Recurrent,3245
TR_01,Recurrent,7906
TR_01,Recurrent,17703
TR_01,Recurrent,6735
TR_01,Recurrent,11700
TR_01,Recurrent,26425
TR_01,Recurrent,14452
TR_01,Recurrent,5411
TR_01,Recurrent,13273
TR_01,Recurrent,21892
TR_01,Recurrent,14939
TR_01,Recurrent,9416
TR_01,Recurrent,7364
TR_01,Recurrent,25715
TR_01,Recurrent,11552
TR_01,Recurrent,4627
TR_01,Recurrent,10129
TR_01,Recurrent,8678
TR_01,Recurrent,12894
TR_01,Recurrent,16242
TR_01,Recurrent,1789
TR_01,Recurrent,18571
TR_01,Recurrent,10500
TR_01,Recurrent,32824
TR_01,Recurrent,7215
TR_01,Recurrent,6063
TR_01,Recurrent,21087
TR_01,Recurrent,1939
TR_01,Recurrent,5813
TR_01,Recurrent,10583
TR_01,Recurrent,8270
TR_01,Recurrent,10273
TR_01,Recurrent,10791
TR_01,Recurrent,10491
TR_01,Recurrent,11095
TR_01,Recurrent,9477
TR_01,Recurrent,15647
TR_01,Recurrent,2417
TR_01,Recurrent,10347
TR_01,Recurrent,3801
TR_01,Recurrent,2258
TR_01,Recurrent,12733
TR_01,Recurrent,6471
TR_01,Recurrent,21595
TR_01,Recurrent,1867
TR_01,Recurrent,7843
TR_01,Recurrent,6402
TR_01,Recurrent,3044
TR_01,Recurrent,8998
TR_01,Recurrent,1466
TR_01,Recurrent,14875
TR_01,Recurrent,2286
TR_01,Recurrent,18027
TR_01,Recurrent,10992
TR_01,Recurrent,10110
TR_01,Recurrent,16018
TR_01,Recurrent,28752
TR_01,Recurrent,8310
TR_01,Recurrent,9506
TR_01,Recurrent,12320
TR_01,Recurrent,20545
TR_01,Recurrent,2036
TR_01,Recurrent,5197
TR_01,Recurrent,3679
TR_01,Recurrent,5057
TR_01,Recurrent,2786
TR_01,Recurrent,3698
TR_01,Recurrent,4019
TR_01,Recurrent,11030
TR_01,Recurrent,9255
TR_01,Recurrent,15692
TR_01,Recurrent,13707
TR_01,Recurrent,7206
TR_01,Recurrent,19912
TR_01,Recurrent,3161
TR_01,Recurrent,8136
TR_01,Recurrent,10427
TR_01,Recurrent,10648
TR_01,Recurrent,12232
TR_01,Recurrent,26426
TR_01,Recurrent,17354
TR_01,Recurrent,18207
TR_01,Recurrent,6301
TR_01,Recurrent,11561
TR_01,Recurrent,17743
TR_01,Recurrent,9284
TR_01,Recurrent,7530
TR_01,Recurrent,3919
TR_01,Recurrent,1803
TR_01,Recurrent,2907
TR_01,Recurrent,2442
TR_01,Recurrent,21298
TR_01,Recurrent,15019
TR_01,Recurrent,14670
TR_01,Recurrent,12243
TR_01,Recurrent,9929
TR_01,Recurrent,11231
TR_01,Recurrent,15596
TR_01,Recurrent,9304
TR_01,Recurrent,8745
TR_01,Recurrent,3229
TR_01,Recurrent,6427
TR_01,Recurrent,11667
TR_01,Recurrent,9737
TR_01,Recurrent,3292
TR_01,Recurrent,9282
TR_01,Recurrent,18915
TR_01,Recurrent,2483
TR_01,Recurrent,17194
TR_01,Recurrent,13884
TR_01,Recurrent,21017
TR_01,Recurrent,7621
TR_01,Recurrent,6638
TR_01,Recurrent,3838
TR_01,Recurrent,2979
TR_01,Recurrent,4695
TR_01,Recurrent,11141
TR_01,Recurrent,2312
TR_01,Recurrent,26175
TR_01,Recurrent,4278
TR_01,Recurrent,3764
TR_01,Recurrent,6203
TR_01,Recurrent,11772
TR_01,Recurrent,9021
TR_01,Recurrent,6715
TR_01,Recurrent,9270
TR_01,Recurrent,11726
TR_01,Recurrent,6325
TR_01,Recurrent,6661
TR_01,Recurrent,15308
TR_01,Recurrent,1979
TR_01,Recurrent,14772
TR_01,Recurrent,9227
TR_01,Recurrent,3614
TR_01,Recurrent,10677
TR_01,Recurrent,5430
TR_01,Recurrent,4192
TR_01,Recurrent,16110
TR_01,Recurrent,2984
TR_01,Recurrent,12212
TR_01,Recurrent,20403
TR_01,Recurrent,3901
TR_01,Recurrent,9192
TR_01,Recurrent,15354
TR_01,Recurrent,5664
TR_01,Recurrent,28178
TR_01,Recurrent,8720
TR_01,Recurrent,22508
TR_01,Recurrent,11541
TR_01,Recurrent,12051
TR_01,Recurrent,21667
TR_01,Recurrent,19300
TR_01,Recurrent,7956
TR_01,Recurrent,16060
TR_01,Recurrent,8023
TR_01,Recurrent,7594
TR_01,Recurrent,8275
TR_01,Recurrent,9925
TR_01,Recurrent,9301
TR_01,Recurrent,7603
TR_01,Recurrent,6521
TR_01,Recurrent,10901
TR_01,Recurrent,11991
TR_01,Recurrent,19441
TR_01,Recurrent,6875
TR_01,Recurrent,7842
TR_01,Recurrent,11561
TR_01,Recurrent,9182
TR_01,Recurrent,13847
TR_01,Recurrent,11405
TR_01,Recurrent,2269
TR_01,Recurrent,17831
TR_01,Recurrent,9745
TR_01,Recurrent,4582
TR_01,Recurrent,13383
TR_01,Recurrent,8251
TR_01,Recurrent,26721
TR_01,Recurrent,8161
TR_01,Recurrent,4578
TR_01,Recurrent,14087
TR_01,Recurrent,11344
TR_01,Recurrent,11677
TR_01,Recurrent,6682
TR_01,Recurrent,3079
TR_01,Recurrent,10416
TR_01,Recurrent,3903
TR_01,Recurrent,10361
TR_01,Recurrent,4744
TR_01,Recurrent,8328
TR_01,Recurrent,14937
TR_01,Recurrent,3505
TR_01,Recurrent,10010
TR_01,Recurrent,7436
TR_01,Recurrent,4163
TR_01,Recurrent,1725
TR_01,Recurrent,5217
TR_01,Recurrent,18409
TR_01,Recurrent,4474
TR_01,Recurrent,15167
TR_01,Recurrent,13002
TR_01,Recurrent,9105
TR_01,Recurrent,24567
TR_01,Recurrent,9828
TR_01,Recurrent,21358
TR_01,Recurrent,11580
TR_01,Recurrent,10394
TR_01,Recurrent,21142
TR_01,Recurrent,27529
TR_01,Recurrent,2366
TR_01,Recurrent,9140
TR_01,Recurrent,1526
TR_01,Recurrent,15483
TR_01,Recurrent,11320
TR_01,Recurrent,17030
TR_01,Recurrent,1737
TR_01,Recurrent,1657
TR_01,Recurrent,5001
TR_01,Recurrent,1587
TR_01,Recurrent,6513
TR_01,Recurrent,17489
TR_01,Recurrent,5676
TR_01,Recurrent,11246
TR_01,Recurrent,7873
TR_01,Recurrent,5137
TR_01,Recurrent,9599
TR_01,Recurrent,9058
TR_01,Recurrent,14207
TR_01,Recurrent,7791
TR_01,Recurrent,18427
TR_01,Recurrent,1724
TR_01,Recurrent,7448
TR_01,Recurrent,3353
TR_01,Recurrent,6991
TR_01,Recurrent,9530
TR_01,Recurrent,24939
TR_01,Recurrent,1403
TR_01,Recurrent,5413
TR_01,Recurrent,4159
TR_01,Recurrent,8681
TR_01,Recurrent,7084
TR_01,Recurrent,8959
TR_01,Recurrent,2837
TR_01,Recurrent,10308
TR_01,Recurrent,12275
TR_01,Recurrent,1384
TR_01,Recurrent,12734
TR_01,Recurrent,6539
TR_01,Recurrent,7297
TR_01,Recurrent,17962
TR_01,Recurrent,17280
TR_01,Recurrent,4706
TR_01,Recurrent,22002
TR_01,Recurrent,13812
TR_01,Recurrent,6873
TR_01,Recurrent,11322
TR_01,Recurrent,5687
TR_01,Recurrent,27014
TR_01,Recurrent,8366
TR_01,Recurrent,18497
TR_01,Recurrent,12649
TR_01,Recurrent,15762
TR_01,Recurrent,4607
TR_01,Recurrent,6455
TR_01,Recurrent,1426
TR_01,Recurrent,9816
TR_01,Recurrent,29711
TR_01,Recurrent,19556
TR_01,Recurrent,12128
TR_01,Recurrent,10703
TR_01,Recurrent,9939
TR_01,Recurrent,9299
TR_01,Recurrent,3631
TR_01,Recurrent,18701
TR_01,Recurrent,15222
TR_01,Recurrent,13349
TR_01,Recurrent,11559
TR_01,Recurrent,8898
TR_01,Recurrent,2929
TR_01,Recurrent,9720
TR_01,Recurrent,1754
TR_01,Recurrent,5388
TR_01,Recurrent,5343
TR_01,Recurrent,1904
TR_01,Recurrent,13624
TR_01,Recurrent,8119
TR_01,Recurrent,12010
TR_01,Recurrent,4388
TR_01,Recurrent,3027
TR_01,Recurrent,6170
TR_01,Recurrent,7618
TR_01,Recurrent,1933
TR_01,Recurrent,16330
TR_01,Recurrent,7980
TR_01,Recurrent,16397
TR_01,Recurrent,6577
TR_01,Recurrent,7595
TR_01,Recurrent,17271
TR_01,Recurrent,9716
TR_01,Recurrent,8433
TR_01,Recurrent,2917
TR_01,Recurrent,3242
TR_01,Recurrent,7149
TR_01,Recurrent,8246
TR_01,Recurrent,7194
TR_01,Recurrent,12189
TR_01,Recurrent,12365
TR_01,Recurrent,3166
TR_01,Recurrent,4858
TR_01,Recurrent,8244
TR_01,Recurrent,2941
TR_01,Recurrent,4382
TR_01,Recurrent,2872
TR_01,Recurrent,10357
TR_01,Recurrent,13761
TR_01,Recurrent,7549
TR_01,Recurrent,8589
TR_01,Recurrent,3487
TR_01,Recurrent,13331
TR_01,Recurrent,28790
TR_01,Recurrent,5662
TR_01,Recurrent,4666
TR_01,Recurrent,6618
TR_01,Recurrent,8581
TR_01,Recurrent,4358
TR_01,Recurrent,6693
TR_01,Recurrent,4491
TR_01,Recurrent,12487
TR_01,Recurrent,28760
TR_01,Recurrent,21522
TR_01,Recurrent,11755
TR_01,Recurrent,2953
TR_01,Recurrent,10347
TR_01,Recurrent,7950
TR_01,Recurrent,6109
TR_01,Recurrent,2607
TR_01,Recurrent,10627
TR_01,Recurrent,19706
TR_01,Recurrent,14930
TR_01,Recurrent,8781
TR_01,Recurrent,3414
TR_01,Recurrent,1855
TR_01,Recurrent,1845
TR_01,Recurrent,5132
TR_01,Recurrent,10112
TR_01,Recurrent,15081
TR_01,Recurrent,8630
TR_01,Recurrent,19912
TR_01,Recurrent,8648
TR_01,Recurrent,2103
TR_01,Recurrent,8285
TR_01,Recurrent,15133
TR_01,Recurrent,4763
TR_01,Recurrent,5435
TR_01,Recurrent,16323
TR_01,Recurrent,16928
TR_01,Recurrent,14409
TR_01,Recurrent,2750
TR_01,Recurrent,4369
TR_01,Recurrent,11312
TR_01,Recurrent,10860
TR_01,Recurrent,4904
TR_01,Recurrent,7460
TR_01,Recurrent,5048
TR_01,Recurrent,16417
TR_01,Recurrent,1385
TR_01,Recurrent,1945
TR_01,Recurrent,17891
TR_01,Recurrent,3930
TR_01,Recurrent,6913
TR_01,Recurrent,6745
TR_01,Recurrent,13151
TR_01,Recurrent,10371
TR_01,Recurrent,13303
TR_01,Recurrent,9481
TR_01,Recurrent,10328
TR_01,Recurrent,9398
TR_01,Recurrent,19880
TR_01,Recurrent,24779
TR_01,Recurrent,11551
TR_01,Recurrent,10098
TR_01,Recurrent,14279
TR_01,Recurrent,29936
TR_01,Recurrent,16905
TR_01,Recurrent,6539
TR_01,Recurrent,18856
TR_01,Recurrent,12490
TR_01,Recurrent,5215
TR_01,Recurrent,6029
TR_01,Recurrent,2322
TR_01,Recurrent,11732
TR_01,Recurrent,7257
TR_01,Recurrent,10696
TR_01,Recurrent,4523
TR_01,Recurrent,1140
TR_01,Recurrent,7919
TR_01,Recurrent,29135
TR_01,Recurrent,4478
TR_01,Recurrent,8501
TR_01,Recurrent,7196
TR_01,Recurrent,13637
TR_01,Recurrent,12613
TR_01,Recurrent,4075
TR_01,Recurrent,4178
TR_01,Recurrent,9761
TR_01,Recurrent,3569
TR_01,Recurrent,10423
TR_01,Recurrent,8804
TR_01,Recurrent,10486
TR_01,Recurrent,10401
TR_01,Recurrent,12956
TR_01,Recurrent,3870
TR_01,Recurrent,1219
TR_01,Recurrent,2665
TR_01,Recurrent,12296
TR_01,Recurrent,10120
TR_01,Recurrent,8587
TR_01,Recurrent,24036
TR_01,Recurrent,12257
TR_01,Recurrent,4021
TR_01,Recurrent,10410
TR_01,Recurrent,7116
