sample,condition,raw
BRAIN_04b,Healthy,7416
BRAIN_04b,Healthy,13052
BRAIN_04b,Healthy,9370
BRAIN_04b,Healthy,12132
BRAIN_04b,Healthy,3400
BRAIN_04b,Healthy,8814
BRAIN_04b,Healthy,4884
BRAIN_04b,Healthy,3856
BRAIN_04b,Healthy,11798
BRAIN_04b,Healthy,4971
BRAIN_04b,Healthy,1311
BRAIN_04b,Healthy,8006
BRAIN_04b,Healthy,16510
BRAIN_04b,Healthy,6920
BRAIN_04b,Healthy,1439
BRAIN_04b,Healthy,1214
BRAIN_04b,Healthy,1708
BRAIN_04b,Healthy,11850
BRAIN_04b,Healthy,1438
BRAIN_04b,Healthy,3120
BRAIN_04b,Healthy,8278
BRAIN_04b,Healthy,10427
BRAIN_04b,Healthy,6491
BRAIN_04b,Healthy,9349
BRAIN_04b,Healthy,1408
BRAIN_04b,Healthy,1173
BRAIN_04b,Healthy,9771
BRAIN_04b,Healthy,6973
BRAIN_04b,Healthy,5896
BRAIN_04b,Healthy,3571
BRAIN_04b,Healthy,10422
BRAIN_04b,Healthy,7807
BRAIN_04b,Healthy,7697
BRAIN_04b,Healthy,9728
BRAIN_04b,Healthy,3562
BRAIN_04b,Healthy,863
BRAIN_04b,Healthy,3264
BRAIN_04b,Healthy,6680
BRAIN_04b,Healthy,9777
BRAIN_04b,Healthy,10530
BRAIN_04b,Healthy,19267
BRAIN_04b,Healthy,7068
BRAIN_04b,Healthy,7248
BRAIN_04b,Healthy,9703
BRAIN_04b,Healthy,6395
BRAIN_04b,Healthy,1508
BRAIN_04b,Healthy,6734
BRAIN_04b,Healthy,1047
BRAIN_04b,Healthy,945
BRAIN_04b,Healthy,1193
BRAIN_04b,Healthy,3180
BRAIN_04b,Healthy,9340
BRAIN_04b,Healthy,10320
BRAIN_04b,Healthy,21022
BRAIN_04b,Healthy,7015
BRAIN_04b,Healthy,10403
BRAIN_04b,Healthy,1537
BRAIN_04b,Healthy,4566
BRAIN_04b,Healthy,2561
BRAIN_04b,Healthy,1835
BRAIN_04b,Healthy,9939
BRAIN_04b,Healthy,2009
BRAIN_04b,Healthy,10551
BRAIN_04b,Healthy,1512
BRAIN_04b,Healthy,5866
BRAIN_04b,Healthy,1021
BRAIN_04b,Healthy,1318
BRAIN_04b,Healthy,1031
BRAIN_04b,Healthy,8267
BRAIN_04b,Healthy,13064
BRAIN_04b,Healthy,14027
BRAIN_04b,Healthy,9354
BRAIN_04b,Healthy,9548
BRAIN_04b,Healthy,8208
BRAIN_04b,Healthy,7977
BRAIN_04b,Healthy,6492
BRAIN_04b,Healthy,3936
BRAIN_04b,Healthy,3715
BRAIN_04b,Healthy,2628
BRAIN_04b,Healthy,21339
BRAIN_04b,Healthy,3631
BRAIN_04b,Healthy,14106
BRAIN_04b,Healthy,2539
BRAIN_04b,Healthy,5103
BRAIN_04b,Healthy,12003
BRAIN_04b,Healthy,12399
BRAIN_04b,Healthy,1986
BRAIN_04b,Healthy,10873
BRAIN_04b,Healthy,8652
BRAIN_04b,Healthy,1582
BRAIN_04b,Healthy,1220
BRAIN_04b,Healthy,19366
BRAIN_04b,Healthy,2898
BRAIN_04b,Healthy,6915
BRAIN_04b,Healthy,1230
BRAIN_04b,Healthy,5297
BRAIN_04b,Healthy,1615
BRAIN_04b,Healthy,12192
BRAIN_04b,Healthy,12799
BRAIN_04b,Healthy,985
BRAIN_04b,Healthy,976
BRAIN_04b,Healthy,6678
BRAIN_04b,Healthy,6869
BRAIN_04b,Healthy,8503
BRAIN_04b,Healthy,1121
BRAIN_04b,Healthy,4586
BRAIN_04b,Healthy,8521
BRAIN_04b,Healthy,1274
BRAIN_04b,Healthy,8622
BRAIN_04b,Healthy,11308
BRAIN_04b,Healthy,15645
BRAIN_04b,Healthy,6334
BRAIN_04b,Healthy,5502
BRAIN_04b,Healthy,6332
BRAIN_04b,Healthy,4286
BRAIN_04b,Healthy,4996
BRAIN_04b,Healthy,11986
BRAIN_04b,Healthy,1169
BRAIN_04b,Healthy,1213
BRAIN_04b,Healthy,1767
BRAIN_04b,Healthy,9178
BRAIN_04b,Healthy,5614
BRAIN_04b,Healthy,9957
BRAIN_04b,Healthy,9676
BRAIN_04b,Healthy,10295
BRAIN_04b,Healthy,8149
BRAIN_04b,Healthy,11093
BRAIN_04b,Healthy,2347
BRAIN_04b,Healthy,5221
BRAIN_04b,Healthy,7409
BRAIN_04b,Healthy,8149
BRAIN_04b,Healthy,13724
BRAIN_04b,Healthy,8543
BRAIN_04b,Healthy,5120
BRAIN_04b,Healthy,12673
BRAIN_04b,Healthy,10674
BRAIN_04b,Healthy,1856
BRAIN_04b,Healthy,1193
BRAIN_04b,Healthy,4980
BRAIN_04b,Healthy,6645
BRAIN_04b,Healthy,12948
BRAIN_04b,Healthy,17753
BRAIN_04b,Healthy,17519
BRAIN_04b,Healthy,12203
BRAIN_04b,Healthy,7144
BRAIN_04b,Healthy,11311
BRAIN_04b,Healthy,4273
BRAIN_04b,Healthy,14467
BRAIN_04b,Healthy,8634
BRAIN_04b,Healthy,7277
BRAIN_04b,Healthy,1124
BRAIN_04b,Healthy,3359
BRAIN_04b,Healthy,12587
BRAIN_04b,Healthy,1504
BRAIN_04b,Healthy,11204
BRAIN_04b,Healthy,8002
BRAIN_04b,Healthy,20718
BRAIN_04b,Healthy,18506
BRAIN_04b,Healthy,1078
BRAIN_04b,Healthy,5886
BRAIN_04b,Healthy,1561
BRAIN_04b,Healthy,8945
BRAIN_04b,Healthy,4012
BRAIN_04b,Healthy,9468
BRAIN_04b,Healthy,15065
BRAIN_04b,Healthy,3301
BRAIN_04b,Healthy,1351
BRAIN_04b,Healthy,13473
BRAIN_04b,Healthy,12026
BRAIN_04b,Healthy,11363
BRAIN_04b,Healthy,1417
BRAIN_04b,Healthy,9399
BRAIN_04b,Healthy,8581
BRAIN_04b,Healthy,8837
BRAIN_04b,Healthy,7080
BRAIN_04b,Healthy,12835
BRAIN_04b,Healthy,3064
BRAIN_04b,Healthy,4113
BRAIN_04b,Healthy,1563
BRAIN_04b,Healthy,10756
BRAIN_04b,Healthy,1222
BRAIN_04b,Healthy,1877
BRAIN_04b,Healthy,8133
BRAIN_04b,Healthy,10365
BRAIN_04b,Healthy,4482
BRAIN_04b,Healthy,10597
BRAIN_04b,Healthy,6341
BRAIN_04b,Healthy,7923
BRAIN_04b,Healthy,10314
BRAIN_04b,Healthy,7081
BRAIN_04b,Healthy,1142
BRAIN_04b,Healthy,8212
BRAIN_04b,Healthy,3650
BRAIN_04b,Healthy,2234
BRAIN_04b,Healthy,5548
BRAIN_04b,Healthy,9258
BRAIN_04b,Healthy,3456
BRAIN_04b,Healthy,3170
BRAIN_04b,Healthy,7945
BRAIN_04b,Healthy,2495
BRAIN_04b,Healthy,1708
BRAIN_04b,Healthy,2716
BRAIN_04b,Healthy,4510
BRAIN_04b,Healthy,3296
BRAIN_04b,Healthy,7048
BRAIN_04b,Healthy,3246
BRAIN_04b,Healthy,1994
BRAIN_04b,Healthy,10031
BRAIN_04b,Healthy,12464
BRAIN_04b,Healthy,7700
BRAIN_04b,Healthy,1172
BRAIN_04b,Healthy,6828
BRAIN_04b,Healthy,3381
BRAIN_04b,Healthy,5798
BRAIN_04b,Healthy,13128
BRAIN_04b,Healthy,6226
BRAIN_04b,Healthy,20980
BRAIN_04b,Healthy,1933
BRAIN_04b,Healthy,11780
BRAIN_04b,Healthy,1330
BRAIN_04b,Healthy,3948
BRAIN_04b,Healthy,13022
BRAIN_04b,Healthy,13608
BRAIN_04b,Healthy,5594
BRAIN_04b,Healthy,22452
BRAIN_04b,Healthy,1136
BRAIN_04b,Healthy,5193
BRAIN_04b,Healthy,10835
BRAIN_04b,Healthy,4382
BRAIN_04b,Healthy,1568
BRAIN_04b,Healthy,2544
BRAIN_04b,Healthy,1660
BRAIN_04b,Healthy,6127
BRAIN_04b,Healthy,983
BRAIN_04b,Healthy,11918
BRAIN_04b,Healthy,15427
BRAIN_04b,Healthy,11075
BRAIN_04b,Healthy,4571
BRAIN_04b,Healthy,10970
BRAIN_04b,Healthy,2216
BRAIN_04b,Healthy,1654
BRAIN_04b,Healthy,1937
BRAIN_04b,Healthy,9116
BRAIN_04b,Healthy,1661
BRAIN_04b,Healthy,15082
BRAIN_04b,Healthy,4978
BRAIN_04b,Healthy,22953
BRAIN_04b,Healthy,10465
BRAIN_04b,Healthy,7770
BRAIN_04b,Healthy,2855
BRAIN_04b,Healthy,4658
BRAIN_04b,Healthy,8764
BRAIN_04b,Healthy,10043
BRAIN_04b,Healthy,7469
BRAIN_04b,Healthy,16192
BRAIN_04b,Healthy,12406
BRAIN_04b,Healthy,1611
BRAIN_04b,Healthy,2309
BRAIN_04b,Healthy,4969
BRAIN_04b,Healthy,2674
BRAIN_04b,Healthy,2987
BRAIN_04b,Healthy,5665
BRAIN_04b,Healthy,3194
BRAIN_04b,Healthy,5161
BRAIN_04b,Healthy,1254
BRAIN_04b,Healthy,4983
BRAIN_04b,Healthy,8068
BRAIN_04b,Healthy,4348
BRAIN_04b,Healthy,12397
BRAIN_04b,Healthy,8143
BRAIN_04b,Healthy,7426
BRAIN_04b,Healthy,10623
BRAIN_04b,Healthy,992
BRAIN_04b,Healthy,14437
BRAIN_04b,Healthy,912
BRAIN_04b,Healthy,2032
BRAIN_04b,Healthy,12948
BRAIN_04b,Healthy,6626
BRAIN_04b,Healthy,5329
BRAIN_04b,Healthy,1290
BRAIN_04b,Healthy,983
BRAIN_04b,Healthy,13165
BRAIN_04b,Healthy,967
BRAIN_04b,Healthy,11176
BRAIN_04b,Healthy,7314
BRAIN_04b,Healthy,894
BRAIN_04b,Healthy,2221
BRAIN_04b,Healthy,7371
BRAIN_04b,Healthy,6764
BRAIN_04b,Healthy,10468
BRAIN_04b,Healthy,3166
BRAIN_04b,Healthy,11145
BRAIN_04b,Healthy,1801
BRAIN_04b,Healthy,6751
BRAIN_04b,Healthy,3387
BRAIN_04b,Healthy,7700
BRAIN_04b,Healthy,4455
BRAIN_04b,Healthy,13066
BRAIN_04b,Healthy,13591
BRAIN_04b,Healthy,5692
BRAIN_04b,Healthy,5305
BRAIN_04b,Healthy,3665
BRAIN_04b,Healthy,11741
BRAIN_04b,Healthy,7988
BRAIN_04b,Healthy,4186
BRAIN_04b,Healthy,5842
BRAIN_04b,Healthy,3240
BRAIN_04b,Healthy,1005
BRAIN_04b,Healthy,5663
BRAIN_04b,Healthy,13386
BRAIN_04b,Healthy,6953
BRAIN_04b,Healthy,4517
BRAIN_04b,Healthy,8498
BRAIN_04b,Healthy,905
BRAIN_04b,Healthy,6893
BRAIN_04b,Healthy,7388
BRAIN_04b,Healthy,3739
BRAIN_04b,Healthy,11858
BRAIN_04b,Healthy,15127
BRAIN_04b,Healthy,3450
BRAIN_04b,Healthy,6955
BRAIN_04b,Healthy,6452
BRAIN_04b,Healthy,4467
BRAIN_04b,Healthy,1110
BRAIN_04b,Healthy,3520
BRAIN_04b,Healthy,3736
BRAIN_04b,Healthy,2720
BRAIN_04b,Healthy,6218
BRAIN_04b,Healthy,5588
BRAIN_04b,Healthy,2324
BRAIN_04b,Healthy,3111
BRAIN_04b,Healthy,4245
BRAIN_04b,Healthy,3418
BRAIN_04b,Healthy,7567
BRAIN_04b,Healthy,4574
BRAIN_04b,Healthy,14958
BRAIN_04b,Healthy,11881
BRAIN_04b,Healthy,1057
BRAIN_04b,Healthy,969
BRAIN_04b,Healthy,1227
BRAIN_04b,Healthy,3243
BRAIN_04b,Healthy,6649
BRAIN_04b,Healthy,2497
BRAIN_04b,Healthy,3525
BRAIN_04b,Healthy,15011
BRAIN_04b,Healthy,18483
BRAIN_04b,Healthy,2525
BRAIN_04b,Healthy,4438
BRAIN_04b,Healthy,1362
BRAIN_04b,Healthy,5018
BRAIN_04b,Healthy,7801
BRAIN_04b,Healthy,1358
BRAIN_04b,Healthy,10481
BRAIN_04b,Healthy,11304
BRAIN_04b,Healthy,4708
BRAIN_04b,Healthy,6607
BRAIN_04b,Healthy,863
BRAIN_04b,Healthy,4974
BRAIN_04b,Healthy,10358
BRAIN_04b,Healthy,4042
BRAIN_04b,Healthy,3957
BRAIN_04b,Healthy,1107
BRAIN_04b,Healthy,13338
BRAIN_04b,Healthy,7983
BRAIN_04b,Healthy,1091
BRAIN_04b,Healthy,6765
BRAIN_04b,Healthy,1117
BRAIN_04b,Healthy,12853
BRAIN_04b,Healthy,6434
BRAIN_04b,Healthy,8879
BRAIN_04b,Healthy,998
BRAIN_04b,Healthy,14816
BRAIN_04b,Healthy,19885
BRAIN_04b,Healthy,7643
BRAIN_04b,Healthy,4882
BRAIN_04b,Healthy,9009
BRAIN_04b,Healthy,16618
BRAIN_04b,Healthy,2015
BRAIN_04b,Healthy,13194
BRAIN_04b,Healthy,3182
BRAIN_04b,Healthy,2342
BRAIN_04b,Healthy,6068
BRAIN_04b,Healthy,2611
BRAIN_04b,Healthy,8282
BRAIN_04b,Healthy,9846
BRAIN_04b,Healthy,7968
BRAIN_04b,Healthy,4662
BRAIN_04b,Healthy,7300
BRAIN_04b,Healthy,1660
BRAIN_04b,Healthy,3463
BRAIN_04b,Healthy,9991
BRAIN_04b,Healthy,9145
BRAIN_04b,Healthy,10399
BRAIN_04b,Healthy,4006
BRAIN_04b,Healthy,8305
BRAIN_04b,Healthy,7444
BRAIN_04b,Healthy,9826
BRAIN_04b,Healthy,8651
BRAIN_04b,Healthy,10787
BRAIN_04b,Healthy,4332
BRAIN_04b,Healthy,2604
BRAIN_04b,Healthy,995
BRAIN_04b,Healthy,1263
BRAIN_04b,Healthy,7345
BRAIN_04b,Healthy,5601
BRAIN_04b,Healthy,2988
BRAIN_04b,Healthy,1862
BRAIN_04b,Healthy,4914
BRAIN_04b,Healthy,917
BRAIN_04b,Healthy,6089
BRAIN_04b,Healthy,1582
BRAIN_04b,Healthy,9424
BRAIN_04b,Healthy,1493
BRAIN_04b,Healthy,5526
BRAIN_04b,Healthy,2385
BRAIN_04b,Healthy,9770
BRAIN_04b,Healthy,16860
BRAIN_04b,Healthy,897
BRAIN_04b,Healthy,1785
BRAIN_04b,Healthy,1824
BRAIN_04b,Healthy,1694
BRAIN_04b,Healthy,1725
BRAIN_04b,Healthy,5229
BRAIN_04b,Healthy,7214
BRAIN_04b,Healthy,3688
BRAIN_04b,Healthy,7778
BRAIN_04b,Healthy,8172
BRAIN_04b,Healthy,11174
BRAIN_04b,Healthy,2011
BRAIN_04b,Healthy,8038
BRAIN_04b,Healthy,2573
BRAIN_04b,Healthy,7146
BRAIN_04b,Healthy,8816
BRAIN_04b,Healthy,8326
BRAIN_04b,Healthy,1834
BRAIN_04b,Healthy,7962
BRAIN_04b,Healthy,9225
BRAIN_04b,Healthy,4765
BRAIN_04b,Healthy,4710
BRAIN_04b,Healthy,5033
BRAIN_04b,Healthy,7730
BRAIN_04b,Healthy,1268
BRAIN_04b,Healthy,1006
BRAIN_04b,Healthy,11570
BRAIN_04b,Healthy,4625
BRAIN_04b,Healthy,2229
BRAIN_04b,Healthy,10507
BRAIN_04b,Healthy,6185
BRAIN_04b,Healthy,1097
BRAIN_04b,Healthy,1151
BRAIN_04b,Healthy,1317
BRAIN_04b,Healthy,5025
BRAIN_04b,Healthy,2340
BRAIN_04b,Healthy,4291
BRAIN_04b,Healthy,2028
BRAIN_04b,Healthy,1452
BRAIN_04b,Healthy,5452
BRAIN_04b,Healthy,14910
BRAIN_04b,Healthy,6602
BRAIN_04b,Healthy,3472
BRAIN_04b,Healthy,7363
BRAIN_04b,Healthy,4284
BRAIN_04b,Healthy,1158
BRAIN_04b,Healthy,8734
BRAIN_04b,Healthy,10508
BRAIN_04b,Healthy,8206
BRAIN_04b,Healthy,8213
BRAIN_04b,Healthy,6300
BRAIN_04b,Healthy,6602
BRAIN_04b,Healthy,1656
BRAIN_04b,Healthy,1618
BRAIN_04b,Healthy,7758
BRAIN_04b,Healthy,4188
BRAIN_04b,Healthy,22594
BRAIN_04b,Healthy,9427
BRAIN_04b,Healthy,6470
BRAIN_04b,Healthy,7108
BRAIN_04b,Healthy,2313
BRAIN_04b,Healthy,10127
BRAIN_04b,Healthy,1230
BRAIN_04b,Healthy,9220
BRAIN_04b,Healthy,7414
BRAIN_04b,Healthy,1055
BRAIN_04b,Healthy,2094
BRAIN_04b,Healthy,6263
BRAIN_04b,Healthy,1069
BRAIN_04b,Healthy,8012
BRAIN_04b,Healthy,2458
BRAIN_04b,Healthy,10703
BRAIN_04b,Healthy,967
BRAIN_04b,Healthy,8293
BRAIN_04b,Healthy,2724
BRAIN_04b,Healthy,2140
BRAIN_04b,Healthy,1400
BRAIN_04b,Healthy,5391
BRAIN_04b,Healthy,18257
BRAIN_04b,Healthy,15678
BRAIN_04b,Healthy,6593
BRAIN_04b,Healthy,5102
BRAIN_04b,Healthy,8159
BRAIN_04b,Healthy,8093
BRAIN_04b,Healthy,7581
BRAIN_04b,Healthy,8625
BRAIN_04b,Healthy,4733
BRAIN_04b,Healthy,1218
BRAIN_04b,Healthy,4274
BRAIN_04b,Healthy,5474
BRAIN_04b,Healthy,9882
BRAIN_04b,Healthy,22519
BRAIN_04b,Healthy,2191
BRAIN_04b,Healthy,11956
BRAIN_04b,Healthy,4476
BRAIN_04b,Healthy,3238
BRAIN_04b,Healthy,2035
BRAIN_04b,Healthy,6346
BRAIN_04b,Healthy,1114
BRAIN_04b,Healthy,1687
BRAIN_04b,Healthy,17879
BRAIN_04b,Healthy,9362
BRAIN_04b,Healthy,1778
BRAIN_04b,Healthy,2052
BRAIN_04b,Healthy,1840
BRAIN_04b,Healthy,7301
BRAIN_04b,Healthy,8493
BRAIN_04b,Healthy,1716
BRAIN_04b,Healthy,5396
BRAIN_04b,Healthy,15720
BRAIN_04b,Healthy,1803
BRAIN_04b,Healthy,6262
BRAIN_04b,Healthy,4356
BRAIN_04b,Healthy,1156
BRAIN_04b,Healthy,4785
BRAIN_04b,Healthy,3780
BRAIN_04b,Healthy,5721
BRAIN_04b,Healthy,6098
BRAIN_04b,Healthy,1968
BRAIN_04b,Healthy,1782
BRAIN_04b,Healthy,1201
BRAIN_04b,Healthy,4334
BRAIN_04b,Healthy,2098
BRAIN_04b,Healthy,2650
BRAIN_04b,Healthy,1581
BRAIN_04b,Healthy,2138
BRAIN_04b,Healthy,8460
BRAIN_04b,Healthy,2449
BRAIN_04b,Healthy,1362
BRAIN_04b,Healthy,1188
BRAIN_04b,Healthy,1045
BRAIN_04b,Healthy,6224
BRAIN_04b,Healthy,5095
BRAIN_04b,Healthy,1195
BRAIN_04b,Healthy,2631
BRAIN_04b,Healthy,12998
BRAIN_04b,Healthy,3962
BRAIN_04b,Healthy,1809
BRAIN_04b,Healthy,6209
BRAIN_04b,Healthy,939
BRAIN_04b,Healthy,905
BRAIN_04b,Healthy,6796
BRAIN_04b,Healthy,5491
BRAIN_04b,Healthy,7187
BRAIN_04b,Healthy,6760
BRAIN_04b,Healthy,4561
BRAIN_04b,Healthy,4032
BRAIN_04b,Healthy,5553
BRAIN_04b,Healthy,13008
BRAIN_04b,Healthy,4200
BRAIN_04b,Healthy,2050
BRAIN_04b,Healthy,11265
BRAIN_04b,Healthy,9146
BRAIN_04b,Healthy,1827
BRAIN_04b,Healthy,13360
BRAIN_04b,Healthy,5844
BRAIN_04b,Healthy,20805
BRAIN_04b,Healthy,9274
BRAIN_04b,Healthy,1818
BRAIN_04b,Healthy,8125
BRAIN_04b,Healthy,4192
BRAIN_04b,Healthy,1099
BRAIN_04b,Healthy,2539
BRAIN_04b,Healthy,4468
BRAIN_04b,Healthy,8384
BRAIN_04b,Healthy,4285
BRAIN_04b,Healthy,4343
BRAIN_04b,Healthy,7304
BRAIN_04b,Healthy,4130
BRAIN_04b,Healthy,8351
BRAIN_04b,Healthy,4763
BRAIN_04b,Healthy,4295
BRAIN_04b,Healthy,957
BRAIN_04b,Healthy,5640
BRAIN_04b,Healthy,1378
BRAIN_04b,Healthy,5154
BRAIN_04b,Healthy,3687
BRAIN_04b,Healthy,6451
BRAIN_04b,Healthy,11230
BRAIN_04b,Healthy,6498
BRAIN_04b,Healthy,8023
BRAIN_04b,Healthy,4615
BRAIN_04b,Healthy,971
BRAIN_04b,Healthy,1078
BRAIN_04b,Healthy,2684
BRAIN_04b,Healthy,7385
BRAIN_04b,Healthy,16213
BRAIN_04b,Healthy,5454
BRAIN_04b,Healthy,1878
BRAIN_04b,Healthy,923
BRAIN_04b,Healthy,5539
BRAIN_04b,Healthy,8422
BRAIN_04b,Healthy,2973
BRAIN_04b,Healthy,3652
BRAIN_04b,Healthy,1960
BRAIN_04b,Healthy,10040
BRAIN_04b,Healthy,3121
BRAIN_04b,Healthy,1103
BRAIN_04b,Healthy,2828
BRAIN_04b,Healthy,10855
BRAIN_04b,Healthy,8743
BRAIN_04b,Healthy,3751
BRAIN_04b,Healthy,5966
BRAIN_04b,Healthy,1920
BRAIN_04b,Healthy,14034
BRAIN_04b,Healthy,2952
BRAIN_04b,Healthy,9442
BRAIN_04b,Healthy,1132
BRAIN_04b,Healthy,9275
BRAIN_04b,Healthy,8503
BRAIN_04b,Healthy,1984
BRAIN_04b,Healthy,3312
BRAIN_04b,Healthy,4495
BRAIN_04b,Healthy,5816
BRAIN_04b,Healthy,8438
BRAIN_04b,Healthy,3386
BRAIN_04b,Healthy,5138
BRAIN_04b,Healthy,2402
BRAIN_04b,Healthy,6510
BRAIN_04b,Healthy,8380
BRAIN_04b,Healthy,18377
BRAIN_04b,Healthy,3305
BRAIN_04b,Healthy,5732
BRAIN_04b,Healthy,1503
BRAIN_04b,Healthy,11669
BRAIN_04b,Healthy,4042
BRAIN_04b,Healthy,9313
BRAIN_04b,Healthy,2263
BRAIN_04b,Healthy,6943
BRAIN_04b,Healthy,11501
BRAIN_04b,Healthy,1000
BRAIN_04b,Healthy,4943
BRAIN_04b,Healthy,4290
BRAIN_04b,Healthy,1248
BRAIN_04b,Healthy,4454
BRAIN_04b,Healthy,1337
BRAIN_04b,Healthy,3481
BRAIN_04b,Healthy,1329
BRAIN_04b,Healthy,4749
BRAIN_04b,Healthy,12791
BRAIN_04b,Healthy,6503
BRAIN_04b,Healthy,7706
BRAIN_04b,Healthy,14210
BRAIN_04b,Healthy,11474
BRAIN_04b,Healthy,1308
BRAIN_04b,Healthy,3571
BRAIN_04b,Healthy,7189
BRAIN_04b,Healthy,2052
BRAIN_04b,Healthy,6514
BRAIN_04b,Healthy,1324
BRAIN_04b,Healthy,2281
BRAIN_04b,Healthy,2206
BRAIN_04b,Healthy,9336
BRAIN_04b,Healthy,1924
BRAIN_04b,Healthy,5644
BRAIN_04b,Healthy,1763
BRAIN_04b,Healthy,12891
BRAIN_04b,Healthy,10707
BRAIN_04b,Healthy,1429
BRAIN_04b,Healthy,1623
BRAIN_04b,Healthy,9732
BRAIN_04b,Healthy,3753
BRAIN_04b,Healthy,6935
BRAIN_04b,Healthy,6219
BRAIN_04b,Healthy,19513
BRAIN_04b,Healthy,1978
BRAIN_04b,Healthy,15818
BRAIN_04b,Healthy,3973
BRAIN_04b,Healthy,3174
BRAIN_04b,Healthy,1962
BRAIN_04b,Healthy,5317
BRAIN_04b,Healthy,2153
BRAIN_04b,Healthy,11615
BRAIN_04b,Healthy,1323
BRAIN_04b,Healthy,9825
BRAIN_04b,Healthy,12174
BRAIN_04b,Healthy,7026
BRAIN_04b,Healthy,8419
BRAIN_04b,Healthy,9293
BRAIN_04b,Healthy,10645
BRAIN_04b,Healthy,6930
BRAIN_04b,Healthy,14101
BRAIN_04b,Healthy,1076
BRAIN_04b,Healthy,10563
BRAIN_04b,Healthy,12411
BRAIN_04b,Healthy,7339
BRAIN_04b,Healthy,2176
BRAIN_04b,Healthy,6045
BRAIN_04b,Healthy,1163
BRAIN_04b,Healthy,1753
BRAIN_04b,Healthy,7480
BRAIN_04b,Healthy,2378
BRAIN_04b,Healthy,1047
BRAIN_04b,Healthy,2357
BRAIN_04b,Healthy,10512
BRAIN_04b,Healthy,8000
BRAIN_04b,Healthy,3280
BRAIN_04b,Healthy,8259
BRAIN_04b,Healthy,12053
BRAIN_04b,Healthy,7897
BRAIN_04b,Healthy,1106
BRAIN_04b,Healthy,3277
BRAIN_04b,Healthy,12917
BRAIN_04b,Healthy,2854
BRAIN_04b,Healthy,11740
BRAIN_04b,Healthy,2153
BRAIN_04b,Healthy,1241
BRAIN_04b,Healthy,6672
BRAIN_04b,Healthy,11189
BRAIN_04b,Healthy,1751
BRAIN_04b,Healthy,2836
BRAIN_04b,Healthy,3149
BRAIN_04b,Healthy,10233
BRAIN_04b,Healthy,1511
BRAIN_04b,Healthy,20392
BRAIN_04b,Healthy,5620
BRAIN_04b,Healthy,16226
BRAIN_04b,Healthy,4754
BRAIN_04b,Healthy,2585
BRAIN_04b,Healthy,1208
BRAIN_04b,Healthy,7922
BRAIN_04b,Healthy,2728
BRAIN_04b,Healthy,5052
BRAIN_04b,Healthy,5273
BRAIN_04b,Healthy,18734
BRAIN_04b,Healthy,4405
BRAIN_04b,Healthy,5946
BRAIN_04b,Healthy,2515
BRAIN_04b,Healthy,2506
BRAIN_04b,Healthy,6072
BRAIN_04b,Healthy,1165
BRAIN_04b,Healthy,4168
BRAIN_04b,Healthy,9799
BRAIN_04b,Healthy,3853
BRAIN_04b,Healthy,1945
BRAIN_04b,Healthy,2799
BRAIN_04b,Healthy,5432
BRAIN_04b,Healthy,1222
BRAIN_04b,Healthy,7851
BRAIN_04b,Healthy,5210
BRAIN_04b,Healthy,10544
BRAIN_04b,Healthy,3798
BRAIN_04b,Healthy,6524
BRAIN_04b,Healthy,12757
BRAIN_04b,Healthy,9087
BRAIN_04b,Healthy,4313
BRAIN_04b,Healthy,12320
BRAIN_04b,Healthy,2291
BRAIN_04b,Healthy,4371
BRAIN_04b,Healthy,1140
BRAIN_04b,Healthy,2189
BRAIN_04b,Healthy,3930
BRAIN_04b,Healthy,8641
BRAIN_04b,Healthy,9183
BRAIN_04b,Healthy,12214
BRAIN_04b,Healthy,6003
BRAIN_04b,Healthy,19807
BRAIN_04b,Healthy,5616
BRAIN_04b,Healthy,8606
BRAIN_04b,Healthy,3180
BRAIN_04b,Healthy,6046
BRAIN_04b,Healthy,1968
BRAIN_04b,Healthy,9434
BRAIN_04b,Healthy,10601
BRAIN_04b,Healthy,1353
BRAIN_04b,Healthy,3076
BRAIN_04b,Healthy,1809
BRAIN_04b,Healthy,16724
BRAIN_04b,Healthy,9365
BRAIN_04b,Healthy,6785
BRAIN_04b,Healthy,5346
BRAIN_04b,Healthy,8748
BRAIN_04b,Healthy,12110
BRAIN_04b,Healthy,1533
BRAIN_04b,Healthy,7346
BRAIN_04b,Healthy,4665
BRAIN_04b,Healthy,13902
BRAIN_04b,Healthy,1988
BRAIN_04b,Healthy,2934
BRAIN_04b,Healthy,2468
BRAIN_04b,Healthy,8440
BRAIN_04b,Healthy,1059
BRAIN_04b,Healthy,2594
BRAIN_04b,Healthy,5205
BRAIN_04b,Healthy,1403
BRAIN_04b,Healthy,6762
BRAIN_04b,Healthy,2271
BRAIN_04b,Healthy,7461
BRAIN_04b,Healthy,3881
BRAIN_04b,Healthy,6172
BRAIN_04b,Healthy,1072
BRAIN_04b,Healthy,12112
BRAIN_04b,Healthy,6652
BRAIN_04b,Healthy,1139
BRAIN_04b,Healthy,7304
BRAIN_04b,Healthy,5180
BRAIN_04b,Healthy,4599
BRAIN_04b,Healthy,1051
BRAIN_04b,Healthy,6336
BRAIN_04b,Healthy,11073
BRAIN_04b,Healthy,9932
BRAIN_04b,Healthy,9735
BRAIN_04b,Healthy,6893
BRAIN_04b,Healthy,7852
BRAIN_04b,Healthy,15313
BRAIN_04b,Healthy,17235
BRAIN_04b,Healthy,4783
