avg.exp,pct.exp,features.plot,id,avg.exp.scaled
0.06728529544578103,3.8007190549563434,Zdhhc2,Endothelial,-0.6985298012283641
0.14105486236835033,7.755521314843349,Uchl1,Endothelial,-0.6214548287541042
0.038827724121207226,2.34375,Tg-hPDGFB-nHA,Mural,-0.43541912897369245
0.0286519001619025,1.09375,Lhfpl3,Mural,-0.5329438739221639
0.006249999999999984,0.46875,Cdkn2a,Mural,-0.49858315645666784
0.034296551824707755,2.03125,Vxn,Mural,-0.5148465884999555
0.08099230413696504,2.34375,Pdgfra,Mural,-0.5464142258883342
0.0528945779931742,2.5,Gap43,Mural,-0.5923671500667251
0.01701033433465149,1.25,Cacng4,Mural,-0.6588060928872908
0.0031249999999999906,0.3125,Moxd1,Mural,-0.41694058923374805
0.004687500000000023,0.46875,Col11a1,Mural,-0.5535587763642688
0.05242031456506528,1.09375,Sox11,Mural,-0.5042630092775712
0.039183377993881545,2.03125,Tub,Mural,-0.6766427496057723
0.19186655013998735,7.8125,Igfbp3,Mural,-0.4411042102891294
0.050169986804621085,1.25,Pcdh15,Mural,-0.43540906100998417
0.030856842820936245,0.9375,Matn4,Mural,-0.49241884918029333
0.02075576932203649,1.25,Sox10,Mural,-0.5048793128163029
0.02875985880702305,1.5625,Olig1,Mural,-0.5493905738058704
0.006249999999999964,0.3125,Plppr5,Mural,-0.5764325902095353
0.012499999999999968,1.09375,Pnlip,Mural,-0.4113857331042971
0.6348388027598797,23.125,Ncald,Mural,-0.08666509362796912
0.21711389951611187,12.65625,Nsg1,Mural,-0.4954662393755777
0.10186566006093556,3.90625,Cntn1,Mural,-0.7384391132427635
2.4482820371041183,58.28124999999999,Mmp15,Mural,0.7331112311961818
0.10705157333622788,5.78125,Fabp7,Mural,-0.7965366025037357
0.1411465065345738,5.3125,Zdhhc2,Mural,-0.5760539364689423
1.3236091198894997,34.21875,Uchl1,Mural,0.6226776244956234
0.01087954526430804,0.4094165813715456,Tg-hPDGFB-nHA,Choroid,-0.4651035855183104
0.01931837993495936,0.4094165813715456,Lhfpl3,Choroid,-0.5449816534963081
0.0010235414534288613,0.1023541453428864,Cdkn2a,Choroid,-0.5078509950291473
0.013600508305701815,0.4094165813715456,Vxn,Choroid,-0.548364295725856
0.4403254293362083,13.101330603889458,Pdgfra,Choroid,-0.22866152424297692
0.05479514461160701,1.2282497441146365,Gap43,Choroid,-0.5894090433339444
0.0351074023994552,0.6141248720573182,Cacng4,Choroid,-0.6307035935053423
0,0,Moxd1,Choroid,-0.4241060107550749
0,0,Col11a1,Choroid,-0.5631635817445005
0.03413430213751434,0.8188331627430911,Sox11,Choroid,-0.5247659769060056
0.25215194801715973,8.597748208802457,Tub,Choroid,-0.2210234727184509
0.002777382189256235,0.2047082906857728,Igfbp3,Choroid,-0.7203388201119435
0.00851093673910922,0.2047082906857728,Pcdh15,Choroid,-0.5005890800677494
0.09401185999811477,3.3776867963152504,Matn4,Choroid,-0.3899086625078517
0.005553670392994386,0.1023541453428864,Sox10,Choroid,-0.5242824109250026
0.014286386926955696,0.4094165813715456,Olig1,Choroid,-0.5667760111794591
0.01106531301004172,0.1023541453428864,Plppr5,Choroid,-0.5673538788872773
0,0,Pnlip,Choroid,-0.4370865902352461
0.6967826493635592,20.36847492323439,Ncald,Choroid,-0.030612807298769997
0.11980808481414795,3.5823950870010237,Nsg1,Choroid,-0.6295199068801305
2.216525487155431,41.453428863868986,Cntn1,Choroid,0.6995387631579957
1.122998686048957,28.249744114636645,Mmp15,Choroid,0.06448621566798374
0.039941384202201946,1.023541453428864,Fabp7,Choroid,-0.8656012784619026
0.09189426446328793,3.172978505629478,Zdhhc2,Choroid,-0.6568064158681675
0.043602060312642354,1.4329580348004094,Uchl1,Choroid,-0.7776341426718614
0.02694584035870526,1.3100436681222707,Tg-hPDGFB-nHA,Ependymal,-0.4479403847310285
0.08420082260118766,5.240174672489083,Lhfpl3,Ependymal,-0.4634849479641242
0.004366812227074228,0.43668122270742354,Cdkn2a,Ependymal,-0.5019169674329603
0.06790221406765927,2.1834061135371177,Vxn,Ependymal,-0.46182460242598705
0.053979966370742705,1.3100436681222707,Pdgfra,Ependymal,-0.5744328048071508
0.01847662362209634,1.3100436681222707,Gap43,Ependymal,-0.6468806915290589
0.4503345862693332,18.340611353711793,Cacng4,Ependymal,-0.09330065498067132
0.0347684067017764,1.7467248908296942,Moxd1,Ependymal,-0.34561652263935233
0.046928581065376965,3.056768558951965,Col11a1,Ependymal,-0.4689737500973311
0.4615779407102413,19.213973799126638,Sox11,Ependymal,-0.12009488770686425
0.3779389043042731,11.353711790393014,Tub,Ependymal,0.012922857234494699
0.03802444904274749,1.3100436681222707,Igfbp3,Ependymal,-0.6644977318872769
0.009228549715461486,0.8733624454148471,Pcdh15,Ependymal,-0.4994436724179863
0.041794004774561376,0.8733624454148471,Matn4,Ependymal,-0.47422410892987643
0.018997046252531576,0.8733624454148471,Sox10,Ependymal,-0.5071092117055096
0.08566883531959905,1.7467248908296942,Olig1,Ependymal,-0.48332480972481723
0.020816668801337854,1.3100436681222707,Plppr5,Ependymal,-0.5491005322140007
0.008733624454148456,0.8733624454148471,Pnlip,Ependymal,-0.41909610823548615
0.5781059105882738,31.004366812227076,Ncald,Ependymal,-0.13989768076577383
