Level_4,nCount_RNA,nFeature_RNA,percent.mt
Neopl-Bulk,13756,5384,0.4870601919162547
Neopl-Bulk,12260,5092,0.2936378466557912
Neopl-CC-II,9869,4630,0.07092917215523356
Neopl-Bulk,12467,5033,0.17646586989652685
Macrophage,7866,2945,0.26697177726926014
Neopl-RNA-low,2487,1571,0
Neopl-Bulk,7242,3743,0.17950842308754486
Neopl-Bulk,7472,3851,0.3747323340471092
Neopl-Bulk,18159,6083,0.264331736329093
Neopl-Bulk,13250,5321,0.2037735849056604
Neopl-Bulk,10479,4508,0.6107453001240577
Neopl-Bulk,17744,5980,0.43958521190261496
Neopl-Bulk,9277,4612,0.21558693543171284
Neopl-CC-III,9376,4347,0.4052901023890785
Neopl-Bulk,10970,4825,0.7474931631722881
Neopl-CC-III,10789,4638,0.8527203633330243
Neopl-Bulk,4906,2939,0.26498165511618427
Neopl-Bulk,9308,4414,0.45122475290073055
Neopl-CC-I,8144,4176,0.46660117878192536
Neopl-Bulk,7814,3989,0.2047606859482979
Neopl-Bulk,10977,4806,0.20041905803042723
Neopl-CC-III,6806,3428,0.08815750808110491
Neopl-RNA-low,1677,1221,0.35778175313059035
Neopl-Bulk,15084,5017,2.181119066560594
Neopl-CC-III,12154,4974,0.13164390324173111
Microglia,26210,5144,0.3739030904235025
Neopl-CC-III,10695,4643,0.4955586722767648
Neopl-Bulk,14203,5263,0.6195874111103288
Neopl-Bulk,10504,4469,0.24752475247524752
Neopl-Bulk,10383,4698,0.7897524800154099
Neopl-CC-III,15294,5627,0.20269386687589902
Neopl-Bulk,12383,5059,0.4280061374464992
Neopl-Bulk,22703,6465,0.14975994361978592
Neopl-Bulk,17469,5911,0.29194573244032285
Ambiguous,9256,3565,0.42134831460674155
Neopl-CC-III,9243,4374,0.7681488694146922
Neopl-Bulk,13917,5513,0.4383128547819214
Neopl-CC-III,6205,3381,0.24174053182917005
Neopl-CC-II,18324,6071,0.7858546168958742
Neopl-RNA-low,2061,1451,0
Neopl-Bulk,12478,5014,0.5690014425388684
NKTB,4738,2492,0.1266357112705783
Neopl-CC-I,10529,4913,0.2279418748219204
Neopl-CC-I,23166,6717,0.4748338081671415
Neopl-CC-I,12723,5208,0.8802955277843275
Neopl-COP,6135,3228,0.4400977995110024
Neopl-CC-III,10588,4658,0.48167737060823573
Macrophage,8388,3572,0.1072961373390558
Neopl-CC-I,9230,4530,0.09750812567713976
OPC/COP/OLG,7465,3841,0.20093770931011384
Neopl-CC-III,10571,4499,0.501371677230158
Neopl-Bulk,11444,4861,0.3932191541419084
Microglia,15679,3926,0.14031507111422922
Neopl-CC-III,13252,5140,0.3848475701780863
Neopl-Bulk,28773,6921,1.011364821186529
Neopl-OPC,8147,4014,0.31913587823738804
Microglia,21900,4549,0.1187214611872146
Neopl-CC-II,4562,2550,0.263042525208242
Neopl-RNA-low,2821,1874,0.10634526763559021
Neopl-Bulk,8239,4022,0.048549581259861634
Neopl-Bulk,8388,4053,0.46494992846924177
Neopl-CC-II,22468,6631,0.6631653907779954
Neopl-Bulk,2292,1694,0.4363001745200698
Neopl-Bulk,12786,5039,0.3832316596277178
OPC/COP/OLG,3770,2121,1.5384615384615385
Neopl-CC-III,16837,5887,0.5701728336401972
Neopl-Bulk,7063,3863,0.4672235593940252
Macrophage,21240,4752,0.35781544256120523
Ependymal,24222,6658,3.6041615060688628
Neopl-CC-III,10786,4461,0.5191915445948452
OPC/COP/OLG,21412,4863,1.5598729684289183
Neopl-Bulk,23313,6708,0.2058937073735684
Neopl-CC-II,21325,6652,0.19226260257913247
Neopl-Bulk,16290,5423,0.1841620626151013
Neopl-Bulk,19745,6293,0.5216510508989618
Neopl-CC-III,2336,1562,0.9417808219178082
Neopl-CC-I,3391,2152,5.042760247714539
Neopl-CC-III,6718,3618,0.6847275974992557
Neopl-CC-I,16423,5801,0.8159288802289472
Neopl-Bulk,11825,5122,0.22832980972515857
Neopl-CC-III,12332,4996,0.21083360363282516
Neopl-CC-I,13160,5231,0.7446808510638299
Neopl-Bulk,12400,4987,0.5403225806451614
Neopl-OPC,9667,4561,0.08275576704251578
NKTB,11008,4331,0.06359011627906977
Neopl-CC-I,6336,3558,0.11047979797979797
Neopl-Bulk,27104,7060,1.0441263282172373
Neopl-Bulk,16536,5875,0.4958877600387035
Neopl-Bulk,9326,4283,0.22517692472657086
Neopl-Bulk,7634,3924,0.7597589730154571
Neopl-CC-III,13486,5127,0.1631321370309951
Neopl-Bulk,7594,3952,0.4082170134316566
Neopl-Bulk,3868,2568,0.25853154084798347
Neopl-CC-III,18652,5989,0.34312674244048896
Neopl-CC-II,16486,5933,0.8431396336285334
Neopl-Bulk,4783,2971,0.083629521220991
Neopl-CC-I,13954,5480,0.2938225598394726
Neopl-CC-I,9896,4595,0.4345189975747777
Neopl-Bulk,7723,4007,0.2460183866373171
Neopl-Bulk,4417,2650,1.0414308354086486
Neopl-OPC,7197,3776,0.45852438516048355
Neopl-CC-III,13831,5134,0.5133395994505097
Neopl-CC-II,8963,4473,0.6471047640299007
Neopl-OPC,8329,4229,0.4562372433665506
Neopl-Bulk,5048,3110,0.277337559429477
Neopl-CC-II,21390,6499,0.30388031790556336
Neopl-Bulk,9584,4597,0.4382303839732888
Neopl-Bulk,11877,5008,0.35362465269007326
Neopl-Bulk,7164,3664,0.265214963707426
Neopl-Bulk,12867,5240,0.3186445946996192
Neopl-Bulk,12558,5166,0.19907628603280775
Ambiguous,2996,1857,0.30040053404539385
Neopl-Bulk,8701,4248,0.22985863693828296
Neopl-OPC,4344,2808,1.1740331491712708
Microglia,16038,4036,0.33670033670033667
Neopl-Bulk,9404,4385,0.20204168438962145
Neopl-Bulk,17731,5859,0.32147087022728554
Neopl-Bulk,19067,6060,0.38810510305763884
Neopl-Bulk,8697,4050,0.05749108888122341
Neopl-Bulk,19381,6295,0.14963108198751354
Macrophage,16020,4733,0.7428214731585517
Neopl-Bulk,12287,5245,0.20346707902661348
Neopl-Bulk,17743,5874,0.2761652482669222
Neopl-CC-III,16604,5946,0.536015417971573
Neopl-Bulk,18525,5990,0.16734143049932523
Neopl-Bulk,18130,5864,1.1858797573083288
Neopl-CC-I,16527,5987,0.31463665517032735
Neopl-Bulk,8246,3956,0.8974048023284017
Neopl-Bulk,14793,5489,0.1757588048401271
Neopl-OPC,16931,5858,0.7264780580001181
Neopl-CC-I,19354,6270,0.599359305569908
Neopl-CC-I,11434,4901,1.3556060871086235
Neopl-CC-I,13867,5455,0.8004615273671306
Neopl-CC-III,8606,4092,0.19753660237043924
Neopl-Bulk,7454,3772,0.33539039441910384
Neopl-CC-I,6968,3643,0.02870264064293915
Neopl-CC-I,21913,6691,0.2783735682015242
Neopl-Bulk,10460,4695,0.2772466539196941
Neopl-CC-III,12314,4787,0.12993340912782197
Neopl-CC-III,5174,3135,0.17394665635871664
Microglia,14951,3887,0.4079994649187345
Microglia,14010,4025,0.20699500356887937
Neopl-Bulk,6528,3406,0.13786764705882354
Neopl-Bulk,11773,5079,0.19536226959993205
Neopl-CC-III,2081,1554,3.604036520903412
Neopl-CC-II,14178,5386,0.3949781351389477
Microglia,12810,3625,0.156128024980484
Neopl-CC-III,13625,5401,0.6678899082568807
Neopl-RNA-low,1685,1210,0
Neopl-Bulk,4672,2807,0.3424657534246575
Neopl-CC-III,13393,5369,0.22399761069215263
Neopl-CC-I,14117,5384,0.38251753205355243
Neopl-Bulk,6837,3796,0.26327336551118913
Neopl-Bulk,16325,5797,0.3001531393568147
Neopl-Bulk,4033,2645,0.5950905033473841
Neopl-Bulk,13970,5178,0.4008589835361489
Neopl-Bulk,24412,6711,0.4096346059315091
Neopl-RNA-low,2281,1588,0.920648838228847
Neopl-CC-II,10412,4549,0.17287744909719555
Neopl-CC-III,9748,4489,0.22568732047599507
Neopl-Bulk,25095,6753,1.5780035863717874
Neopl-Bulk,8290,4151,0.4583835946924005
Neopl-Bulk,14729,5673,0.21725846968565415
Neopl-RNA-low,1682,1318,2.318668252080856
Neopl-CC-III,11993,4986,0.14174935378971065
Neopl-Bulk,5607,3288,0.28535758872837524
Neopl-CC-I,5323,3141,0.0375727972947586
Neopl-Bulk,4120,2690,0.33980582524271846
Endothelial,9723,3676,0.46282011724776306
Neopl-Bulk,12417,4861,0.2013368768623661
Microglia,31528,5875,1.5319715808170513
Neopl-COP,5089,2924,0.31440361564157987
Neopl-Bulk,5219,3141,0.19160758766047134
Neopl-Bulk,3407,2321,0.6457293806868212
Neopl-OPC,8279,4150,0.09663002778113298
Neopl-CC-II,10651,4714,0.05633273870998028
Microglia,24176,4863,1.1995367306419589
Neopl-Bulk,11004,4841,0.16357688113413305
Neopl-OPC,5164,3051,0.09682416731216112
Neopl-Bulk,10590,4649,0.24551463644948063
Neopl-Bulk,2454,1778,5.949470252648736
Neopl-CC-III,26655,6868,0.5927593322078409
Neopl-RNA-low,1449,978,0.06901311249137336
Neopl-CC-II,9537,4331,0.6605850896508336
Neopl-Bulk,12097,5083,0.8431842605604695
Neopl-CC-II,8860,3669,0.04514672686230248
Neopl-Bulk,19824,6236,0.7163034705407587
Neopl-CC-III,18817,6352,0.14880161556039753
Neopl-CC-II,17954,6096,0.26734989417400024
Neopl-Bulk,11239,5030,0.23133730758964322
Neopl-CC-I,21951,6427,1.0022322445446676
OPC/COP/OLG,14727,5092,0.44136619813947175
Neopl-Bulk,6444,3592,0.7759155803848541
Neopl-RNA-low,1880,1277,0.05319148936170213
Neopl-CC-I,6025,3521,0.4149377593360996
Macrophage,9522,3107,0.19953791220331862
Neopl-CC-II,19944,6570,0.30585639791415964
Neopl-OPC,7975,4063,0.41379310344827586
Neopl-CC-III,10104,4365,0.4552652414885194
Neopl-Bulk,15715,5828,0.08908685968819599
OPC/COP/OLG,8175,4032,0.4892966360856269
Microglia,12126,3735,0.6844796305459344
Neopl-ACR,3564,2191,0.7295173961840629
Neopl-Bulk,11339,5061,0.414498633036423
Macrophage,11366,4174,1.029385887735351
Neopl-CC-II,19721,6310,0.3245271537954465
Neopl-RNA-low,2394,1654,0
Neopl-Bulk,10380,4493,0.8574181117533719
Neopl-CC-I,9144,4396,0.32808398950131235
Neopl-CC-II,24844,6891,0.41056190629528255
Microglia,5459,2316,1.7036087195457044
Neopl-Bulk,11366,4653,0.08798169980644026
Neopl-Bulk,6500,3617,0.5538461538461538
Neopl-Bulk,6292,3630,0.11125238397965671
Neopl-CC-I,20813,6324,0.6246096189881324
Neopl-CC-I,8458,4175,0.3783400331047529
Neopl-Bulk,3032,2009,1.7150395778364116
Microglia,18506,4526,0.3026045606830217
Neopl-Bulk,18635,5989,0.17708612825328682
Neopl-OPC,8231,4264,0.4373709148341635
Neopl-RNA-low,3944,2409,1.2423935091277891
Neopl-CC-III,14613,5370,0.19845343187572712
Ambiguous,4969,2364,0.42262024552223787
Neopl-Bulk,19401,6397,0.5205917220761817
Neopl-CC-III,17173,6003,0.4250858906422873
Neopl-CC-I,9106,4423,0.16472655392049199
Neopl-CC-I,15168,5875,0.42194092827004215
Neopl-RNA-low,3333,2056,1.02010201020102
Neopl-CC-III,8676,4063,0.38035961272475793
Neopl-OPC,9830,4480,0.23397761953204477
Neopl-Bulk,17149,5725,0.6589305498862907
Neopl-Bulk,8851,4230,0.44062817760705003
Neopl-RNA-low,3948,2622,1.089159067882472
Neopl-CC-III,15346,5595,0.20200703766453798
Neopl-Bulk,10370,4675,0.626808100289296
Neopl-CC-III,13213,5124,0.4011201089835768
Neopl-COP,25202,6182,0.563447345448774
Neopl-Bulk,21897,7027,0.22377494633968126
Neopl-Bulk,6643,3720,0.04516031913292187
Neopl-CC-II,7729,3961,0.11644455945141674
Neopl-CC-III,17281,5935,0.7638446849140674
Neopl-RNA-low,2915,1906,0.03430531732418524
Neopl-Bulk,9822,4528,1.2217470983506415
Neopl-Bulk,12106,4963,0.3056335701305138
Ambiguous,2047,1227,0.7327796775769418
Neopl-CC-I,12071,5257,1.1432358545273797
Neopl-Bulk,9123,4262,0.04384522635098104
Neopl-CC-II,16517,5570,1.7254949446025305
Neopl-COP,14016,5041,0.4280821917808219
OPC/COP/OLG,6941,3832,0.28814291888776833
Neopl-CC-I,16388,5727,1.0373443983402488
Neopl-Bulk,6158,3509,0.21110750243585583
Neopl-CC-I,17976,6275,0.5896751223854028
Neopl-ACR,5457,2811,0.5497526113249038
Ambiguous,5168,2970,1.141640866873065
Neopl-Bulk,5283,3042,0.09464319515426842
Neopl-Bulk,10472,4726,0.4774637127578304
Neopl-ACR,7779,4046,0.46278441959120714
Neopl-CC-II,7058,3707,0.18418815528478322
Neopl-Bulk,12375,5005,0.15353535353535352
Neopl-RNA-low,2408,1685,0.08305647840531562
Neopl-CC-III,12861,5124,0.8008708498561543
Neopl-Bulk,9674,4632,0.23775067190407279
Neopl-CC-III,9001,4331,0.4555049438951228
Microglia,20788,4936,0.6061189147585145
Neopl-Bulk,16355,5846,0.7214918985019871
Neopl-Bulk,18736,6187,0.6351409052092228
Neopl-Bulk,5603,3217,0.4104943780117794
Neopl-Bulk,15852,5879,0.523593237446379
Neopl-Bulk,7761,3937,1.365803375853627
Neopl-Bulk,15462,5640,0.43332039839606773
Neopl-NC,1424,1074,0.1404494382022472
OPC/COP/OLG,12688,5250,0.5911097099621689
Neopl-OPC,8356,4260,0.3709909047391096
Microglia,10778,3253,0.12061606977175729
Neopl-Bulk,16130,5741,0.7253564786112834
Neopl-CC-III,26059,6863,0.6753904601097509
Neopl-Bulk,6537,3570,0.4589261128958238
Neopl-Bulk,20354,6173,0.07369558809079296
Neopl-Bulk,5989,3259,0.08348639171814994
Neopl-CC-III,15307,5405,0.39197752662180707
Ambiguous,1860,1326,0.053763440860215055
Microglia,1437,902,0
Neopl-Bulk,16637,5915,0.19835306846186213
Neopl-Bulk,10662,4655,0.28137310073157007
Neopl-Bulk,10827,4751,1.0159785720882977
Microglia,14027,3868,0.08554929778284737
Neopl-CC-III,16734,5796,0.33464802199115573
Neopl-Bulk,10086,4603,0.6543723973825104
Neopl-OPC,7429,4012,0.30959752321981426
Neopl-CC-II,16733,5982,0.15538158130640053
Neopl-Bulk,11188,4835,0.18770110833035394
Neopl-Bulk,23143,6477,0.0864192196344467
Neopl-CC-I,11103,4800,0.4143024407817707
Neopl-Bulk,12465,4994,0.3128760529482551
Neopl-CC-III,6924,3606,0.28885037550548814
Neopl-Bulk,13427,5236,0.5958144038132122
Neopl-CC-I,1801,1380,1.4436424208772902
Neopl-Bulk,8864,4242,0.8799638989169676
Neopl-CC-I,11598,5195,0.2500431108811864
Neopl-COP,8044,3599,0.9696668324216808
Neopl-CC-I,13088,5375,0.3743887530562347
Neopl-RNA-low,4053,2418,4.811250925240563
Neopl-CC-II,4241,2769,1.3204432916764914
Neopl-Bulk,9195,4220,0.27188689505165853
Neopl-Bulk,5870,3296,1.3117546848381603
Neopl-Bulk,16973,6014,1.0192658928887055
Neopl-Bulk,11051,4881,0.1809790969143064
Neopl-CC-I,8325,4159,0.37237237237237236
Neopl-OPC,3295,2265,0.42488619119878607
Neopl-Bulk,19631,6227,0.5501502725281443
Neopl-Bulk,8627,4304,0.17387272516517907
Neopl-CC-II,7673,3955,0.05213084842955819
Neopl-RNA-low,5841,3001,0.01712035610340695
Neopl-CC-II,9250,4612,0.20540540540540542
Neopl-Bulk,13000,5031,0.20769230769230768
Neopl-CC-III,13056,5192,0.1914828431372549
Microglia,14079,4199,0.6818666098444491
Neopl-Bulk,17547,5868,0.38183165213426795
Neopl-Bulk,13324,5252,1.3209246472530771
Neopl-Bulk,17333,5664,1.3154099117290718
Neopl-CC-I,24044,6844,0.0665446681084678
Neopl-Bulk,3829,2404,0.26116479498563594
Neopl-CC-III,12886,5259,0.10864504112990843
Neutrophil,2700,1067,0.07407407407407407
Neopl-CC-III,20983,6388,0.19539627317352143
Microglia,1771,874,0.9034443817052512
Neopl-RNA-low,3160,1867,0
Neopl-CC-II,10437,4658,0.2012072434607646
Neopl-Bulk,7285,3949,0.425531914893617
Neopl-CC-III,6970,3569,0.9899569583931133
Neopl-OPC,5980,3396,0.4013377926421404
Neopl-CC-II,9632,4508,0.5398671096345514
Neopl-Bulk,18048,6102,0.4820478723404255
Neopl-Bulk,6506,3433,0.46111281893636646
Neopl-OPC,17877,5998,0.17340717122559715
Neopl-Bulk,13444,4926,0.5281166319547754
Neopl-Bulk,9889,4536,0.35392860754373545
Neopl-Bulk,10924,4760,0.12815818381545221
Neopl-Bulk,7420,3725,0.49865229110512127
Neopl-CC-II,9381,4400,0.2878157978893508
Neopl-CC-II,2930,1889,0.20477815699658702
Neopl-COP,17661,5528,0.6511522563841232
Neopl-CC-II,12237,4926,0.18795456402713082
Neopl-Bulk,4172,2519,0.23969319271332695
Neopl-Bulk,15282,5611,0.3206386598612747
Neopl-Bulk,5508,3069,0.5265068990559186
Neopl-Bulk,11004,4787,0.5361686659396583
Neopl-COP,10208,4511,0.25470219435736674
Neopl-Bulk,16844,5820,0.2077891237235811
Neopl-CC-III,4192,2655,0.40553435114503816
Neopl-CC-II,21492,6411,0.38153731621068304
Neopl-CC-I,16862,5954,0.7235203415964891
Neopl-CC-III,4014,2616,0.47334329845540607
Neopl-CC-III,2852,2014,0.3856942496493688
Neopl-Bulk,5562,3285,0.5213951815893564
Neopl-CC-II,17947,5968,0.1727308185212013
Neopl-CC-III,6457,3519,0.18584481957565432
Microglia,2205,880,0.9977324263038548
Neopl-CC-III,6739,3461,0.3561359252114557
Neopl-CC-III,4036,2277,0
OPC/COP/OLG,16438,4848,0.4501764204891106
Neopl-CC-III,22917,6686,0.5759916219400445
Neopl-Bulk,12671,5057,0.323573514324047
Ambiguous,1694,1021,0.4132231404958678
Neopl-CC-II,3139,1987,0.7008601465434852
Neopl-RNA-low,4502,2610,0.02221235006663705
Neopl-Bulk,6565,3644,0.44173648134044174
Neopl-Bulk,8076,3995,0.09905894006934125
Neopl-Bulk,13880,5298,0.3170028818443804
Neopl-CC-II,12103,5095,0.3139717425431711
Neopl-Bulk,12596,5002,0.42076849793585264
OPC/COP/OLG,9464,4356,0.8030431107354183
Neopl-CC-III,13515,5152,0.17018128005919347
Neopl-Bulk,9225,4360,0.10840108401084012
Neopl-RNA-low,5081,3028,1.0037394213737454
Neopl-NC,2468,1651,0.04051863857374392
Neopl-CC-III,18267,5742,0.7499863141183555
Fibroblast,19903,5625,0.8089232778978044
Astrocyte R,4713,1698,2.3339698705707614
Microglia,25200,5188,1.4484126984126984
Neopl-Bulk,9618,4429,0.4262840507381992
Neopl-CC-I,8263,4267,0.4961878252450684
Neopl-Bulk,6700,3689,1.0597014925373134
Neopl-Bulk,4343,2629,0.11512779184895235
Neopl-CC-II,11284,4815,0.19496632399858208
OPC/COP/OLG,6136,3467,0.22816166883963493
Neopl-Bulk,25189,6928,0.3056889912263289
Neopl-CC-II,7347,3652,1.5244317408466042
Neopl-CC-II,19982,6214,0.370333299969973
Neopl-Bulk,20221,6218,0.5143167993669947
Neopl-CC-III,3884,2462,0.46343975283213185
Neopl-Bulk,7661,3930,0.2871687769220728
Neopl-Bulk,14496,5396,0.30353200883002207
Neopl-Bulk,10624,4641,0.7435993975903614
Neopl-CC-I,16565,6016,0.31391488077271357
Neopl-RNA-low,1660,1314,0.3614457831325301
Neopl-RNA-low,3818,2507,0.41906757464641176
Neopl-Bulk,9816,4603,0.8863080684596576
Neopl-CC-III,9050,4185,0.46408839779005523
Neopl-Bulk,13263,5309,0.30159089195506295
Microglia,17593,4599,0.4660944693912351
Neopl-COP,10975,4584,0.8109339407744874
Neopl-Bulk,15172,5365,0.12523068810967572
Neopl-CC-III,2192,1412,0.958029197080292
Neopl-Bulk,11914,5067,0.7722007722007722
Neopl-Bulk,22941,6473,0.3923107100823852
Neopl-CC-II,16839,5773,0.3266227210641962
Ambiguous,4605,2336,0.9120521172638436
Neopl-Bulk,14112,5441,0.2834467120181406
Neopl-Bulk,8426,4165,0.2729646332779492
Neopl-Bulk,7823,3918,1.3677617282372492
Neopl-CC-I,13639,5285,0.8871618153823594
Neopl-OPC,11330,5038,0.20300088261253313
Neopl-Bulk,9592,4356,0.18765638031693077
Microglia,2941,1276,0.17001020061203673
Neopl-Bulk,10621,4694,0.2824592787873082
Neopl-RNA-low,1691,1232,0.9461856889414548
Neopl-CC-I,31098,7242,0.6045404849186443
Microglia,12707,3579,0.24396002203509876
Neopl-Bulk,9265,4434,0.053966540744738264
Neopl-CC-III,12059,5050,0.2156066008790115
Neopl-CC-I,14712,5368,0.17672648178357803
Neopl-Bulk,2572,1952,0.6609642301710731
Neopl-Bulk,9812,4611,0.31593966571545046
Microglia,2822,1360,0.38979447200566975
Neopl-RNA-low,1543,1170,4.795852235904083
Neopl-Bulk,8744,4210,0.2630375114364135
Neopl-Bulk,11593,4709,0.2156473734149918
OPC/COP/OLG,11070,4830,1.2014453477868112
Neopl-CC-I,8291,4232,0.3135930527077554
Neopl-Bulk,6924,3605,0.8376660889659157
Neopl-Bulk,10896,4656,0.17437591776798828
Neopl-Bulk,11907,4860,0.1847652641303435
Neopl-Bulk,6762,3738,0.2070393374741201
Neopl-Bulk,13755,5270,0.3053435114503817
OPC/COP/OLG,14416,4556,0.4925083240843507
Neopl-Bulk,2212,1553,0.13562386980108498
Neopl-CC-III,11078,4694,0.42426430763675754
Neopl-RNA-low,1516,1050,0.1978891820580475
Neopl-CC-III,10522,4705,0.2661091047329405
Neopl-Bulk,11085,4725,0.36986919260261614
Neopl-CC-I,23043,6637,0.29076075163824155
Neopl-Bulk,8802,4250,0.5453306066803
Neopl-CC-III,9720,3999,0.6069958847736625
Neopl-Bulk,9496,4295,0.8740522325189553
Neopl-Bulk,22135,6502,0.7138016715608765
Neopl-CC-I,12146,5439,0.8233163181294254
Neopl-Bulk,12868,5184,0.5284426484302145
Neopl-COP,9305,4429,0.11821601289629233
Neopl-RNA-low,1396,1115,2.3638968481375358
Neopl-Bulk,18785,6132,0.48975246207080114
Ambiguous,1804,1183,1.3303769401330376
Microglia,6579,2413,1.3375892992856055
Neopl-CC-III,13207,5188,0.11357613386840312
Neopl-Bulk,16470,5573,0.47358834244080145
Neopl-Bulk,10962,4984,0.08210180623973727
Neopl-RNA-low,1654,1176,0.06045949214026602
Neopl-Bulk,22312,6731,0.24650412334169952
Neopl-CC-I,4477,2881,0.4914004914004914
OPC/COP/OLG,12781,4554,0.6415773413660902
Neopl-CC-III,23891,6600,1.3059311037629233
Neopl-Bulk,13788,5279,0.3408761241659414
Neopl-Bulk,6771,3730,0.2067641411903707
Neopl-CC-III,12063,5037,0.48909889745502777
Dendritic,9711,3347,0.1441664092266502
Neopl-Bulk,8511,4266,0.10574550581600281
Neopl-Bulk,13763,5377,0.443217321804839
Neopl-Bulk,2210,1666,0.9502262443438914
Neopl-Bulk,12623,4990,0.7129842351263567
Neopl-Bulk,15333,5622,0.5152285919259114
Microglia,19080,4277,0.7704402515723271
Neopl-CC-II,14062,5296,0.3484568340207652
Macrophage,14980,4172,0.16688918558077437
Neopl-Bulk,16042,5417,0.1122054606657524
Neopl-Bulk,15614,5863,0.48033815806327657
Neopl-Bulk,11170,4751,0.7967770814682184
Neopl-OPC,5925,3337,0.1518987341772152
Neopl-Bulk,13002,5285,0.2461159821565913
Neopl-CC-I,7742,4088,0.18083182640144665
Ambiguous,22729,5096,0.22878261252144835
Neopl-Bulk,10889,4561,0.16530443566902378
Neopl-CC-I,15394,5711,0.3572820579446538
Neopl-CC-III,24585,6874,0.20744356314826112
Neopl-CC-III,3632,2018,0.027533039647577095
Microglia,2980,1443,0.10067114093959732
Neopl-Bulk,5212,3061,0.6139677666922486
Neopl-Bulk,6565,3623,0.5178979436405179
Neopl-Bulk,7647,3624,3.896953053485027
Neopl-CC-II,10194,4635,0.6670590543456936
Neopl-COP,8556,4090,0.3973819541841982
Neopl-RNA-low,2088,1368,0.047892720306513405
Neopl-RNA-low,1506,1134,8.831341301460824
Neopl-OPC,7541,3976,0.4110860628563851
Neopl-Bulk,9373,4300,0.4160887656033287
Neopl-CC-III,15442,5572,0.4856883823338946
Neopl-CC-III,16463,5584,0.6377938407337665
Neopl-Bulk,3710,2418,0.3234501347708895
Neopl-Bulk,5070,2910,5.108481262327416
Neopl-Bulk,5501,3140,0.21814215597164155
Neopl-Bulk,3530,2384,2.917847025495751
Neopl-Bulk,18713,6235,1.0206808101319937
Neopl-Bulk,9733,4600,0.20548648926333093
Neopl-CC-I,5367,3294,1.3974287311347122
Neopl-Bulk,9423,4367,0.18040963599702853
Neopl-CC-II,24717,6984,0.5583201844884087
Ambiguous,1952,1160,0.10245901639344263
Macrophage,5923,2689,0.43896673982779
Neopl-Bulk,21028,6117,0.13315579227696406
Neopl-Bulk,5541,3083,0.5775130842808157
Neopl-Bulk,7803,3826,0.397283096245034
Neopl-Bulk,13994,5338,0.3787337430327283
Neopl-CC-I,11570,5085,0.46672428694900603
Neopl-Bulk,9116,4359,1.0421237384817903
Neopl-RNA-low,2532,1655,0.5924170616113744
Neopl-Bulk,2413,1552,0.12432656444260257
Neopl-Bulk,18158,5984,0.3799977971142196
Neopl-Bulk,17993,6098,0.18340465736675374
Neopl-CC-III,11656,4603,0.7378174330816747
Neopl-Bulk,4725,2654,0.91005291005291
Neopl-Bulk,12946,5214,0.3321489263092847
Neopl-CC-I,17438,5979,0.5677256566119968
Neopl-Bulk,12294,5141,0.5856515373352855
Neopl-RNA-low,2887,1906,0.27710426047800485
Neopl-CC-I,2929,2123,1.092523045407989
Neopl-OPC,10275,4764,0.1362530413625304
Macrophage,15690,4421,0.47801147227533464
Neopl-Bulk,10350,4852,0.18357487922705315
Neopl-Bulk,9965,4346,0.5519317611640743
Neopl-CC-I,19439,6236,0.3909666135089253
Microglia,2652,1279,0.26395173453996984
Neopl-CC-III,25678,6993,0.32323389672092845
Neopl-CC-III,10310,4733,0.3394762366634336
Neopl-COP,7246,3536,0.19321004692243998
Neopl-CC-III,9313,4244,0.4187694620423064
Astrocyte R,2057,1086,1.4584346135148274
Neopl-RNA-low,1329,1096,0.07524454477050413
Neopl-CC-III,19819,5826,0.5953882637872748
Neopl-CC-III,9945,4583,0.33182503770739064
Neopl-CC-III,9633,4474,0.3114294612270321
Neopl-Bulk,9147,4426,0.5466273095003826
Neopl-OPC,5196,3113,0.2117013086989992
Neopl-OPC,7483,3999,0.08018174528932247
Neopl-Bulk,12001,4836,0.32497291892342306
Neopl-CC-II,18267,6080,0.355832922756884
Neopl-CC-I,17448,6142,0.8195781751490142
Neopl-OPC,6680,3706,0.38922155688622756
Neopl-CC-III,7333,3753,0.3681985544797491
OPC/COP/OLG,4526,2863,0.1988510826336721
Neopl-Bulk,9752,4516,0.5434782608695652
Neopl-COP,19096,5577,0.754084625052367
Neopl-Bulk,24721,6855,1.3146717365802354
Neopl-Bulk,18994,6077,0.5791302516584185
Neopl-CC-I,21670,6586,0.18458698661744347
Neopl-COP,12754,4855,0.5488474204171241
Neopl-CC-I,17968,6071,0.3450578806767587
Neopl-RNA-low,1430,1069,1.7482517482517483
Neopl-Bulk,8311,4083,0.19251594272650704
Neopl-CC-II,14160,4623,0.0635593220338983
Neopl-Bulk,6012,3475,0.2162341982701264
Neopl-CC-I,5889,2836,0.033961623365596876
Neopl-Bulk,6571,3620,0.1065286866534774
Neopl-RNA-low,2280,1500,0.08771929824561403
Neopl-CC-III,12565,4911,0.2069239952248309
Neopl-CC-I,11130,4807,0.14375561545372867
Neopl-Bulk,9708,4409,0.07210548001648125
Neopl-Bulk,16436,5816,0.012168410805548795
Neopl-CC-I,11158,4839,0.12547051442910914
Neopl-OPC,6607,3633,0.21189647343726353
Neopl-CC-II,21643,6294,0.13399251490089176
Fibroblast,4725,2682,1.417989417989418
Neopl-CC-III,10140,4568,0.19723865877712032
