Level_4,nCount_RNA,nFeature_RNA,percent.mt
Microglia,13045,3818,0.7512456880030662
Microglia,7991,2999,0.3003378801151295
Microglia,10403,3349,1.5380178794578487
Astrocyte R,11477,3885,2.4658011675524962
Microglia,9673,3168,0.7029876977152899
Astrocyte TE,1736,1166,5.64516129032258
Microglia,9454,3250,0.5711867992384176
OPC/COP/OLG,9006,4415,1.1658894070619585
Astrocyte NT,11619,4449,0.5508219295980722
Astrocyte TE,2499,1513,0.9603841536614646
Endothelial,4321,2296,0.8562832677620921
Astrocyte NT,1449,958,7.246376811594203
Microglia,10223,3509,3.7171084808764547
Endothelial,8419,3454,0.4988715999524884
Microglia,11697,3597,1.1712404890142771
Astrocyte TE,20649,5931,0.25182817569858107
Astrocyte NT,1943,1215,2.727740607308286
OPC/COP/OLG,9579,3143,5.762605699968681
Microglia,11408,3584,1.6216690042075736
Microglia,9244,3100,0.38944180008654267
Microglia,10327,3423,0.6197346760917982
Microglia,16097,4287,0.8138162390507547
OPC/COP/OLG,17868,4458,1.6453995970449966
Microglia,9323,3312,0.5684865386678107
Astrocyte NT,4471,2508,3.332587787966898
Microglia,10098,3408,0.6634977223212517
Astrocyte NT,5837,2919,3.0152475586774026
Microglia,9438,3371,0.67810976901886
Endothelial,7117,3109,1.0257130813545032
Endothelial,9396,3808,2.586206896551724
Astrocyte TE,7253,3234,0.15166138149731145
Microglia,10651,3491,0.7698807623697306
Astrocyte TE,2480,1402,6.935483870967742
Neural,7635,3442,1.9122462344466276
OPC/COP/OLG,23006,5152,2.9035903677301573
Ependymal,4495,2464,0.778642936596218
OPC/COP/OLG,7715,2947,9.48801036941024
Fibroblast,7348,3538,0.1769188894937398
OPC/COP/OLG,8698,3525,5.46102552310876
Microglia,12229,3844,0.6051189794750185
Microglia,10143,3469,0.6704130927733412
Endothelial,12159,4297,0.6415001233654083
Endothelial,8702,3774,0.6435302229372558
Microglia,12237,3825,2.002124703767263
Astrocyte NT,3629,2235,3.4720308624965557
Microglia,4459,2130,0.6055169320475443
Microglia,8429,3083,0.9016490686914226
Microglia,8275,3207,0.18126888217522658
Microglia,7430,2683,0.9152086137281292
Microglia,9447,3421,0.899756536466603
Microglia,9322,3268,0.7294571980261746
OPC/COP/OLG,3216,1751,3.233830845771144
Astrocyte TE,2022,1337,5.341246290801187
NKTB,8619,3799,0.9397841977027498
NKTB,3609,1928,0.5818786367414797
OPC/COP/OLG,9383,3349,5.275498241500586
Neural,4514,2525,1.6614975631369076
Microglia,7954,2807,0.49031933618305257
OPC/COP/OLG,7650,3448,0.9803921568627451
OPC/COP/OLG,8527,4130,4.221883429107541
Microglia,6251,2536,0.15997440409534475
Microglia,10197,3666,0.49034029616553887
Microglia,6972,2748,0.35857716580608145
OPC/COP/OLG,14187,4189,5.194896736448862
Microglia,12802,3853,1.2810498359631308
Choroid,6557,2804,0.061003507701692855
Microglia,7203,2890,1.0134666111342496
Microglia,16570,4404,2.739891369945685
Microglia,1740,1010,0.40229885057471265
Neural,8080,3760,1.3366336633663367
Astrocyte NT,3555,2036,4.50070323488045
OPC/COP/OLG,9035,3397,3.641394576646375
Microglia,17835,4512,2.5231286795626575
Microglia,7003,2856,0.09995716121662145
Microglia,5758,2330,0.20840569642236886
OPC/COP/OLG,26850,5302,4.878957169459962
Microglia,7885,3077,0.5580215599239061
Astrocyte TE,13141,4467,0.9816604520203942
Microglia,6986,2815,0.6870884626395649
Microglia,6361,2724,0.0628831944662789
Ambiguous,1439,1109,7.157748436414177
Fibroblast,3457,2000,7.34741105004339
Microglia,1512,1064,0.5291005291005291
Neural,5604,2820,1.4632405424696646
Endothelial,12665,4476,1.1448874851954205
Microglia,16509,4141,1.8535344357623114
Astrocyte NT,9417,3578,1.667197621323139
Astrocyte TE,2040,1399,2.450980392156863
Microglia,19214,4421,1.4260435099406683
Astrocyte TE,1627,1119,5.039950829748002
Microglia,9100,3185,1.032967032967033
Microglia,7770,2921,0.797940797940798
Microglia,8225,3348,0.1337386018237082
Microglia,12145,3692,2.437216961712639
Astrocyte TE,4311,2353,4.268151241011366
Microglia,14877,4088,0.4033071183706392
OPC/COP/OLG,18154,4413,5.210972788366201
Microglia,12205,3842,0.4342482589102826
Microglia,14022,3883,0.5705320211096848
Neural,7693,3644,1.039906408423242
Neural,14176,4679,1.3191309255079007
Microglia,8887,3114,0.5176099921233263
Microglia,14731,4076,1.1472405132034487
Microglia,10996,3475,0.7002546380502
Astrocyte TE,2173,1245,0.18407731247123793
Mural,4204,2290,0
Astrocyte TE,2123,1228,9.185115402731983
Microglia,15291,4111,0.8763324831600288
Astrocyte TE,1650,1094,7.454545454545454
Microglia,11647,3619,0.66970035202198
Astrocyte NT,3047,1632,7.154578273711848
Astrocyte TE,2399,1474,5.3772405168820345
Microglia,11218,3708,0.2852558388304511
Microglia,7353,2871,0.1631986944104447
Microglia,10222,3548,2.1620035218156914
Choroid,3539,1252,1.158519355750212
Choroid,4527,2044,0.9277667329357191
Astrocyte NT,4088,2344,3.155577299412916
Neural,5327,3105,0.8635254364557912
Microglia,14151,3897,0.4381315808070101
Astrocyte TE,3021,1741,7.613373055279708
Microglia,8352,3034,0.5627394636015326
Astrocyte NT,2344,1548,2.1757679180887375
Microglia,10379,3303,0.3179497061373928
Microglia,7218,2817,0.7342754225547243
Astrocyte NT,4991,2726,2.8651572831095975
Microglia,9558,3442,0.2301736765013601
Endothelial,22067,5712,1.5181039561335932
Astrocyte TE,4026,2065,7.004470938897168
Astrocyte TE,1937,1264,5.833763551884357
Microglia,11313,3728,1.0960841509767525
Microglia,20072,4603,0.5679553607014747
OPC/COP/OLG,10956,4929,0.6115370573201898
Mural,22906,6040,0.5282458744433772
Neural,8660,4156,0.5658198614318707
OPC/COP/OLG,11619,5153,0.3872966692486445
Astrocyte NT,3498,2015,3.9165237278444827
Astrocyte NT,1372,979,0.9475218658892128
OPC/COP/OLG,24431,5213,3.18857189636118
Microglia,6063,2660,0.21441530595414812
Neural,3968,2262,2.7721774193548385
Astrocyte NT,2176,1400,5.009191176470589
Endothelial,6543,3070,1.3907993275255999
OPC/COP/OLG,15914,5313,1.9291190147040342
Astrocyte TE,3118,1486,2.4053880692751766
Neural,12026,4349,0.44902710793281225
Microglia,14135,3880,1.528121683763707
Macrophage,19482,4985,1.1395133969818294
Astrocyte NT,2434,1426,7.806080525883321
Endothelial,2279,1404,1.6673979815708644
Microglia,12962,3672,0.5863292701743559
Astrocyte TE,4252,2190,2.469426152398871
Microglia,10345,3264,1.5756404059932334
Ependymal,3951,2218,2.809415337889142
Microglia,11347,3612,0.6257160482947034
Neural,6980,3350,0.7163323782234957
Astrocyte TE,26858,5823,1.8579194281033586
Neural,7021,3393,0.6124483691781798
Astrocyte TE,2090,1283,8.564593301435407
Microglia,15438,4006,1.1724316621324007
Microglia,11522,3690,0.6422496094428051
OPC/COP/OLG,14612,5675,2.155762387079113
Microglia,9098,3411,0.6704770279182237
Microglia,9486,3409,0.5481762597512123
Astrocyte NT,3298,1984,1.0915706488781078
Mural,3050,1712,1.1475409836065573
Endothelial,4595,2348,0.500544069640914
Neural,5924,2928,0.5401755570560433
Microglia,2604,1200,1.0752688172043012
Neural,6210,3530,0.789049919484702
Endothelial,6105,2955,0.18018018018018017
Microglia,3761,2189,0.2658867322520606
Neural,4136,2240,2.6837524177949708
Microglia,4884,2357,0.819000819000819
Microglia,10686,3596,1.347557551937114
Macrophage,20518,4737,2.2906716054196314
Ependymal,2925,1695,3.111111111111111
OPC/COP/OLG,21086,5478,1.7784311865692874
Endothelial,5157,2570,0.7174713980996703
Microglia,11960,3727,0.5936454849498327
Microglia,4875,2573,0.10256410256410256
Endothelial,9411,3836,2.28456062055042
OPC/COP/OLG,4693,2932,1.0654165778819518
Microglia,7513,2925,0.5590310129109544
Microglia,10343,3294,1.2278835927680558
Neural,16018,5330,0.6742414783368711
Astrocyte NT,2431,1487,2.632661456190868
Astrocyte TE,3285,1902,2.89193302891933
Microglia,7447,2897,0.4028467839398415
Microglia,11734,3661,0.5454235554798023
Microglia,5446,2602,0.03672420124862284
OPC/COP/OLG,11994,3998,3.4684008671002164
Neural,9210,3896,0.3583061889250814
Choroid,1675,886,0.05970149253731343
Microglia,6165,2465,0.7299270072992701
OPC/COP/OLG,20693,5083,3.3876190015947425
Microglia,14291,3904,1.0076271779441606
Endothelial,9251,3783,0.9080099448708248
OPC/COP/OLG,9797,4503,1.245279167091967
Astrocyte NT,3142,1879,4.7103755569700825
OPC/COP/OLG,14235,4127,2.009132420091324
Astrocyte TE,5430,2688,1.0681399631675874
Microglia,9028,3278,0.7864421798848028
NKTB,1923,1298,0.93603744149766
Microglia,16707,3989,1.5263063386604416
Microglia,12252,3728,1.8690825987593862
Astrocyte NT,1783,1234,5.272013460459899
Astrocyte TE,1887,1325,2.808691043985162
Astrocyte TE,9919,3757,0.12097993749369895
Microglia,11464,3655,0.6106071179344034
Astrocyte TE,7532,3575,4.301646309081254
Neural,20661,6249,5.304680315570398
Astrocyte NT,14593,4484,2.2956211882409376
Astrocyte TE,1902,1312,3.943217665615142
Microglia,10177,3414,0.23582588189053746
Astrocyte NT,1331,925,7.137490608564989
Microglia,7530,2874,1.2749003984063745
OPC/COP/OLG,14955,4176,5.957873620862588
Mural,16296,5484,0.4172803141875307
Microglia,10300,3261,2.029126213592233
Endothelial,13081,4355,1.3683969115511045
Microglia,12802,3817,1.429464146227152
Choroid,4912,1941,1.24185667752443
Microglia,8999,3186,0.7556395155017225
OPC/COP/OLG,9018,4477,2.151253049456642
Astrocyte TE,11952,4023,0.10876840696117805
Endothelial,9755,3847,0.3280369041517171
Endothelial,6790,3092,0.9720176730486009
Microglia,14995,4138,0.9869956652217406
Endothelial,25117,6155,1.7518015686586774
OPC/COP/OLG,29011,5635,3.0402261211264694
OPC/COP/OLG,13086,5391,0.3515207091548219
Microglia,6559,2808,0.24393962494282667
Microglia,4065,2001,0.27060270602706027
Mural,4470,2205,0.9172259507829978
OPC/COP/OLG,3722,1858,7.1466953250940355
OPC/COP/OLG,21017,5446,3.344911262311462
Microglia,7396,2886,0.40562466197944835
Microglia,14509,3998,1.0131642428837273
Astrocyte TE,19593,5254,1.2861736334405145
Neural,17752,5878,0.37742226228030645
Astrocyte TE,2787,1467,9.759598134194475
Astrocyte NT,9219,4100,3.123983078424992
OPC/COP/OLG,7408,3829,0.9179265658747301
Astrocyte NT,7921,3002,0.10099734881959348
Microglia,13059,3573,0.8806187303775174
Choroid,1876,942,1.3326226012793176
Microglia,10394,3256,0.4906676928997498
OPC/COP/OLG,17063,4392,2.5493758424661546
Mural,1990,1200,0
Mural,6993,3300,0.9295009295009294
Microglia,6508,2711,0.6607252612169637
Choroid,4551,2049,0.988793671720501
Microglia,9554,3331,0.8687460749424326
Endothelial,3519,2062,3.2963910201761863
Endothelial,3664,2004,0.3002183406113537
Microglia,12600,3724,1.126984126984127
OPC/COP/OLG,11970,4834,1.8045112781954888
Fibroblast,4115,1895,0.850546780072904
Endothelial,1620,1149,0.9259259259259258
Mural,21029,6024,3.5712587379333307
Neural,7084,3352,1.7221908526256353
Microglia,12078,3800,0.662361318099023
Microglia,11357,3498,1.2679404772387075
OPC/COP/OLG,5324,2968,4.132231404958678
Neural,9821,4302,4.164545361979432
Microglia,10953,3444,0.7943029307039168
Astrocyte TE,4603,2564,1.6728220725613732
Astrocyte NT,4503,2321,2.0874972240728407
Endothelial,4229,2145,0.4019862851738
Astrocyte R,1333,757,0.5251312828207052
Ependymal,19063,6090,0.09442375281959818
Microglia,13279,3842,1.6793433240454854
Macrophage,2091,1152,2.6781444285031086
Microglia,9809,3306,0.08155775308390253
Microglia,11006,3582,0.8813374522987462
OPC/COP/OLG,17395,4617,2.1270480022995115
Endothelial,4443,2371,0.11253657438667568
Microglia,10158,3410,0.3544004725339634
OPC/COP/OLG,22951,5142,3.6120430482331924
Neural,16163,5055,0.7919321908061623
Astrocyte NT,3908,2298,5.092118730808598
Astrocyte NT,4714,2537,0.3182011030971574
Choroid,5121,1942,0.6834602616676431
OPC/COP/OLG,1995,1460,3.7092731829573933
Neural,3397,2040,0.7653812187224022
Microglia,10827,3643,0.5818786367414797
Neural,8343,4005,1.1626513244636223
Microglia,8082,2950,0.3588220737441227
Ependymal,4999,2769,0.26005201040208037
Endothelial,17426,5014,1.3542981751405945
OPC/COP/OLG,13345,4246,6.047208692394155
Microglia,7258,2975,0.5648939101680903
Microglia,8521,3066,0.3403356413566483
Microglia,15455,4107,2.516984794564866
Microglia,22815,4718,2.6912119219811528
Astrocyte TE,10271,4064,4.9654366663421285
OPC/COP/OLG,11689,4948,1.625459834031996
Microglia,7961,3122,1.1933174224343674
Astrocyte TE,7182,3194,3.8011695906432745
Astrocyte TE,1331,954,7.588279489105935
Microglia,9059,3195,0.7616734738933657
Neural,7589,3595,2.556331532481223
Microglia,8023,2853,1.321201545556525
OPC/COP/OLG,5078,2991,3.6431666010240256
Macrophage,17781,4557,3.267532759687307
Microglia,6384,2736,0.42293233082706766
Microglia,4715,2119,0.04241781548250265
Endothelial,22159,5635,1.7239045083261881
Astrocyte TE,7804,3379,0.43567401332649924
Endothelial,10431,3893,1.0257885150033554
OPC/COP/OLG,14785,5987,2.637808589786946
Microglia,13712,3970,1.1522753792298717
OPC/COP/OLG,16742,4541,3.8346673037868833
Microglia,13360,3847,0.9655688622754491
Astrocyte TE,4908,2458,3.9527302363488186
OPC/COP/OLG,4068,2106,4.178957718780728
Astrocyte TE,3479,1893,0
Microglia,9503,3491,1.052299273913501
Endothelial,15840,4893,1.9128787878787876
Microglia,13155,3763,1.596351197263398
Neural,5689,2899,1.5644225698716823
OPC/COP/OLG,16611,4582,6.670278730961411
Astrocyte NT,2020,1290,3.217821782178218
Astrocyte NT,2131,1358,7.273580478648521
Microglia,8983,3137,0.5788712011577424
Endothelial,4974,2463,0.985122637716124
Microglia,8781,3088,0.47830543218312266
OPC/COP/OLG,6728,2838,5.439952437574316
Microglia,12202,3852,0.5736764464841829
Microglia,6761,2845,0.20706996006507913
OPC/COP/OLG,6812,2895,6.782149148561362
Astrocyte TE,3109,1767,0.3538115149565777
Endothelial,5819,2893,2.2684310018903595
OPC/COP/OLG,16489,4548,2.6381223846200497
OPC/COP/OLG,14870,5614,2.1587088096839273
Microglia,9825,3079,0.2137404580152672
Microglia,11074,3519,0.7043525374751671
Endothelial,4021,2205,1.4424272569012682
Choroid,3983,1725,1.0293748430831033
Neural,10917,4715,4.396812311074471
Astrocyte TE,2170,1312,6.267281105990784
OPC/COP/OLG,8743,3081,5.936177513439323
Macrophage,4243,1916,0.6834786707518266
OPC/COP/OLG,9859,3459,6.461101531595497
Microglia,8261,3129,0.15736593632732115
Microglia,15166,3975,2.3407622313068708
Astrocyte TE,1995,1385,2.305764411027569
Astrocyte TE,1962,1210,9.42915392456677
Endothelial,3398,1945,1.1771630370806356
Microglia,18950,4435,2.5277044854881265
Microglia,15772,4045,2.1366979457266044
Microglia,10422,3471,1.9478027250047973
Astrocyte TE,1839,1179,8.700380641653073
Microglia,9170,3269,1.6902944383860414
Microglia,11266,3700,0.7722350434936978
Astrocyte TE,1850,1170,8.324324324324325
Mural,4213,2272,1.4716354141941608
OPC/COP/OLG,5615,3112,1.157613535173642
Microglia,9405,3497,0.23391812865497078
Microglia,8146,2973,0.15958752762091824
Mural,7177,3455,0.3762017556081928
OPC/COP/OLG,16381,4603,5.427019107502595
Astrocyte NT,9224,3543,5.442324371205551
Microglia,9187,3153,0.674866659410036
Endothelial,4734,2353,0.8660752006759611
Astrocyte TE,2323,1382,8.394317692638829
Astrocyte NT,3972,1971,4.582074521651561
Microglia,12497,3727,0.6481555573337602
OPC/COP/OLG,10897,3654,6.295310635954849
Astrocyte NT,2919,1793,2.7064063035286057
Microglia,9855,3340,0.7204464738711314
Astrocyte NT,3881,2310,2.215923730997166
Astrocyte TE,2121,1310,8.062234794908061
Microglia,9628,3443,1.1217282924802658
Endothelial,12197,4398,1.0740345986718045
Endothelial,6188,2719,1.5352294764059469
Microglia,21752,4601,1.1263332107392423
Microglia,11658,3630,0.8492022645393721
Microglia,11628,3564,0.5761953904368765
Astrocyte TE,1287,937,2.564102564102564
OPC/COP/OLG,13636,4033,5.353476092695805
OPC/COP/OLG,7175,3006,4.083623693379791
Microglia,9644,3268,0.26959767731231854
Microglia,8534,3158,1.1249121162409188
Astrocyte NT,5058,2615,1.3048635824436536
Microglia,17572,4269,1.5422262690644206
Choroid,4378,1762,1.7587939698492463
Endothelial,4468,2423,1.2309758281110117
OPC/COP/OLG,28938,6287,2.9027576197387517
Microglia,18029,4287,2.1631815408508515
Neural,1692,1329,2.2458628841607564
Microglia,12729,3685,2.0504360122554797
Astrocyte TE,1824,1206,1.9736842105263157
OPC/COP/OLG,2640,1495,4.28030303030303
Microglia,7167,2929,0.3348681456676434
Endothelial,14143,4687,0.03535317825072474
Microglia,15411,4124,2.0504834209330998
Mural,3941,2103,1.217964983506724
Microglia,8626,3204,1.0897287271041038
Microglia,12996,3767,0.8694983071714374
Choroid,9701,3622,0.020616431295742706
Neural,3007,2013,6.817426005986032
Astrocyte TE,3948,1984,8.5612968591692
Microglia,9463,3229,0.39099651273380537
Microglia,8476,3080,0.16517225106182162
Microglia,6004,2562,1.1992005329780147
Macrophage,8920,3342,1.3677130044843049
Microglia,12349,3765,1.036521175803709
Endothelial,13874,4542,1.0595358224016145
Mural,1903,1180,0.10509721492380451
Endothelial,3532,1973,0.9909399773499434
OPC/COP/OLG,14516,4232,5.022044640396803
Neural,20015,6074,5.4758930801898575
Microglia,10545,3634,2.9018492176386914
OPC/COP/OLG,11245,3604,8.199199644286349
Macrophage,12565,3705,2.124950258654994
Microglia,7961,2944,0.2763471925637483
Microglia,6305,2779,0.8406026962727994
OPC/COP/OLG,12999,5379,2.10016155088853
Mural,7093,3393,1.5367263499224588
Mural,6409,3156,1.9035731003276644
OPC/COP/OLG,16137,4374,3.141847927124001
OPC/COP/OLG,7850,2953,9.184713375796179
Astrocyte TE,2658,1659,5.530474040632054
Astrocyte NT,1852,1219,9.341252699784016
Microglia,10391,3444,0.7506496006159176
OPC/COP/OLG,16711,4351,3.4887200047872655
Neural,7937,3823,6.67758598966864
OPC/COP/OLG,20326,4859,2.7550920003935846
Microglia,9374,3221,1.1094516748453167
Microglia,9120,3121,0.4057017543859649
Microglia,6817,2787,0.39606865189966256
Endothelial,2421,1517,2.7261462205700124
OPC/COP/OLG,14397,3860,5.869278321872613
Microglia,10880,3431,0.6801470588235294
Astrocyte TE,1583,1089,6.380290587492103
Neural,6530,3075,0.5359877488514548
Endothelial,8634,3669,1.4940931202223766
Mural,3082,1854,0.42180402336145356
OPC/COP/OLG,11168,4797,1.4505730659025788
Astrocyte TE,2625,1513,9.561904761904762
Microglia,9081,3160,0.37440810483426934
Microglia,5474,2449,0.3105590062111801
Microglia,8643,3159,0.3702418141848895
Neural,2086,1492,0.33557046979865773
OPC/COP/OLG,5506,3128,1.8162005085361426
Microglia,11149,3648,0.690644900887972
Microglia,7550,2958,0.13245033112582782
Microglia,14400,4098,1.7500000000000002
Microglia,7654,2969,1.567807682257643
Astrocyte NT,9238,3913,2.1000216497077293
Microglia,8750,3123,0.2285714285714286
Astrocyte TE,4812,2385,0.4779717373233583
Astrocyte TE,1804,1141,5.210643015521065
Microglia,7130,2985,0.4067321178120617
Astrocyte R,8021,3294,0.36155092881186884
OPC/COP/OLG,12305,4022,4.193417310036571
OPC/COP/OLG,17813,4739,2.5487003873575476
Microglia,9157,3346,0.8408867533034837
OPC/COP/OLG,12384,4988,1.065891472868217
Neural,8875,3737,0.49577464788732395
Microglia,10488,3614,1.5732265446224258
Astrocyte NT,2732,1712,1.7569546120058566
Microglia,9565,3446,0.5854678515420806
OPC/COP/OLG,14879,5305,3.2999529538275425
Endothelial,20317,5415,1.1123689521090712
Astrocyte NT,2765,1724,3.0379746835443036
Ambiguous,7699,3711,0.8442654890245486
Neural,22700,6164,1.079295154185022
Astrocyte TE,3604,2048,7.8523862375138735
Endothelial,8570,3438,0.956826137689615
Endothelial,8611,3531,1.2658227848101267
Microglia,8800,3407,0.5909090909090909
Ependymal,22076,6289,0.10871534698314912
Ependymal,18358,5772,0.032683298834295674
Microglia,8306,2994,0.44546111244883213
Mural,3275,2078,0.6106870229007634
Microglia,6805,3053,0
Microglia,7198,2724,0.9169213670464018
Endothelial,4040,2264,0.8663366336633664
Astrocyte NT,8703,3686,2.7691600597495114
Neural,18798,5961,0.4362166187892329
Astrocyte TE,10005,3747,4.1079460269865065
Neural,8417,3827,0.6177973149578234
OPC/COP/OLG,23837,5278,5.7305869027142675
Astrocyte TE,1730,1259,2.7745664739884393
Microglia,8406,3144,0.582916964073281
Microglia,12342,3697,3.4678334143574783
OPC/COP/OLG,19449,5098,3.558023548768574
Astrocyte TE,1683,1133,4.515745692216281
Microglia,6749,2733,0.8890205956437991
OPC/COP/OLG,19411,4696,5.362938540003091
Endothelial,10355,3991,0.7918879768227909
Microglia,9158,3149,1.4195239135182356
Microglia,5934,2563,1.027974384900573
Microglia,11892,3607,0.9081735620585267
Microglia,8470,3146,0.6729634002361276
Endothelial,5148,2201,0.5827505827505828
Astrocyte TE,3850,1805,2.3376623376623376
Astrocyte NT,1482,968,4.65587044534413
Endothelial,4384,2298,1.8704379562043798
Astrocyte NT,2192,1517,2.18978102189781
Neural,7003,3459,1.0709695844638012
Mural,13188,4791,2.10797694874128
Fibroblast,12455,4721,0.3693295865114412
Microglia,10044,3230,0.7566706491437674
Macrophage,2294,1243,1.176983435047951
Microglia,15767,4274,1.0401471427665379
Microglia,12628,3674,0.8314855875831485
Neural,4348,2519,2.000919963201472
Endothelial,4620,2399,1.4502164502164503
Endothelial,4458,2494,1.256168685509197
OPC/COP/OLG,17224,5851,1.410822108685555
Endothelial,12058,4166,0.5390612041797976
Microglia,8122,2942,0.4309283427727161
Astrocyte TE,2774,1786,1.514059120403749
Endothelial,10851,4370,0.921574048474795
Neural,6036,3119,1.9880715705765408
Ambiguous,2067,1441,4.596032897919691
Microglia,8679,3055,0.6567576909782233
Microglia,2834,1630,0
Microglia,10410,3505,0.4707012487992315
Neural,5287,2902,0.7754870436920749
Astrocyte TE,8272,3517,0.26595744680851063
Astrocyte TE,3395,1840,2.3269513991163477
Astrocyte NT,12213,4268,0.1555719315483501
OPC/COP/OLG,7787,4121,0.52651855656864
Neural,17085,5806,8.832309043020194
Microglia,11788,3537,0.35629453681710216
OPC/COP/OLG,11708,3719,7.5418517253160235
Microglia,7135,2864,0.37841625788367206
Endothelial,4869,2487,0.041076196344218524
Choroid,1684,756,1.1282660332541568
Astrocyte NT,5551,2957,1.7654476670870116
OPC/COP/OLG,6301,2500,6.824313601015712
Astrocyte NT,6313,2836,2.1542848091240296
OPC/COP/OLG,23537,5121,3.8492586140969536
Astrocyte NT,3680,1887,5.434782608695652
Neural,13614,5366,3.878360511238431
Ependymal,13542,5135,0.35445281346920693
Microglia,8935,3145,0.6827084499160604
Microglia,12953,3763,2.470470161352582
Endothelial,11957,4340,0.6941540520197375
Microglia,8767,3152,0.593133340937607
Astrocyte NT,1806,1204,3.599114064230343
OPC/COP/OLG,27693,5673,6.322897483118478
Microglia,10540,3370,1.7552182163187855
OPC/COP/OLG,19209,5448,2.347857775001301
Microglia,15448,4153,1.7672190574831694
Astrocyte TE,1684,1119,7.1258907363420425
Neural,15167,5330,1.536229972967627
Neural,6595,3242,0.2880970432145565
Endothelial,8489,3678,1.2486747555660265
OPC/COP/OLG,22208,5169,1.3373559077809798
Microglia,14267,3987,1.1004415784677928
Macrophage,1508,830,0.9946949602122015
Ambiguous,16957,5937,1.2148375302235064
Mural,9179,3984,0.6209826778516179
Macrophage,5665,2522,0.5119152691968226
Endothelial,6743,3075,1.0381135992881507
Microglia,12354,3950,1.3113161728994658
Neural,5715,2940,0.27996500437445315
Microglia,7175,2811,0.4181184668989547
Fibroblast,7469,3351,2.851787387869862
Microglia,18264,4310,2.562417871222076
Microglia,16469,4128,1.3115550428076992
Microglia,11208,3468,1.2669521770164167
Microglia,4999,2159,1.7203440688137628
Macrophage,11557,3879,1.8343860863545902
OPC/COP/OLG,13639,4126,5.616247525478407
Endothelial,9110,3744,0.3402854006586169
Astrocyte TE,2086,1295,6.951102588686481
Microglia,18773,4490,2.3065040217333403
Microglia,9988,3404,0.8009611533840608
Microglia,10954,3411,0.41993792222019355
Microglia,9857,3271,1.146393425991681
Microglia,10497,3647,0.3429551300371535
Astrocyte NT,1496,1033,6.951871657754011
OPC/COP/OLG,6115,3411,0.588716271463614
Astrocyte TE,3682,2272,5.3775122216186855
Microglia,4578,1787,1.2232415902140672
OPC/COP/OLG,17759,4394,4.943972070499465
OPC/COP/OLG,9299,3021,1.139907516937305
OPC/COP/OLG,20566,6144,3.214042594573568
Microglia,11041,3766,0.3894574766778372
Microglia,9553,3296,0.41871663351826655
Astrocyte TE,3328,1924,7.8125
Microglia,12081,3730,2.0197003559308
Microglia,6954,2832,0.9634742594190395
OPC/COP/OLG,15320,4252,6.161879895561357
OPC/COP/OLG,11992,5136,1.3592394929953302
Astrocyte TE,5243,2695,4.138851802403204
Astrocyte TE,5160,2570,6.5891472868217065
Astrocyte NT,2631,1652,5.89129608513873
Microglia,7106,3037,0.591049817056009
Endothelial,6872,3137,0.6693830034924331
Microglia,15850,4236,0.9022082018927445
OPC/COP/OLG,4559,2137,8.313226584777365
Microglia,11003,3500,0.9088430428065073
OPC/COP/OLG,11801,3845,3.2115922379459363
Astrocyte TE,2135,1389,6.838407494145199
Microglia,13038,3639,1.3575701794753796
Astrocyte TE,6621,3209,4.274278809847456
Microglia,8472,3168,0.9442870632672332
Choroid,1677,1019,0.05963029218843172
Microglia,9677,3443,0.42368502635114186
Astrocyte TE,4549,2302,2.0444053638162236
OPC/COP/OLG,8492,4132,2.6495525200188412
Astrocyte TE,9995,3999,0.14007003501750875
Microglia,11857,3637,1.3409800118073711
Choroid,2069,1115,0.6766553890768487
OPC/COP/OLG,26142,5475,7.860913472572871
OPC/COP/OLG,14862,4143,3.465213295653344
Astrocyte NT,10517,4014,1.1790434534563088
Microglia,14662,4122,0.8798253989905879
Endothelial,8395,3440,0.3216200119118523
Endothelial,2200,1397,1.5
OPC/COP/OLG,7090,2869,3.8928067700987308
Mural,5358,2587,0.48525569242254574
OPC/COP/OLG,10535,3789,6.663502610346464
Astrocyte TE,2431,1516,5.9234882764294525
OPC/COP/OLG,10251,4767,1.8242122719734661
OPC/COP/OLG,20535,4728,2.985147309471634
OPC/COP/OLG,6779,3618,2.5815016964154007
OPC/COP/OLG,14783,3973,8.80064939457485
Microglia,8612,3225,0.5805852299117511
Endothelial,3923,2168,0.4588325261279633
Endothelial,9144,3682,0.26246719160104987
Neural,5522,2765,1.629844259326331
Astrocyte NT,1970,1300,3.248730964467005
OPC/COP/OLG,12767,3720,4.574293099396883
Neural,9938,4021,0.5433688871000202
Neural,5277,2845,1.4023119196513172
Astrocyte TE,2057,1320,3.5974720466699077
OPC/COP/OLG,15853,4268,4.838200971424967
Microglia,3281,1471,3.505028954587016
OPC/COP/OLG,2926,2042,2.939166097060834
Endothelial,19222,5522,1.649152013318073
Astrocyte TE,2153,1180,7.385044124477473
Microglia,10149,3201,0.7389890629618682
Astrocyte TE,23143,5908,0.6049345374411269
Microglia,6133,2582,0.4728517854231208
Astrocyte NT,8350,3030,0.6826347305389222
Microglia,5424,2349,1.0877581120943953
Microglia,14393,3724,0.7573125825053846
Microglia,10875,3520,0.8919540229885057
Macrophage,6441,2753,0.9470579102623815
Choroid,3732,1603,0.29474812433011793
Fibroblast,3952,2072,1.3157894736842104
OPC/COP/OLG,9637,3461,6.796720971256614
Ambiguous,1760,1260,5.227272727272727
