Level_4,Hypoxia_score
Neopl-CC-III,0.11874476285642177
Neopl-Bulk,0.1238191210173884
Neopl-CC-II,-0.04628321571190519
Neopl-Bulk,0.10974104789900407
Neopl-Bulk,0.02335121588792738
Neopl-Bulk,-0.009137245703512209
Neopl-Bulk,0.07926783334467002
Neopl-CC-III,-0.06007114555347409
Neopl-Bulk,0.0928966980747315
Neopl-CC-II,0.15847477398329546
Neopl-Bulk,0.03064339939423405
Neopl-RNA-low,-0.08602594029596877
Neopl-Bulk,0.025673796713131525
Neopl-Bulk,-0.03795037999025147
Neopl-CC-II,-0.03339251816492378
Neopl-Bulk,0.0746693896311133
Neopl-CC-III,0.03073578211187994
Neopl-Bulk,0.23712847001018317
Neopl-Bulk,0.0534327561941671
Neopl-Bulk,0.09925275262148614
Neopl-Bulk,-0.03251818083806862
Neopl-Bulk,-0.052500158999291446
Neopl-Bulk,0.04130187700408522
Neopl-CC-II,-0.05031971634629773
Neopl-Bulk,-0.025946270926726134
Neopl-Bulk,-0.028876134450970092
Neopl-RNA-low,0.041906437434014315
Neopl-CC-III,-0.023449089442707738
Neopl-Bulk,0.06289365965265059
Neopl-CC-III,-0.07278796539277427
Neopl-CC-III,-0.09732974287271376
Neopl-Bulk,0.23012625051515162
Neopl-CC-III,-0.09104699389509402
Neopl-CC-II,0.02377156429314997
Neopl-Bulk,1.607603583521633e-4
Neopl-CC-III,-0.07248465877577459
Neopl-COP,0.07491013196780799
Neopl-Bulk,0.03632420052791893
Neopl-OPC,0.005339086367975143
Neopl-CC-II,-0.10066868599844031
Neopl-CC-II,-0.032767364757834205
Neopl-Bulk,0.20465421350749613
Neopl-CC-II,-0.1390275522293067
Neopl-CC-I,0.05111307383475655
Neopl-Bulk,0.02079080538835465
Neopl-Bulk,-0.0019047847811026197
Neopl-Bulk,-0.012346209871553937
Neopl-CC-III,-0.05120013947720953
Neopl-Bulk,-0.009710560493179698
Neopl-Bulk,0.016827034545708497
Neopl-Bulk,0.015363265379846003
Neopl-Bulk,-0.004264073729296547
Neopl-Bulk,0.061601002270291805
Neopl-RNA-low,0.052940324694581486
Neopl-CC-III,0.02757157575175906
Neopl-CC-II,-0.018769211023008103
Neopl-Bulk,0.26654308666980747
Neopl-Bulk,-0.020582987890639393
Neopl-Bulk,-0.05086060036426815
Neopl-CC-III,0.018936225965188846
Neopl-CC-II,-0.06764135917544789
Neopl-Bulk,0.12657063618071351
Neopl-Bulk,0.1269103145447179
Neopl-Bulk,0.1675439368492665
Neopl-CC-III,-0.02821610633729954
Neopl-Bulk,0.029882325779157948
Neopl-CC-II,-0.07350573582785758
Neopl-Bulk,0.0752442936708676
Neopl-COP,-0.0756848911813629
Neopl-ACR,0.05612353341356391
Neopl-Bulk,0.08298938629972025
Neopl-Bulk,-0.004891600508174165
Neopl-Bulk,0.026366055460495974
Neopl-Bulk,-0.03866156493795747
Neopl-Bulk,0.1048884172732073
Neopl-Bulk,-0.06300777825215681
Neopl-Bulk,0.12525151136049462
Neopl-CC-III,0.022573993980663676
Neopl-Bulk,-0.019613310127911232
Neopl-Bulk,-0.01657208849747016
