module,px,py,score
Richards Developmental,-1482,-1634,0.07470123030859942
Richards Developmental,-665,-1052,0.03132549563496394
Richards Developmental,-3532,-1241,0.06428320183585154
Richards Developmental,-2897,-2615,0.058239363839846764
Richards Developmental,-3208,-1245,0.06055586386943787
Richards Developmental,-778,-1486,0.07293931009060584
Richards Developmental,-2472,-3427,0.06838470328643342
Richards Developmental,-1479,-1386,0.07717129900001622
Richards Developmental,-2997,-1744,0.08509265311752712
Richards Developmental,-775,-1237,0.08346091589671807
Richards Developmental,-1102,-1483,0.07688589477036391
Richards Developmental,-2522,-2960,0.09100775191301891
Richards Developmental,-674,-1984,0.04212480962656105
Richards Developmental,-895,-2479,0.013629967257961187
Richards Developmental,-4013,-584,0.046991679335712605
Richards Developmental,-1643,-1539,0.08850099402461482
Richards Developmental,-2022,-1567,0.09173221023714062
Richards Developmental,-824,-709,0.08192790574232946
Richards Developmental,-899,-2789,0.012253407723375465
Richards Developmental,-1043,-955,0.07403102033361565
Richards Developmental,-1977,-2468,0.06708452918200587
Richards Developmental,-1815,-2501,0.02596439084458571
Richards Developmental,-2411,-2650,0.04845707090323069
Richards Developmental,-2071,-1100,0.09021486897561941
Richards Developmental,-2196,-2839,0.04341897256798391
Richards Developmental,-2661,-629,0.09702923152791042
Richards Developmental,-3551,-3105,0.05789283202858146
Richards Developmental,-2123,-820,0.07586975089978949
Richards Developmental,-3336,-3294,0.03260586609502204
Richards Developmental,-1920,-2189,0.045653860309503566
Richards Developmental,-1368,-1076,0.05318343161709438
Richards Developmental,-3283,-3388,0.03247983069895584
Richards Developmental,-3311,-746,0.08325228481406556
Richards Developmental,-3960,-740,0.07068809279303992
Richards Developmental,-1960,-791,0.061447329461408656
Richards Developmental,-1582,-763,0.09137322151703496
Richards Developmental,-956,-3131,0.014664688226819336
Richards Developmental,-4125,-1080,0.006177107948876527
Richards Developmental,-3485,-1894,0.06331476348866089
Richards Developmental,-2521,-2898,0.09164709649321855
Richards Developmental,-2131,-1690,0.06424390080751312
Richards Developmental,-1333,-2972,0.012172923145047962
Richards Developmental,-2554,-692,0.09632258718075892
Richards Developmental,-3599,-2577,0.0714086495811008
Richards Developmental,-2896,-2490,0.054453615881991976
Richards Developmental,-2393,-849,0.08858982279173065
Richards Developmental,-1446,-3530,0.020148505893399678
Richards Developmental,-999,-1981,0.0328138092947832
Richards Developmental,-2900,-2925,0.08015967465372184
Richards Developmental,-2565,-1872,0.07845568836597155
Richards Developmental,-3121,-3358,0.056005882640517965
Richards Developmental,-3654,-2607,0.05527504341983702
Richards Developmental,-3584,-961,0.061484656481932284
Richards Developmental,-1496,-3063,0.03111367959550561
Richards Developmental,-2890,-1931,0.08009735083462577
Richards Developmental,-1063,-3005,0.007182138721738056
Richards Developmental,-2012,-573,0.0658415693998144
Richards Developmental,-1714,-3310,0.013463872151322331
Richards Developmental,-996,-1732,0.04800322482085238
Richards Developmental,-2044,-3804,0.030513867723034924
Richards Developmental,-3041,-780,0.08423916794480955
Richards Developmental,-2526,-3395,0.06232002266398193
Richards Developmental,-2892,-2118,0.06462864657713399
Richards Developmental,-2182,-1348,0.0738184704442507
Richards Developmental,-2630,-2959,0.10176749306311075
Richards Developmental,-1120,-3284,0.015371350388041452
Richards Developmental,-1745,-917,0.07838585040833916
Richards Developmental,-3218,-2301,0.08225376647689835
Richards Developmental,-2960,-3577,0.0366308747354183
Richards Developmental,-2840,-2336,0.06665258560775734
Richards Developmental,-1068,-3565,0.012958286723325288
Richards Developmental,-2997,-1806,0.07484552390245272
Richards Developmental,-1166,-2507,0.024528376894754282
Richards Developmental,-1331,-2785,0.030340328333158625
Richards Developmental,-2671,-1623,0.07520084401887463
Richards Developmental,-2524,-3209,0.08215380703673675
Richards Developmental,-2782,-1932,0.07829199877762759
Richards Developmental,-1097,-923,0.07816706320816845
Richards Developmental,-1013,-3472,0.03425122365593515
Richards Developmental,-2836,-1901,0.09150817502532256
Richards Developmental,-2367,-3676,0.03897051911529893
Richards Developmental,-671,-1611,0.06090954185142018
Richards Developmental,-727,-1828,0.060441285970223746
Richards Developmental,-1489,-2318,0.024346346189847115
Richards Developmental,-2632,-3145,0.07853936413323376
Richards Developmental,-2244,-2186,0.08039796537517396
Richards Developmental,-2393,-786,0.0793345592883409
Richards Developmental,-1226,-3097,0.020978965437671165
Richards Developmental,-2832,-1466,0.07824504716291486
Richards Developmental,-3437,-2547,0.06476518355334279
Richards Developmental,-1321,-1791,0.034884144700670916
Richards Developmental,-3321,-1741,0.070404044975171845
Richards Developmental,-3099,-1183,0.07313806213089782
Richards Developmental,-4069,-863,0.04506882475699486
Richards Developmental,-2283,-601,0.08042308597120305
Richards Developmental,-2559,-1189,0.05354446109081748
Richards Developmental,-1970,-1785,0.04783376080835519
Richards Developmental,-3094,-624,0.08027862420689691
Richards Developmental,-504,-1147,0.03373537145220777
Richards Developmental,-3484,-1832,0.077453972400774
Richards Developmental,-851,-3442,0.03728648481001297
Richards Developmental,-2847,-3019,0.07848076980839375
Richards Developmental,-2671,-1561,0.09122617642230582
Richards Developmental,-1820,-2998,0.05243368106305868
Richards Developmental,-3549,-2919,0.03749132479273444
Richards Developmental,-673,-1860,0.07230851004221671
Richards Developmental,-3333,-2921,0.005108784099507213
Richards Developmental,-2199,-3150,0.03052445197565258
Richards Developmental,-455,-1613,0.031818723048292044
Richards Developmental,-1202,-674,0.08731013697463269
Richards Developmental,-2629,-2897,0.10175706982852756
Richards Developmental,-3064,-3141,0.04360615224544791
Richards Developmental,-3386,-2827,0.03757610392552933
Richards Developmental,-3709,-2762,0.02686845799661524
Richards Developmental,-2016,-946,0.0711052412263013
Richards Developmental,-2401,-1594,0.06619814010136968
Richards Developmental,-2951,-2645,0.08756710933150179
Richards Developmental,-563,-1612,0.07939478901151242
Richards Developmental,-564,-1799,0.027045820503103835
Richards Developmental,-2730,-2150,0.07201772945888278
Richards Developmental,-792,-2915,6.503184702142256e-4
Richards Developmental,-3002,-2303,0.08109323792313544
Richards Developmental,-732,-2387,0.021988425875658774
Richards Developmental,-1585,-1136,0.07531728041865222
Richards Developmental,-1580,-577,0.08068972022333397
Richards Developmental,-632,-3196,0.023457680923512553
Richards Developmental,-2131,-1628,0.055585260168927356
Richards Developmental,-615,-1394,0.04870425876753011
Richards Developmental,-1326,-2226,0.018774368107611017
Richards Developmental,-2407,-2216,0.06700930549484037
Richards Developmental,-662,-679,0.06811973943623886
Richards Developmental,-3174,-3327,0.062380502750913225
Richards Developmental,-1217,-2165,0.021871882225947263
Richards Developmental,-2673,-1809,0.08464358590638088
Richards Developmental,-3225,-2984,0.08088346356488527
Richards Developmental,-1702,-2067,0.027523235586922476
Richards Developmental,-1284,-3562,0.016419702786609633
Richards Developmental,-2147,-3305,0.04478757746617086
Richards Developmental,-2352,-2123,0.08368758358095899
Richards Developmental,-3383,-2517,0.07525761054850703
Richards Developmental,-1216,-2041,0.010539360610177656
Richards Developmental,-3005,-2551,0.05732068120743247
Richards Developmental,-1582,-825,0.09502244186080273
Richards Developmental,-2507,-1407,0.08719700259353189
Richards Developmental,-1757,-2098,0.024105702018096656
Richards Developmental,-2575,-2804,0.0987032496692258
Richards Developmental,-2030,-2375,0.07209626380387167
Richards Developmental,-2685,-3052,0.0943289182663287
Richards Developmental,-1049,-1576,0.0598391685999035
Richards Developmental,-3167,-2581,0.05054376435371638
Richards Developmental,-3273,-2393,0.08306041529516026
Richards Developmental,-3256,-654,0.09536140558065484
Richards Developmental,-3320,-1678,0.08414663944818779
Richards Developmental,-1367,-952,0.07380085372321188
Richards Developmental,-945,-2012,0.034408658167743855
Richards Developmental,-1931,-3308,0.06527742317696107
Richards Developmental,-1339,-3593,0.016962539319886033
Richards Developmental,-1643,-1477,0.08183457617121019
Richards Developmental,-1016,-3783,0.042904824626059726
Richards Developmental,-1536,-1665,0.07228334024835766
Richards Developmental,-1909,-1071,0.07179756268808699
Richards Developmental,-2466,-2743,0.09797841609659556
Richards Developmental,-3371,-1336,0.07908002177720284
Richards Developmental,-892,-2106,0.023748181262133225
Richards Developmental,-2205,-3709,0.015085433774491147
Richards Developmental,-1859,-1475,0.07669358885360504
Richards Developmental,-1698,-1632,0.07513269095555185
Richards Developmental,-2730,-2088,0.08723258132046104
Richards Developmental,-1426,-1417,0.06248810372047599
Richards Developmental,-4231,-769,0.09130720909597814
Richards Developmental,-618,-1705,0.07288709494286162
Richards Developmental,-2288,-1160,0.06597058985644948
Richards Developmental,-1268,-1823,0.041625059133030565
Richards Developmental,-1763,-2781,0.07117334927318977
Richards Developmental,-3486,-2081,0.07235371047324338
Richards Developmental,-2852,-3578,0.03615368169778588
Richards Developmental,-3500,-3510,0.019613022889126197
Richards Developmental,-2234,-1130,0.08139904830555864
Richards Developmental,-690,-3599,0.06023330560292395
Richards Developmental,-2889,-1807,0.08813370447763086
Richards Developmental,-3319,-1554,0.0711963889033405
Richards Developmental,-3284,-3512,0.02982144315089351
Richards Developmental,-1337,-3407,0.03582462093678042
Richards Developmental,-1491,-2566,0.05438347644682866
Richards Developmental,-3105,-1743,0.08353804239289561
Richards Developmental,-3694,-1209,0.056866563042313356
Richards Developmental,-1875,-3153,0.07149639127987835
Richards Developmental,-1324,-2040,0.01895637907385793
Richards Developmental,-1770,-3465,0.02614274651644613
Richards Developmental,-1747,-1103,0.08720315360004183
Richards Developmental,-941,-1577,0.07089100553481228
Richards Developmental,-1341,-3842,0.015243733494525694
Richards Developmental,-2553,-567,0.0811392344449152
Richards Developmental,-2622,-2089,0.08054145572346474
Richards Developmental,-2074,-1411,0.09203868897100369
Richards Developmental,-3606,-3198,0.04178545685448999
Richards Developmental,-2571,-2431,0.1140178700085523
Richards Developmental,-1310,-673,0.10648068846330255
Richards Developmental,-1635,-732,0.08850823559942816
Richards Developmental,-2515,-2277,0.07027838004631674
Richards Developmental,-3598,-2452,0.0733644058573393
Richards Developmental,-3389,-3138,0.06499527802096836
Richards Developmental,-3055,-2147,0.0795980950831606
Richards Developmental,-1005,-2602,0.013830585851649806
Richards Developmental,-2204,-3585,0.002834057585247282
Richards Developmental,-2951,-2583,0.08516011737551314
Richards Developmental,-2779,-1622,0.08784194769973892
Richards Developmental,-3597,-2328,0.05929337549895873
Richards Developmental,-3168,-2705,0.06804681589679872
Richards Developmental,-3544,-2484,0.07881631543197656
Richards Developmental,-2553,-630,0.08964575130021522
Richards Developmental,-1272,-2320,0.017263877289996454
Richards Developmental,-3649,-2110,0.05192454707225125
Richards Developmental,-1911,-1257,0.07521287031063933
Richards Developmental,-3048,-1464,0.06984704608999534
Richards Developmental,-2082,-2219,0.07171945232817989
Richards Developmental,-2893,-2242,0.06716117889373995
Richards Developmental,-2789,-2616,0.07912946014521051
Richards Developmental,-2294,-1782,0.057949911069123325
Richards Developmental,-2293,-1657,0.08923154276439417
Richards Developmental,-2622,-2151,0.0784257453589673
Richards Developmental,-2570,-2369,0.07011019116048199
Richards Developmental,-3428,-1615,0.06586824819285278
Richards Developmental,-3381,-2392,0.07872962297101047
Richards Developmental,-1551,-3156,0.03973750661091913
Richards Developmental,-3755,-1861,0.04968446758336929
Richards Developmental,-1536,-1603,0.08077102053801688
Richards Developmental,-2562,-1562,0.08382838415815799
Richards Developmental,-3486,-2019,0.06113946649975435
Richards Developmental,-607,-649,0.05523888092503275
Richards Developmental,-1550,-3094,0.04122304901738473
Richards Developmental,-3540,-1987,0.06005121149349284
Richards Developmental,-3431,-1926,0.06213665543288929
Richards Developmental,-3636,-743,0.08801304851591837
Richards Developmental,-1611,-3746,0.03744007040369242
Richards Developmental,-2290,-1347,0.07014512447544073
Richards Developmental,-2417,-3272,0.05560536361819217
Richards Developmental,-2041,-3555,0.07711631626526702
Richards Developmental,-2937,-1154,0.05909615856528391
Richards Developmental,-1255,-580,0.06032901133119581
Richards Developmental,-685,-3040,0.03147022385000027
Richards Developmental,-2091,-3089,0.02832991784205781
Richards Developmental,-2340,-880,0.08118546578090838
Richards Developmental,-663,-803,0.03130953867606244
Richards Developmental,-954,-2944,0.023578224534210462
Richards Developmental,-2148,-3368,0.04739016194492547
Richards Developmental,-2777,-1373,0.07288946569913532
Richards Developmental,-1109,-2228,0.012255293950990183
Richards Developmental,-3339,-3542,0.03268355869673324
Richards Developmental,-1975,-2282,0.047056948672657375
Richards Developmental,-3055,-2209,0.06590911986543896
Richards Developmental,-953,-2820,-0.003783559312222455
Richards Developmental,-2126,-1193,0.07964079652528676
Richards Developmental,-1588,-1385,0.09013540020249615
Richards Developmental,-772,-864,0.07742954494925694
Richards Developmental,-2742,-3331,0.068758645498395
Richards Developmental,-2200,-3212,0.025124406146372097
Richards Developmental,-3279,-2953,0.014951677162047053
Richards Developmental,-2230,-695,0.0671657959016143
Richards Developmental,-2465,-2681,0.04922354008427694
Richards Developmental,-1975,-2344,0.02868841599452618
Richards Developmental,-3163,-2146,0.07832088620862826
Richards Developmental,-3648,-2048,0.06215245436941569
Richards Developmental,-3111,-2364,0.06617701728074701
Richards Developmental,-2664,-877,0.10141869015671044
Richards Developmental,-687,-3289,0.05056494251570545
Richards Developmental,-1660,-3217,0.02168121872049042
Richards Developmental,-3367,-901,0.07563265867084912
Richards Developmental,-3908,-958,0.052028235971194284
Richards Developmental,-2366,-3552,0.05664609401937497
Richards Developmental,-1596,-2255,0.02882887376938785
Richards Developmental,-1965,-1288,0.07704166580645624
Richards Developmental,-2151,-3678,0.007195862313291307
Richards Developmental,-3712,-3011,0.02647328626176408
Richards Developmental,-1968,-1598,0.05802004336341508
Richards Developmental,-2579,-3239,0.047009122476986395
Richards Developmental,-3652,-2421,0.07138551686404293
Richards Developmental,-2303,-2652,0.09607210141498741
Richards Developmental,-3800,-959,0.07524558100682277
Richards Developmental,-1532,-1230,0.10282525051147642
Richards Developmental,-3701,-1892,0.06455246310736888
Richards Developmental,-2515,-2214,0.09169041854436805
Richards Developmental,-1205,-984,0.07372042252352762
Richards Developmental,-3014,-3546,0.04500071743223541
Richards Developmental,-1040,-706,0.07954275490721845
Richards Developmental,-2563,-1624,0.08375427541681311
Richards Developmental,-1665,-3776,0.0240337544558568
Richards Developmental,-565,-1861,0.03635755514907485
Richards Developmental,-2136,-2187,0.0675577028441872
Richards Developmental,-932,-708,0.07306696252205701
Richards Developmental,-1531,-1168,0.0887481610465273
Richards Developmental,-1064,-3130,0.02483506682820988
Richards Developmental,-1110,-2352,0.005855826964338305
Richards Developmental,-1485,-1945,0.06002849338971099
Richards Developmental,-1537,-1789,0.06413347774550561
Richards Developmental,-3111,-2426,0.0621125940554626
Richards Developmental,-1374,-1697,0.07625179187607521
Richards Developmental,-3654,-2669,0.04907905329494676
Richards Developmental,-1477,-1137,0.05540695638599802
Richards Developmental,-2933,-781,0.08432769220239811
Richards Developmental,-2343,-1191,0.08542205197321148
Richards Developmental,-3806,-1581,0.05966013172212356
Richards Developmental,-3642,-1427,0.05280223367555591
Richards Developmental,-2014,-759,0.07815351739672155
Richards Developmental,-2366,-3614,0.03326023966133204
Richards Developmental,-1636,-794,0.08641586604138789
Richards Developmental,-842,-2510,-0.0036470891361563285
Richards Developmental,-1798,-761,0.08751982701488097
Richards Developmental,-626,-2575,0.022345965495636902
Richards Developmental,-906,-3535,0.05642834452772846
Richards Developmental,-1718,-3682,0.04543654438890975
Richards Developmental,-1339,-3655,0.008893136741187121
Richards Developmental,-3312,-809,0.06983700636945933
Richards Developmental,-3387,-3014,0.04502441030759517
Richards Developmental,-1379,-2194,0.014965818832015296
Richards Developmental,-3596,-2204,0.04850805876492961
Richards Developmental,-1164,-2259,0.015864474005304427
Richards Developmental,-1606,-3311,0.02525783534814849
Richards Developmental,-1649,-2099,0.037115093915796704
Richards Developmental,-2019,-1318,0.07599903321455166
Richards Developmental,-2679,-2430,0.06834788037891389
Richards Developmental,-3852,-803,0.061976261000134245
Richards Developmental,-1964,-1226,0.07236088277296263
Richards Developmental,-2985,-563,0.08344331127412714
Richards Developmental,-740,-3133,0.03998881403159965
Richards Developmental,-3553,-3354,0.04351771515927784
Richards Developmental,-671,-1673,0.0709717382886405
Richards Developmental,-1760,-2470,0.05154778924915268
Richards Developmental,-725,-1579,0.054225990960531434
Richards Developmental,-1812,-2252,0.01978145885533636
Richards Developmental,-2021,-1505,0.06581670573781603
Richards Developmental,-2353,-2309,0.07544046868522178
Richards Developmental,-2138,-2374,0.08431164876732401
Richards Developmental,-2354,-2371,0.07690636775753902
Richards Developmental,-3690,-774,0.09120632397694607
Richards Developmental,-1499,-3436,0.02330882068187614
Richards Developmental,-2037,-3120,0.04676662137849802
Richards Developmental,-3313,-871,0.0776841907468832
Richards Developmental,-3485,-1956,0.07714091571691882
Richards Developmental,-2474,-3551,0.04830781955376082
Richards Developmental,-2251,-2870,0.06262012008049002
Richards Developmental,-3056,-2333,0.08227762844252215
Richards Developmental,-3336,-3232,0.06089769348089358
Richards Developmental,-678,-2357,0.021177445762999847
Richards Developmental,-2995,-1557,0.06477227021662649
Richards Developmental,-2248,-2559,0.08612587595541242
Richards Developmental,-1381,-2381,0.03105589059326179
Richards Developmental,-1279,-3003,0.007705805431520302
Richards Developmental,-1702,-2005,0.049483350686168395
Richards Developmental,-1706,-2440,0.04607055101950769
Richards Developmental,-2086,-2591,0.06768296432113075
Richards Developmental,-3041,-718,0.09251169328014686
Richards Developmental,-3655,-2732,0.041824440265515864
Richards Developmental,-3264,-1462,0.07720735110081352
Richards Developmental,-996,-1670,0.05899942419324972
Richards Developmental,-3539,-1925,0.07924946091825817
Richards Developmental,-1757,-2160,0.025054916669534924
Richards Developmental,-2678,-2306,0.07829374793150026
Richards Developmental,-3049,-1526,0.07954790025853982
Richards Developmental,-2506,-1282,0.08200024509073782
Richards Developmental,-2072,-1162,0.07164257802489161
Richards Developmental,-2013,-635,0.06299905238728125
Richards Developmental,-990,-1049,0.07420344064528847
Richards Developmental,-3162,-2084,0.06133493384847173
Richards Developmental,-3378,-2082,0.07187477748398997
Richards Developmental,-2955,-3018,0.074117291828246
Richards Developmental,-2135,-2063,0.08628420106802391
Richards Developmental,-1910,-1195,0.07604501067177304
Richards Developmental,-2841,-2398,0.08110650044465025
Richards Developmental,-2040,-3431,0.06049171425367618
Richards Developmental,-3210,-1431,0.08429009591765327
Richards Developmental,-2189,-2093,0.06385923133968723
Richards Developmental,-1647,-1974,0.04445554334576855
Richards Developmental,-2463,-2495,0.053573076013414225
Richards Developmental,-1122,-3533,0.013958634474187145
Richards Developmental,-617,-1643,0.06999254950517382
Richards Developmental,-1230,-3470,0.014444415747744833
Richards Developmental,-1366,-828,0.08908118584088925
Richards Developmental,-3007,-2800,0.0874312948195907
Richards Developmental,-2088,-2840,0.09378800469118957
Richards Developmental,-3700,-1830,0.05737104786607351
Richards Developmental,-3743,-618,0.06745167865035458
Richards Developmental,-1689,-700,0.08292580218178018
Richards Developmental,-1585,-1074,0.06951859875771453
Richards Developmental,-796,-3350,0.04239642456256604
Richards Developmental,-1926,-2811,0.06958028946437378
Richards Developmental,-2025,-1877,0.0829495144010698
Richards Developmental,-1806,-1631,0.0822169969889134
Richards Developmental,-2892,-2055,0.07934129151742095
Richards Developmental,-3537,-1676,0.06934952007572874
Richards Developmental,-1587,-1323,0.09639685889063716
Richards Developmental,-1318,-1480,0.08349958418281433
Richards Developmental,-1060,-2757,0.010094894988096792
Richards Developmental,-3480,-1459,0.06557102708560716
Richards Developmental,-1389,-3189,0.016705936004492966
Richards Developmental,-2312,-3646,0.025025632408764195
Richards Developmental,-2565,-1810,0.09434479325204187
Richards Developmental,-3812,-2202,0.04804797885341096
Richards Developmental,-3904,-585,0.06966646814351458
Richards Developmental,-2023,-1691,0.06975011393029751
Richards Developmental,-3704,-2203,0.06273509237012966
Richards Developmental,-2090,-3026,0.05458054892242083
Richards Developmental,-2574,-2742,0.09093640049659876
Richards Developmental,-2083,-2343,0.06952896015316698
Richards Developmental,-3707,-2514,0.06551158518872512
Richards Developmental,-3854,-990,0.05651537764942692
Richards Developmental,-723,-1393,0.029882810740365973
Richards Developmental,-846,-2945,0.012146927052129594
Richards Developmental,-1814,-2439,0.02417691269674531
Richards Developmental,-2245,-2310,0.07259664425854652
Richards Developmental,-2027,-2064,0.05577348085598856
Richards Developmental,-1871,-2718,0.04601183636212647
Richards Developmental,-2239,-1627,0.07420907943000507
Richards Developmental,-834,-1703,0.05490194370160911
Richards Developmental,-1657,-2906,0.03265803057120288
Richards Developmental,-2793,-3051,0.08332574213875134
Richards Developmental,-506,-1395,0.029619422424733435
Richards Developmental,-2183,-1410,0.08322607731121773
Richards Developmental,-1390,-3251,0.025187856272430677
Richards Developmental,-2180,-1161,0.094150948606208
Richards Developmental,-728,-1890,0.06929700838571726
Richards Developmental,-1383,-2567,0.03700782046594704
Richards Developmental,-1603,-2938,0.044999841755907016
Richards Developmental,-1758,-2222,0.03667201074466604
Richards Developmental,-2130,-1566,0.07901520861624688
Richards Developmental,-1095,-799,0.0648304184227156
Richards Developmental,-3440,-2858,0.03368345121570199
Richards Developmental,-2254,-3180,0.03416612755586672
Richards Developmental,-2956,-3080,0.0733713033077737
Richards Developmental,-3113,-2550,0.05457021602266254
Richards Developmental,-1934,-3618,0.039639081725234254
Richards Developmental,-3163,-2208,0.0700191067647664
Richards Developmental,-1476,-1075,0.08113113368057326
Richards Developmental,-1985,-3338,0.07355625832414177
Richards Developmental,-3439,-2734,0.039878371097983964
Richards Developmental,-3756,-1985,0.04500139412575019
Richards Developmental,-2902,-3174,0.07340105210264383
Richards Developmental,-2619,-1841,0.08368540182488748
Richards Developmental,-2937,-1216,0.08146015023673668
Richards Developmental,-2576,-2928,0.10593654303616301
Richards Developmental,-1806,-1569,0.07116760250507705
Richards Developmental,-2018,-1194,0.07478252653728258
Richards Developmental,-958,-3317,0.03251526300062958
Richards Developmental,-1066,-3378,0.017680795563563667
Richards Developmental,-2454,-1500,0.09856154672822316
Richards Developmental,-3068,-3514,0.044233576503031516
Richards Developmental,-2607,-598,0.08939865284574872
Richards Developmental,-1222,-2724,0.01084756343790804
Richards Developmental,-3445,-3417,0.021902704312060595
Richards Developmental,-2031,-2499,0.08488176423028522
Richards Developmental,-1972,-1971,0.07843916012448747
Richards Developmental,-3535,-1552,0.07007889990696396
Richards Developmental,-2407,-2278,0.07918976778377737
Richards Developmental,-3483,-1708,0.08050253543316688
Richards Developmental,-3418,-621,0.10221358492418518
Richards Developmental,-837,-2075,0.04431003145136714
Richards Developmental,-2954,-2894,0.09121039100602671
Richards Developmental,-3118,-3047,0.031182660424523362
Richards Developmental,-1147,-581,0.08629246657097979
Richards Developmental,-1211,-1544,0.056191479970962646
Richards Developmental,-888,-1733,0.04518250143751912
Richards Developmental,-2337,-632,0.08270250579868164
Richards Developmental,-2834,-1714,0.08462600739620575
Richards Developmental,-2879,-751,0.07962615259363826
Richards Developmental,-554,-742,0.010438625864208517
Richards Developmental,-1797,-699,0.07475554984018007
Richards Developmental,-1436,-2474,0.019840720463705802
Richards Developmental,-664,-928,0.040988543924966536
Richards Developmental,-4176,-738,0.07753130329949363
Richards Developmental,-2075,-1473,0.05806056214181941
Richards Developmental,-1445,-3343,0.029182759634116172
Richards Developmental,-1977,-2530,0.06097091945662851
Richards Developmental,-1926,-2873,0.06931683499472688
Richards Developmental,-1322,-1853,0.02590420157683601
Richards Developmental,-1768,-3278,0.03823705263468945
Richards Developmental,-738,-2946,0.023865356467799845
Richards Developmental,-2021,-1443,0.07165653988879017
Richards Developmental,-2198,-3025,0.036769896260496926
Richards Developmental,-2830,-1279,0.08105677413739774
Richards Developmental,-2143,-2871,0.04919211399900694
Richards Developmental,-4014,-709,0.04365641959161258
Richards Developmental,-3043,-967,0.07242551163797012
Richards Developmental,-3601,-2763,0.03354757209724399
Richards Developmental,-2579,-3301,0.03961414746272986
Richards Developmental,-948,-2323,0.03664326150096406
Richards Developmental,-3479,-1273,0.051107986771479624
Richards Developmental,-958,-3379,0.036374942401936824
Richards Developmental,-690,-3537,0.0451281589567159
Richards Developmental,-1873,-2966,0.05712652504138052
Richards Developmental,-1056,-2322,0.011090529018234496
Richards Developmental,-2398,-1346,0.08980555015507016
Richards Developmental,-685,-3102,0.03569484320192942
Richards Developmental,-3429,-1740,0.049926684054608456
Richards Developmental,-1856,-1165,0.05959513379121849
Richards Developmental,-1592,-1820,0.05506115787416198
Richards Developmental,-3281,-3139,0.06187573638629636
Richards Developmental,-2954,-2956,0.018964538121692773
Richards Developmental,-2722,-1280,0.02497242958259869
Richards Developmental,-3218,-2239,0.05925802605663212
Richards Developmental,-950,-2509,0.012111189524932613
Richards Developmental,-1905,-636,0.07191420429633473
Richards Developmental,-3323,-1989,0.07681530743261074
Richards Developmental,-886,-1547,0.059395904521467924
Richards Developmental,-3204,-872,0.07742200980157828
Richards Developmental,-1853,-916,0.10789990230852772
Richards Developmental,-3479,-1335,0.07555484698677002
Richards Developmental,-689,-3475,0.03410124255015744
Richards Developmental,-1870,-2656,0.03806581498451375
Richards Developmental,-2886,-1496,0.07181498667617972
Richards Developmental,-1647,-1912,0.06382440395672653
Richards Developmental,-3005,-2614,0.07451299840762281
Richards Developmental,-1988,-3649,0.0544190795420843
Richards Developmental,-2799,-3610,0.031367497888399834
Richards Developmental,-2245,-2248,0.0829807739621761
Richards Developmental,-1376,-1822,0.041114637479034974
Richards Developmental,-1599,-2565,0.047856451720584975
Richards Developmental,-1158,-1637,0.03548823598211502
Richards Developmental,-3066,-3265,0.039020039750212746
Richards Developmental,-1495,-3001,0.02615398399549912
Richards Developmental,-3334,-3045,0.05927466821074065
Richards Developmental,-1068,-3502,0.019916598583003667
Richards Developmental,-1100,-1296,0.0668014682564455
Richards Developmental,-2825,-720,0.07883672754785079
Richards Developmental,-1487,-2193,0.04517980626056249
Richards Developmental,-1537,-1727,0.05108645098949062
Richards Developmental,-2960,-3515,0.05905845133558489
Richards Developmental,-3443,-3169,0.051606981621112255
Richards Developmental,-2257,-3491,0.026951561057030587
Richards Developmental,-719,-1020,0.07332687098237077
Richards Developmental,-3172,-3140,0.09146561103093206
Richards Developmental,-1743,-731,0.07826978458327818
Richards Developmental,-2631,-3021,0.0857802459254425
Richards Developmental,-1208,-1295,0.060575010593573175
Richards Developmental,-2230,-757,0.059535300662923965
Richards Developmental,-2582,-3612,0.02468983890640565
Richards Developmental,-2564,-1686,0.06264251072920414
Richards Developmental,-944,-1950,0.03979144846516111
Richards Developmental,-560,-1301,0.04424641342565537
Richards Developmental,-2145,-3057,0.01822570068862471
Richards Developmental,-567,-2047,0.05489583154544746
Richards Developmental,-3158,-1649,0.0735328022540843
Richards Developmental,-1256,-642,0.09525304347548938
Richards Developmental,-1215,-1979,0.02605071708599238
Richards Developmental,-1553,-3404,0.018494055601477252
Richards Developmental,-1751,-1476,0.07274103572519396
Richards Developmental,-2851,-3454,0.05473422696849922
Richards Developmental,-2149,-3554,0.041187093354032894
Richards Developmental,-2520,-2774,0.09515006748666231
Richards Developmental,-2140,-2622,0.08980921825273097
Richards Developmental,-2141,-2684,0.07625932089259453
Richards Developmental,-1545,-2597,0.05216835857264558
Richards Developmental,-2258,-3615,0.01605612236385978
Richards Developmental,-3959,-678,0.0715793652013542
Richards Developmental,-608,-711,0.05738287709632668
Richards Developmental,-793,-3039,0.017426489799384784
Richards Developmental,-1007,-2851,0.017111800562345444
Richards Developmental,-2308,-3149,0.053561819837470576
Richards Developmental,-503,-1085,0.03229731467862297
Richards Developmental,-2499,-599,0.10821778490551925
Richards Developmental,-1421,-920,0.046659951038824574
Richards Developmental,-1311,-735,0.09324396840007114
Richards Developmental,-2662,-691,0.08275309292212019
Richards Developmental,-1286,-3749,0.002642866277677125
Richards Developmental,-3366,-839,0.08155691621249166
Richards Developmental,-2445,-631,0.09369083268031184
Richards Developmental,-2313,-3708,0.027951779719710815
