module,px,py,score
Richards Injury-Response,-892,-2106,0.09588187991664576
Richards Injury-Response,-2205,-3709,0.04281940533627217
Richards Injury-Response,-1859,-1475,0.038161798232177316
Richards Injury-Response,-1698,-1632,0.05553834795739271
Richards Injury-Response,-2730,-2088,0.03856343855863287
Richards Injury-Response,-1426,-1417,0.06651706216968133
Richards Injury-Response,-4231,-769,0.08731917943853368
Richards Injury-Response,-618,-1705,0.06208143762414542
Richards Injury-Response,-2288,-1160,0.05486507764538044
Richards Injury-Response,-1268,-1823,0.08202064653061776
Richards Injury-Response,-1763,-2781,0.08479836988231343
Richards Injury-Response,-3486,-2081,0.04835903421386628
Richards Injury-Response,-2852,-3578,0.044341936066454285
Richards Injury-Response,-3500,-3510,0.06258254706030676
Richards Injury-Response,-2234,-1130,0.04938828370604012
Richards Injury-Response,-690,-3599,0.09204340411625703
Richards Injury-Response,-2889,-1807,0.06265461687220655
Richards Injury-Response,-3319,-1554,0.04503893174942192
Richards Injury-Response,-3284,-3512,0.0629367362303446
Richards Injury-Response,-1337,-3407,0.05864815748525033
Richards Injury-Response,-1491,-2566,0.10031771119064904
Richards Injury-Response,-3105,-1743,0.07055738686584238
Richards Injury-Response,-3694,-1209,0.042251235681806734
Richards Injury-Response,-1875,-3153,0.0772529750825018
Richards Injury-Response,-1324,-2040,0.04343869160376551
Richards Injury-Response,-1770,-3465,0.07291135248087222
Richards Injury-Response,-1747,-1103,0.055977388852414475
Richards Injury-Response,-941,-1577,0.0738908575476642
Richards Injury-Response,-1341,-3842,0.06952203024386469
Richards Injury-Response,-2553,-567,0.0528610949436278
Richards Injury-Response,-2622,-2089,0.0550777310126295
Richards Injury-Response,-2074,-1411,0.045224814203555605
Richards Injury-Response,-3606,-3198,0.07810923984586671
Richards Injury-Response,-2571,-2431,0.04715461453758607
Richards Injury-Response,-1310,-673,0.052603751834055676
Richards Injury-Response,-1635,-732,0.05166127861759408
Richards Injury-Response,-2515,-2277,0.04750219979603061
Richards Injury-Response,-3598,-2452,0.044253426731194354
Richards Injury-Response,-3389,-3138,0.10702331595319703
Richards Injury-Response,-3055,-2147,0.04688775908019163
Richards Injury-Response,-1005,-2602,0.038976382590569354
Richards Injury-Response,-2204,-3585,0.05710021107426157
Richards Injury-Response,-2951,-2583,0.04279927473474204
Richards Injury-Response,-2779,-1622,0.04340052651116272
Richards Injury-Response,-3597,-2328,0.04085017004322884
Richards Injury-Response,-3168,-2705,0.042454387076575215
Richards Injury-Response,-3544,-2484,0.051375103824800275
Richards Injury-Response,-2553,-630,0.06111837086428702
Richards Injury-Response,-1272,-2320,0.019467346006817175
Richards Injury-Response,-3649,-2110,0.0777108636715291
Richards Injury-Response,-1911,-1257,0.05786382000508289
Richards Injury-Response,-3048,-1464,0.04795949559881822
Richards Injury-Response,-2082,-2219,0.05086238755330709
Richards Injury-Response,-2893,-2242,0.049735511583553396
Richards Injury-Response,-2789,-2616,0.04936748499303874
Richards Injury-Response,-2294,-1782,0.0911337891435761
Richards Injury-Response,-2293,-1657,0.045710404199485424
Richards Injury-Response,-2622,-2151,0.05183359872874069
Richards Injury-Response,-2570,-2369,0.05526931957388616
Richards Injury-Response,-3428,-1615,0.04023634700116292
Richards Injury-Response,-3381,-2392,0.04354356889008765
Richards Injury-Response,-1551,-3156,0.06034403218801007
Richards Injury-Response,-3755,-1861,0.052499170300706485
Richards Injury-Response,-1536,-1603,0.05853558897093171
Richards Injury-Response,-2562,-1562,0.06240921922901545
Richards Injury-Response,-3486,-2019,0.040747285414936135
Richards Injury-Response,-607,-649,0.04758779054663309
Richards Injury-Response,-1550,-3094,0.06500014833266687
Richards Injury-Response,-3540,-1987,0.04692084417605774
Richards Injury-Response,-3431,-1926,0.05663676109990928
Richards Injury-Response,-3636,-743,0.05376718611657065
Richards Injury-Response,-1611,-3746,0.09492729067640382
Richards Injury-Response,-2290,-1347,0.057596674681080526
Richards Injury-Response,-2417,-3272,0.08842782709184845
Richards Injury-Response,-2041,-3555,0.07853251632496049
Richards Injury-Response,-2937,-1154,0.04904198573060717
Richards Injury-Response,-1255,-580,0.028730500800770567
Richards Injury-Response,-685,-3040,0.12162932623683326
Richards Injury-Response,-2091,-3089,0.08255975340252102
Richards Injury-Response,-2340,-880,0.05865532643903297
Richards Injury-Response,-663,-803,0.05167037027266906
Richards Injury-Response,-954,-2944,0.09757513746372481
Richards Injury-Response,-2148,-3368,0.08611347714653214
Richards Injury-Response,-2777,-1373,0.0342267963384945
Richards Injury-Response,-1109,-2228,0.03424713082140435
Richards Injury-Response,-3339,-3542,0.07306649929789492
Richards Injury-Response,-1975,-2282,0.07712659387183826
Richards Injury-Response,-3055,-2209,0.04738253920262535
Richards Injury-Response,-953,-2820,0.04779361262334672
Richards Injury-Response,-2126,-1193,0.05039915011120259
Richards Injury-Response,-1588,-1385,0.050865081375345136
Richards Injury-Response,-772,-864,0.03106741707031553
Richards Injury-Response,-2742,-3331,0.06990126925848769
Richards Injury-Response,-2200,-3212,0.06979549618295762
Richards Injury-Response,-3279,-2953,0.06544486126643508
Richards Injury-Response,-2230,-695,0.0463397930735429
Richards Injury-Response,-2465,-2681,0.049713431321799395
Richards Injury-Response,-1975,-2344,0.06427195282493975
Richards Injury-Response,-3163,-2146,0.03551154587410511
Richards Injury-Response,-3648,-2048,0.04282295981766654
Richards Injury-Response,-3111,-2364,0.03721379267212138
Richards Injury-Response,-2664,-877,0.04511647686199677
Richards Injury-Response,-687,-3289,0.08633375917991995
Richards Injury-Response,-1660,-3217,0.07887078216398499
Richards Injury-Response,-3367,-901,0.043329772041103914
Richards Injury-Response,-3908,-958,0.023861702642966595
Richards Injury-Response,-2366,-3552,0.0833837080183023
Richards Injury-Response,-1596,-2255,0.07118881923032772
Richards Injury-Response,-1965,-1288,0.0519298108431156
Richards Injury-Response,-2151,-3678,0.04350077756202261
Richards Injury-Response,-3712,-3011,0.05611440942076057
Richards Injury-Response,-1968,-1598,0.04960284442908171
Richards Injury-Response,-2579,-3239,0.06242114450434548
Richards Injury-Response,-3652,-2421,0.03691080358828683
Richards Injury-Response,-2303,-2652,0.05441667592817631
Richards Injury-Response,-3800,-959,0.040412819017580426
Richards Injury-Response,-1532,-1230,0.051853540069619036
Richards Injury-Response,-3701,-1892,0.038897564825132167
Richards Injury-Response,-2515,-2214,0.04892282658296
Richards Injury-Response,-1205,-984,0.045549003009657696
Richards Injury-Response,-3014,-3546,0.059916752914126195
Richards Injury-Response,-1040,-706,0.06324600491699166
Richards Injury-Response,-2563,-1624,0.061405360434489034
Richards Injury-Response,-1665,-3776,0.08034281231822014
Richards Injury-Response,-565,-1861,0.06234980750547471
Richards Injury-Response,-2136,-2187,0.04044838881035247
Richards Injury-Response,-932,-708,0.04585593423407265
Richards Injury-Response,-1531,-1168,0.05910612742546349
Richards Injury-Response,-1064,-3130,0.10984595500802981
Richards Injury-Response,-1110,-2352,0.029428806151422224
Richards Injury-Response,-1485,-1945,0.09200633751642534
Richards Injury-Response,-1537,-1789,0.08513986601810586
Richards Injury-Response,-3111,-2426,0.047393005609779326
Richards Injury-Response,-1374,-1697,0.07749489726926383
Richards Injury-Response,-3654,-2669,0.045292064796129725
Richards Injury-Response,-1477,-1137,0.06544008480140677
Richards Injury-Response,-2933,-781,0.05384799327151328
Richards Injury-Response,-2343,-1191,0.05405550105994711
Richards Injury-Response,-3806,-1581,0.0438655297371042
Richards Injury-Response,-3642,-1427,0.07685572267617424
Richards Injury-Response,-2014,-759,0.05106924387646142
Richards Injury-Response,-2366,-3614,0.054663479160587114
Richards Injury-Response,-1636,-794,0.046070128973806856
Richards Injury-Response,-842,-2510,0.0727738849446197
Richards Injury-Response,-1798,-761,0.052669133754234904
Richards Injury-Response,-626,-2575,0.09694223989734793
Richards Injury-Response,-906,-3535,0.09762188798477293
Richards Injury-Response,-1718,-3682,0.07368319532331781
Richards Injury-Response,-1339,-3655,0.06015922856785347
Richards Injury-Response,-3312,-809,0.062496968998342006
Richards Injury-Response,-3387,-3014,0.06518247015896017
Richards Injury-Response,-1379,-2194,0.04495349273128778
Richards Injury-Response,-3596,-2204,0.0427409697782635
Richards Injury-Response,-1164,-2259,0.04101017967879952
Richards Injury-Response,-1606,-3311,0.055764646282167055
Richards Injury-Response,-1649,-2099,0.08079819588619297
Richards Injury-Response,-2019,-1318,0.04708816827926279
Richards Injury-Response,-2679,-2430,0.04255300233899474
Richards Injury-Response,-3852,-803,0.04093266409659084
Richards Injury-Response,-1964,-1226,0.05256996302171893
Richards Injury-Response,-2985,-563,0.055397211165285495
Richards Injury-Response,-740,-3133,0.12116153237836004
Richards Injury-Response,-3553,-3354,0.0697429784181827
Richards Injury-Response,-671,-1673,0.07560560789393983
Richards Injury-Response,-1760,-2470,0.07414466428452432
Richards Injury-Response,-725,-1579,0.0632269830027062
Richards Injury-Response,-1812,-2252,0.06684141048313803
Richards Injury-Response,-2021,-1505,0.05386293870028387
Richards Injury-Response,-2353,-2309,0.051922733355092704
Richards Injury-Response,-2138,-2374,0.048985167234241817
Richards Injury-Response,-2354,-2371,0.05733042561802537
Richards Injury-Response,-3690,-774,0.041791527253321664
Richards Injury-Response,-1499,-3436,0.040271625393427414
Richards Injury-Response,-2037,-3120,0.07834231557830669
Richards Injury-Response,-3313,-871,0.07033855975273014
Richards Injury-Response,-3485,-1956,0.043043213798494975
Richards Injury-Response,-2474,-3551,0.08693783972843853
Richards Injury-Response,-2251,-2870,0.07220857543479159
Richards Injury-Response,-3056,-2333,0.04397266408713496
Richards Injury-Response,-3336,-3232,0.07028473308576096
Richards Injury-Response,-678,-2357,0.09465545338223279
Richards Injury-Response,-2995,-1557,0.0447069033779109
Richards Injury-Response,-2248,-2559,0.04390246781451285
Richards Injury-Response,-1381,-2381,0.01633124104721033
Richards Injury-Response,-1279,-3003,0.12011312872327796
Richards Injury-Response,-1702,-2005,0.07671021539888095
Richards Injury-Response,-1706,-2440,0.06889049216898958
Richards Injury-Response,-2086,-2591,0.07574715492328922
Richards Injury-Response,-3041,-718,0.05330235172808018
Richards Injury-Response,-3655,-2732,0.02982108218436609
Richards Injury-Response,-3264,-1462,0.05386008945148177
Richards Injury-Response,-996,-1670,0.07074154098911503
Richards Injury-Response,-3539,-1925,0.03631747208891267
Richards Injury-Response,-1757,-2160,0.052139007304194046
Richards Injury-Response,-2678,-2306,0.06900004572093914
Richards Injury-Response,-3049,-1526,0.05407985320935518
Richards Injury-Response,-2506,-1282,0.054931139907076015
Richards Injury-Response,-2072,-1162,0.05387456425643217
Richards Injury-Response,-2013,-635,0.05248148006620455
Richards Injury-Response,-990,-1049,0.046922540761722295
Richards Injury-Response,-3162,-2084,0.09179399525224434
Richards Injury-Response,-3378,-2082,0.0540941851622785
Richards Injury-Response,-2955,-3018,0.08021878361792173
Richards Injury-Response,-2135,-2063,0.04719447622404484
Richards Injury-Response,-1910,-1195,0.07267880250037002
Richards Injury-Response,-2841,-2398,0.03879705635989247
Richards Injury-Response,-2040,-3431,0.07856088126050667
Richards Injury-Response,-3210,-1431,0.04894055706320459
Richards Injury-Response,-2189,-2093,0.07568051577526863
Richards Injury-Response,-1647,-1974,0.07178732239567205
Richards Injury-Response,-2463,-2495,0.044024820176577495
Richards Injury-Response,-1122,-3533,0.07590378970691236
Richards Injury-Response,-617,-1643,0.056699682160106984
Richards Injury-Response,-1230,-3470,0.04504954267316792
Richards Injury-Response,-1366,-828,0.04594081702441856
Richards Injury-Response,-3007,-2800,0.059599317212356076
Richards Injury-Response,-2088,-2840,0.04667731027224786
Richards Injury-Response,-3700,-1830,0.035658269319371036
Richards Injury-Response,-3743,-618,0.040921091246985813
Richards Injury-Response,-1689,-700,0.05220291325217742
Richards Injury-Response,-1585,-1074,0.053619019991022296
Richards Injury-Response,-796,-3350,0.09482473759699331
Richards Injury-Response,-1926,-2811,0.055368142170722
Richards Injury-Response,-2025,-1877,0.055449737493324186
Richards Injury-Response,-1806,-1631,0.04366045675208419
Richards Injury-Response,-2892,-2055,0.05157767142731069
Richards Injury-Response,-3537,-1676,0.05755105193951529
Richards Injury-Response,-1587,-1323,0.04917149731450844
Richards Injury-Response,-1318,-1480,0.04993883240266088
Richards Injury-Response,-1060,-2757,0.03750752524203544
Richards Injury-Response,-3480,-1459,0.05738956172812386
Richards Injury-Response,-1389,-3189,0.03369006452840952
Richards Injury-Response,-2312,-3646,0.06775253275767745
Richards Injury-Response,-2565,-1810,0.05433847480440912
Richards Injury-Response,-3812,-2202,0.029620879566122506
Richards Injury-Response,-3904,-585,0.049530805045131965
Richards Injury-Response,-2023,-1691,0.04894797388043458
Richards Injury-Response,-3704,-2203,0.035665777112618424
Richards Injury-Response,-2090,-3026,0.07588842508064242
Richards Injury-Response,-2574,-2742,0.03711868050651036
Richards Injury-Response,-2083,-2343,0.04714705347483883
Richards Injury-Response,-3707,-2514,0.04507803312182272
Richards Injury-Response,-3854,-990,0.03432066255206495
Richards Injury-Response,-723,-1393,0.04070273732103087
Richards Injury-Response,-846,-2945,0.10386482585657116
Richards Injury-Response,-1814,-2439,0.061505320993093054
Richards Injury-Response,-2245,-2310,0.039258571683481805
Richards Injury-Response,-2027,-2064,0.05106426539234957
Richards Injury-Response,-1871,-2718,0.06372784177198773
Richards Injury-Response,-2239,-1627,0.050987700729726596
Richards Injury-Response,-834,-1703,0.05791713365240772
Richards Injury-Response,-1657,-2906,0.08183146558602772
Richards Injury-Response,-2793,-3051,0.058090322678793146
Richards Injury-Response,-506,-1395,0.054510481309096886
Richards Injury-Response,-2183,-1410,0.05124572055783844
Richards Injury-Response,-1390,-3251,0.04579544590308668
Richards Injury-Response,-2180,-1161,0.046791198712789236
Richards Injury-Response,-728,-1890,0.08159918525988136
Richards Injury-Response,-1383,-2567,0.07207010753978627
Richards Injury-Response,-1603,-2938,0.0480198598512558
Richards Injury-Response,-1758,-2222,0.05316358523817856
Richards Injury-Response,-2130,-1566,0.05439914205793783
Richards Injury-Response,-1095,-799,0.05207668992261989
Richards Injury-Response,-3440,-2858,0.06672774006023342
Richards Injury-Response,-2254,-3180,0.08770544708163226
Richards Injury-Response,-2956,-3080,0.06870483742776975
Richards Injury-Response,-3113,-2550,0.05468555589093202
Richards Injury-Response,-1934,-3618,0.06137761768305147
Richards Injury-Response,-3163,-2208,0.05630899137519922
Richards Injury-Response,-1476,-1075,0.04759894105007198
Richards Injury-Response,-1985,-3338,0.05932414735489319
Richards Injury-Response,-3439,-2734,0.07236159927016561
Richards Injury-Response,-3756,-1985,0.034844445144098554
Richards Injury-Response,-2902,-3174,0.05480248865461558
Richards Injury-Response,-2619,-1841,0.060124703775482166
Richards Injury-Response,-2937,-1216,0.04160588837916192
Richards Injury-Response,-2576,-2928,0.049593015868645327
Richards Injury-Response,-1806,-1569,0.04149203868372313
Richards Injury-Response,-2018,-1194,0.0530875349858549
Richards Injury-Response,-958,-3317,0.10600317368846729
Richards Injury-Response,-1066,-3378,0.09940745890030772
Richards Injury-Response,-2454,-1500,0.04915673511428417
Richards Injury-Response,-3068,-3514,0.059455027053028756
Richards Injury-Response,-2607,-598,0.060417445853242185
Richards Injury-Response,-1222,-2724,0.02786468992102592
Richards Injury-Response,-3445,-3417,0.05275836157622195
Richards Injury-Response,-2031,-2499,0.05709762488116854
Richards Injury-Response,-1972,-1971,0.06465974458076605
Richards Injury-Response,-3535,-1552,0.04409123140637708
Richards Injury-Response,-2407,-2278,0.055465157351458905
Richards Injury-Response,-3483,-1708,0.046323050585343445
Richards Injury-Response,-3418,-621,0.05721802003224731
Richards Injury-Response,-837,-2075,0.09115481900696569
Richards Injury-Response,-2954,-2894,0.05335854891654544
Richards Injury-Response,-3118,-3047,0.0879948089319251
Richards Injury-Response,-1147,-581,0.04320199946568469
Richards Injury-Response,-1211,-1544,0.06082162377940359
Richards Injury-Response,-888,-1733,0.07531181337361396
Richards Injury-Response,-2337,-632,0.05449327757704654
Richards Injury-Response,-2834,-1714,0.04598995128344335
Richards Injury-Response,-2879,-751,0.05617965983028064
Richards Injury-Response,-554,-742,0.028352551800299934
Richards Injury-Response,-1797,-699,0.04019682711741751
Richards Injury-Response,-1436,-2474,0.04565311970149111
Richards Injury-Response,-664,-928,0.03550806028631956
Richards Injury-Response,-4176,-738,0.04776427222058978
Richards Injury-Response,-2075,-1473,0.038514248795535444
Richards Injury-Response,-1445,-3343,0.03180952764361864
Richards Injury-Response,-1977,-2530,0.060136803683613224
Richards Injury-Response,-1926,-2873,0.053961430460784846
Richards Injury-Response,-1322,-1853,0.08696582801151236
Richards Injury-Response,-1768,-3278,0.09209717167007302
Richards Injury-Response,-738,-2946,0.10722267697373868
Richards Injury-Response,-2021,-1443,0.03883275224818829
Richards Injury-Response,-2198,-3025,0.05865432058810126
Richards Injury-Response,-2830,-1279,0.04026917501964607
Richards Injury-Response,-2143,-2871,0.07101032175229821
Richards Injury-Response,-4014,-709,0.04410400006837692
Richards Injury-Response,-3043,-967,0.04295314232717469
Richards Injury-Response,-3601,-2763,0.04451957835870393
Richards Injury-Response,-2579,-3301,0.05447940027422633
Richards Injury-Response,-948,-2323,0.10633401824801147
Richards Injury-Response,-3479,-1273,0.04512643726222827
Richards Injury-Response,-958,-3379,0.09494162990369394
Richards Injury-Response,-690,-3537,0.08238673692600125
Richards Injury-Response,-1873,-2966,0.05996275981108079
Richards Injury-Response,-1056,-2322,0.021544479215064874
Richards Injury-Response,-2398,-1346,0.050398571621947386
Richards Injury-Response,-685,-3102,0.0896390805106236
Richards Injury-Response,-3429,-1740,0.04195617395393367
Richards Injury-Response,-1856,-1165,0.0365532151725004
Richards Injury-Response,-1592,-1820,0.06323485898737669
Richards Injury-Response,-3281,-3139,0.05479018310662247
Richards Injury-Response,-2954,-2956,-4.968646264057915e-4
Richards Injury-Response,-2722,-1280,0.015540739656481714
Richards Injury-Response,-3218,-2239,0.05408909529533486
Richards Injury-Response,-950,-2509,0.03305321498216378
Richards Injury-Response,-1905,-636,0.05194977475689197
Richards Injury-Response,-3323,-1989,0.040960225261563746
Richards Injury-Response,-886,-1547,0.046974468112330484
Richards Injury-Response,-3204,-872,0.0578437141980246
Richards Injury-Response,-1853,-916,0.06477856058218147
Richards Injury-Response,-3479,-1335,0.0643935423545021
Richards Injury-Response,-689,-3475,0.08968456189446469
Richards Injury-Response,-1870,-2656,0.08048332040745482
Richards Injury-Response,-2886,-1496,0.0399340414436852
Richards Injury-Response,-1647,-1912,0.05767365751726353
Richards Injury-Response,-3005,-2614,0.0526522932314874
Richards Injury-Response,-1988,-3649,0.05339375032556623
Richards Injury-Response,-2799,-3610,0.061131059742350946
Richards Injury-Response,-2245,-2248,0.04487730751396479
Richards Injury-Response,-1376,-1822,0.07979859907965717
Richards Injury-Response,-1599,-2565,0.08274982227254109
Richards Injury-Response,-1158,-1637,0.07018457035647797
Richards Injury-Response,-3066,-3265,0.07923496991378283
Richards Injury-Response,-1495,-3001,0.05218238608861403
Richards Injury-Response,-3334,-3045,0.06247136060942178
Richards Injury-Response,-1068,-3502,0.08272427882134503
Richards Injury-Response,-1100,-1296,0.03966111744486425
Richards Injury-Response,-2825,-720,0.05532547730006815
Richards Injury-Response,-1487,-2193,0.08648421619088656
Richards Injury-Response,-1537,-1727,0.0664389534277951
Richards Injury-Response,-2960,-3515,0.05058333475796252
Richards Injury-Response,-3443,-3169,0.08098165423129454
Richards Injury-Response,-2257,-3491,0.07997298766125766
Richards Injury-Response,-719,-1020,0.0461929433207736
Richards Injury-Response,-3172,-3140,0.07812718121694748
Richards Injury-Response,-1743,-731,0.04970036839859965
Richards Injury-Response,-2631,-3021,0.054677556742242506
Richards Injury-Response,-1208,-1295,0.04265809382881411
Richards Injury-Response,-2230,-757,0.04291510977627484
Richards Injury-Response,-2582,-3612,0.05335522402772376
Richards Injury-Response,-2564,-1686,0.05752917971985888
Richards Injury-Response,-944,-1950,0.1076924904076865
Richards Injury-Response,-560,-1301,0.039835446841516436
Richards Injury-Response,-2145,-3057,0.07774861010624128
Richards Injury-Response,-567,-2047,0.06719800454259718
Richards Injury-Response,-3158,-1649,0.04219301017805761
Richards Injury-Response,-1256,-642,0.05717100311959636
Richards Injury-Response,-1215,-1979,0.08591858256310458
Richards Injury-Response,-1553,-3404,0.04408637470275496
Richards Injury-Response,-1751,-1476,0.03989080988630721
Richards Injury-Response,-2851,-3454,0.06652029091972421
Richards Injury-Response,-2149,-3554,0.05725094572548829
Richards Injury-Response,-2520,-2774,0.044984491993773315
Richards Injury-Response,-2140,-2622,0.06522613377988705
Richards Injury-Response,-2141,-2684,0.054513432213669596
Richards Injury-Response,-1545,-2597,0.09925366784442205
Richards Injury-Response,-2258,-3615,0.06810083179062383
Richards Injury-Response,-3959,-678,0.060929591940048114
Richards Injury-Response,-608,-711,0.04094615503841638
Richards Injury-Response,-793,-3039,0.11252984957791669
Richards Injury-Response,-1007,-2851,0.04190473928003967
Richards Injury-Response,-2308,-3149,0.09501271248993205
Richards Injury-Response,-503,-1085,0.04361422542646812
Richards Injury-Response,-2499,-599,0.0619445210907697
Richards Injury-Response,-1421,-920,0.03260776192709841
Richards Injury-Response,-1311,-735,0.049761013836551016
Richards Injury-Response,-2662,-691,0.06411816013975023
Richards Injury-Response,-1286,-3749,0.07339360461744965
Richards Injury-Response,-3366,-839,0.050483236446091706
Richards Injury-Response,-2445,-631,0.06498634633792141
Richards Injury-Response,-2313,-3708,0.07776893569299496
Richards Injury-Response,-798,-3598,0.09664063690682347
Richards Injury-Response,-2189,-2031,0.06431645463508637
Richards Injury-Response,-2776,-1249,0.04528390169502315
Richards Injury-Response,-2419,-3520,0.08045056583347011
Richards Injury-Response,-2898,-2677,0.05201819490301349
Richards Injury-Response,-1380,-2257,0.028919659504854048
Richards Injury-Response,-2500,-723,0.04975091507298986
Richards Injury-Response,-2634,-3394,0.08360598771183295
Richards Injury-Response,-788,-2542,0.06359097322730152
Richards Injury-Response,-1284,-3500,0.05310455533568732
Richards Injury-Response,-673,-1797,0.04728661644040946
Richards Injury-Response,-2672,-1747,0.04491149389289997
Richards Injury-Response,-3383,-2579,0.04386936409278891
Richards Injury-Response,-1443,-3219,0.02842537721363997
Richards Injury-Response,-3543,-2360,0.046778564304450085
Richards Injury-Response,-3420,-808,0.05259930080440965
Richards Injury-Response,-2948,-2335,0.05215931544994783
Richards Injury-Response,-2835,-1839,0.06210942813148941
Richards Injury-Response,-2038,-3182,0.07300729672099404
Richards Injury-Response,-3377,-1895,0.05278545135565747
Richards Injury-Response,-1908,-947,0.03716649207438377
Richards Injury-Response,-2668,-1312,0.045266427275354126
Richards Injury-Response,-1920,-2251,0.06071721650397996
Richards Injury-Response,-1919,-2127,0.06259023735230776
Richards Injury-Response,-664,-865,0.05523062649818221
Richards Injury-Response,-2988,-812,0.046174336538571226
Richards Injury-Response,-2079,-1846,0.05396623240157612
Richards Injury-Response,-2998,-1930,0.052530434717020014
Richards Injury-Response,-2455,-1625,0.05542175070891288
Richards Injury-Response,-1266,-1636,0.05820640129021033
Richards Injury-Response,-2030,-2437,0.055610149639684484
Richards Injury-Response,-1069,-3689,0.07846856215205696
Richards Injury-Response,-735,-2636,0.10178964894104967
Richards Injury-Response,-1313,-983,0.0436140312376206
Richards Injury-Response,-2667,-1250,0.06082450187286581
Richards Injury-Response,-2459,-1998,0.05086000037821696
Richards Injury-Response,-2666,-1126,0.05241866942309442
Richards Injury-Response,-1710,-2875,0.06987175905328967
Richards Injury-Response,-2580,-3363,0.08852385530632553
Richards Injury-Response,-2308,-3211,0.08428628117892759
Richards Injury-Response,-1438,-2660,0.09526361606267196
Richards Injury-Response,-1983,-3090,0.07229877749474198
Richards Injury-Response,-2721,-1156,0.04970065027354206
Richards Injury-Response,-3325,-2176,0.03574631024216576
Richards Injury-Response,-2716,-659,0.0610402311376482
Richards Injury-Response,-1495,-2939,0.046040879001502034
Richards Injury-Response,-3169,-2767,0.044766286122266824
Richards Injury-Response,-1552,-3280,0.059056114147957695
Richards Injury-Response,-2846,-2895,0.05521472530044404
Richards Injury-Response,-3752,-1612,0.037213789246365994
Richards Injury-Response,-3491,-2516,0.02873168171302544
Richards Injury-Response,-3472,-590,0.0837163904108418
Richards Injury-Response,-1261,-1201,0.04312152547108944
Richards Injury-Response,-1493,-2753,0.10280743241673493
Richards Injury-Response,-3226,-3109,0.06540324236415611
Richards Injury-Response,-2827,-969,0.056383604146207966
Richards Injury-Response,-2891,-1993,0.04209894223259955
Richards Injury-Response,-3644,-1551,0.04028981616582268
Richards Injury-Response,-610,-897,0.03471892600731623
Richards Injury-Response,-3105,-1805,0.06237333226673032
Richards Injury-Response,-1070,-3751,0.08044277528547263
Richards Injury-Response,-1529,-919,0.04190480782109686
Richards Injury-Response,-2087,-2654,0.05869628717472554
Richards Injury-Response,-1862,-1848,0.05219701488504254
Richards Injury-Response,-1601,-2752,0.07327623378746641
Richards Injury-Response,-1056,-2260,0.03379481131141788
Richards Injury-Response,-1059,-2633,0.036078594167873346
Richards Injury-Response,-2728,-1902,0.05732311029732254
Richards Injury-Response,-3262,-1213,0.04549005221407773
Richards Injury-Response,-990,-1111,0.04159301666612385
Richards Injury-Response,-2684,-2927,0.08046610481053625
Richards Injury-Response,-3229,-3357,0.07340807296200733
Richards Injury-Response,-677,-2295,0.09193873742655938
Richards Injury-Response,-2852,-3516,0.05620109591824925
Richards Injury-Response,-3490,-2454,0.051302181946950104
Richards Injury-Response,-1538,-1851,0.0756932589739489
Richards Injury-Response,-2465,-2619,0.05289562144978904
Richards Injury-Response,-3750,-1364,0.03997514769377668
Richards Injury-Response,-3762,-2606,0.03325236036999428
Richards Injury-Response,-882,-1112,0.05164915304362387
Richards Injury-Response,-720,-1082,0.03516622158165689
Richards Injury-Response,-1719,-3745,0.06655593252235141
Richards Injury-Response,-2509,-1655,0.05152678906339565
Richards Injury-Response,-1161,-2010,0.06504751521432635
Richards Injury-Response,-1492,-2690,0.09049846984314742
Richards Injury-Response,-1801,-1134,0.04999095453778955
Richards Injury-Response,-1475,-889,0.06595714326049973
Richards Injury-Response,-3766,-3041,0.07561997753845404
Richards Injury-Response,-775,-1175,0.043060175072288084
Richards Injury-Response,-3532,-1179,0.060290141513500886
Richards Injury-Response,-879,-801,0.05517631008583715
Richards Injury-Response,-2413,-2837,0.06159687021790812
Richards Injury-Response,-735,-2698,0.11337714485202927
Richards Injury-Response,-1971,-1847,0.05265614161796453
Richards Injury-Response,-935,-1018,0.05510031382401276
Richards Injury-Response,-3117,-2985,0.07782227378955939
Richards Injury-Response,-1606,-3249,0.0636149726788785
Richards Injury-Response,-691,-3661,0.08075857334353864
Richards Injury-Response,-2787,-2367,0.03276464803093801
Richards Injury-Response,-2517,-2463,0.04989779591928309
Richards Injury-Response,-3421,-932,0.05379688142760672
Richards Injury-Response,-1927,-2935,0.06016241151936533
Richards Injury-Response,-3043,-904,0.05138989404645654
Richards Injury-Response,-1807,-1755,0.0501258219696719
Richards Injury-Response,-3378,-2020,0.04302589191426624
Richards Injury-Response,-3164,-2270,0.05997589765994284
Richards Injury-Response,-782,-1921,0.08048456946977715
Richards Injury-Response,-3659,-3104,0.03814568435241206
Richards Injury-Response,-2664,-939,0.05851238840372884
Richards Injury-Response,-3364,-591,0.053401641880386264
Richards Injury-Response,-1433,-2163,0.08218025859252938
Richards Injury-Response,-1642,-1415,0.04839934496228086
Richards Injury-Response,-770,-740,0.041774696293528174
Richards Injury-Response,-1069,-3627,0.0860364614678936
Richards Injury-Response,-837,-2013,0.11758872163684128
Richards Injury-Response,-1223,-2848,0.049631365548687724
Richards Injury-Response,-1385,-2816,0.06809773526595969
Richards Injury-Response,-2958,-3329,0.05820258513956275
Richards Injury-Response,-826,-895,0.030533309310257217
Richards Injury-Response,-1117,-3036,0.05526024843869122
