gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comparison,direction
Dhrs4,0.003879436525371711,0.2976132054188465,0.212,0.14,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Washc3,0.027023411391779245,0.2974208903521085,0.291,0.229,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ruvbl2,2.402365250141212e-6,0.29694577485142126,0.384,0.237,0.04582031241594333,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Katnb1,0.028953549299778083,0.29637765330683186,0.21,0.157,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ctps,6.723061033345032e-5,0.2958802629282152,0.393,0.261,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bloc1s5,0.004827507560141431,0.29585432530980005,0.212,0.144,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc38a10,1.8902023217849524e-5,0.2957478659921081,0.386,0.259,0.36051828883404397,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Spg7,6.585986450137648e-6,0.2956345273027065,0.467,0.318,0.12561451956347536,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Paics,2.1959757395477987e-5,0.2955893704247708,0.406,0.271,0.41883845280395166,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atmin,3.546890358571557e-4,0.2955582013436615,0.237,0.149,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wdr13,3.375808560908293e-5,0.29533156002716826,0.472,0.331,0.6438679668220387,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Casc3,6.573071467630664e-5,0.29527078025737896,0.397,0.272,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eepd1,0.001211961886104392,0.29516237182258975,0.269,0.182,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gramd1b,0.00264023573694511,0.29481303009780724,0.386,0.29,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uggt1,6.184323917878122e-4,0.29454576154550177,0.465,0.353,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fundc1,1.6099861720434083e-5,0.29437066579714194,0.515,0.362,0.30707266259383925,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pgp,3.217864969551094e-4,0.29427247760409925,0.465,0.342,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stx1b,2.1132443703013526e-4,0.2942151804462949,0.305,0.198,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bhlhe40,0.012431757481308146,0.2941162124283241,0.7,0.621,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cttn,6.540084309214774e-6,0.29411158843238705,0.761,0.588,0.12473902802965338,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hspd1,1.5949152123877874e-7,0.29381392959779795,0.528,0.355,0.003041981784587227,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hist2h3c1,0.0017455999899914844,0.29373019697301084,0.165,0.1,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mark3,2.2992325997870503e-5,0.29372040281640954,0.582,0.438,0.4385326337573841,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Emc6,1.5388514395046133e-5,0.293462090662918,0.497,0.341,0.2935051350567149,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab8a,3.652472354774827e-7,0.2934363370496537,0.483,0.313,0.0069663605222620275,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dusp16,5.870316393869827e-5,0.293409546089771,0.235,0.136,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcnx4,0.008346811397616722,0.29338366848723574,0.144,0.091,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Plxnc1,0.026779450516995533,0.2932940188369795,0.144,0.098,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Exosc9,1.3436549090423878e-6,0.29296375537309916,0.3,0.168,0.025627530080165464,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ythdf1,4.8305137599212e-6,0.2928954402135484,0.381,0.243,0.09213238894297705,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hnrnpa2b1,2.8377364621990336e-7,0.292865889905384,0.763,0.6,0.005412414754352217,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Exoc7,5.087771220489178e-5,0.29286389166371024,0.409,0.276,0.9703906048839009,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wdfy3,1.2558557425924416e-7,0.29276763557658786,0.632,0.44,0.002395293657846564,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psma4,4.365873761089795e-8,0.29273549122544806,0.727,0.543,8.327031024526566e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Isca2,8.049310316290255e-4,0.2926937620847976,0.284,0.191,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pbx2,8.96759101194407e-7,0.29260659078562257,0.332,0.188,0.017103886337080924,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dhx16,3.3462560933851217e-4,0.29215566710362006,0.307,0.202,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
H2-K1,0.006368369058883324,0.2921300691864053,0.668,0.575,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp871,5.877301148750181e-5,0.29211110014409614,0.42,0.293,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ssh1,0.007746337382016255,0.2917679127760928,0.266,0.194,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mettl16,0.09700301147030399,0.29175666453251203,0.163,0.128,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Camk1,7.146291036605452e-6,0.2916510018731483,0.465,0.318,0.13630120894117578,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sdhb,2.1739196097329645e-5,0.29157216276400133,0.72,0.553,0.4146316871643683,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dusp5,0.024301283726537667,0.29150233382509017,0.201,0.146,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ube2d3,7.83365633510684e-4,0.2913267211307211,0.361,0.265,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ern1,0.28726130636026836,0.29124284998476435,0.102,0.083,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nudt21,2.2507280207756878e-7,0.2910473360104696,0.542,0.358,0.004292813554025469,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cotl1,1.8133862430069653e-7,0.29097302684796356,0.758,0.61,0.003458671581287185,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sept4,9.497945233611232e-4,0.2909363782083909,0.325,0.233,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc30a4,5.024276754819714e-4,0.2909264902706441,0.257,0.168,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Washc5,3.400550442211582e-5,0.29081175170910933,0.291,0.175,0.6485869858430151,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Numa1,0.0011368890218544886,0.2906101585094588,0.519,0.41,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pphln1,0.03695743322714245,0.2905733119502314,0.233,0.178,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfand3,2.6214856073194814e-9,0.29042028676873,0.804,0.609,4.9999594988404466e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam114a1,4.3595939728439893e-4,0.2904045422147944,0.264,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp2b4,2.8343497659060963e-5,0.2902474269894137,0.474,0.331,0.5405955308512698,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eloa,1.6780759154289042e-5,0.29023062222296103,0.483,0.332,0.3200594193497549,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cox18,0.003911341246471442,0.2901257573994436,0.181,0.118,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psma6,8.056052210180143e-6,0.2900628864454666,0.648,0.482,0.15365308380476586,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smim26,3.945555569341894e-4,0.2898440047360379,0.321,0.219,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Phb2,1.508818296678756e-4,0.28971212476514585,0.415,0.3,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ethe1,0.0011987610707067504,0.2895296401316938,0.244,0.161,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mak16,8.012573940702974e-5,0.2894814690240872,0.257,0.157,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fbxl14,6.439616301822713e-5,0.2894282542857187,0.339,0.226,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab5a,5.9156519779341e-7,0.288794806215914,0.774,0.595,0.011282923017513708,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uggt2,0.004612775991942038,0.2887437115040281,0.192,0.128,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bag5,1.2600305001084225e-4,0.28868730797026476,0.37,0.251,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Txn1,5.7689451224959115e-6,0.2883977813455679,0.67,0.501,0.11003109032136452,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nipsnap3b,3.137050049169859e-5,0.2880821824230162,0.246,0.142,0.5983295558781672,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Heatr5a,0.004406481936975567,0.2878190564032832,0.223,0.15,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Aptx,0.0012180938662942036,0.28757054664868087,0.217,0.137,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Brpf3,6.899231326564071e-4,0.2874703198702664,0.178,0.105,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp5k,1.393768639377878e-6,0.2874386636599148,0.625,0.447,0.026583349258854267,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Taf11,0.005105135928290548,0.28741686596478044,0.278,0.196,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tenm3,1.261269675219594e-6,0.28721498402436707,0.598,0.422,0.024056196515463316,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pdss1,0.03787966376208772,0.2869814007223739,0.124,0.084,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Samd9l,0.016077331557224694,0.2869524364163767,0.133,0.087,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem41b,0.0012114920562621217,0.2868681027564164,0.456,0.355,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rad51d,0.0016745025592278685,0.286805212992878,0.169,0.101,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Strbp,8.310719888805815e-4,0.28577609601714504,0.332,0.231,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tcf7l2,3.531924042909758e-4,0.285755110625168,0.336,0.233,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fbxo10,0.009303861710512269,0.28569895539431833,0.21,0.146,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fem1b,4.64018579791609e-7,0.28555445688044034,0.512,0.339,0.008850226372365358,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mdh2,1.7244456940347667e-5,0.28507037179199296,0.571,0.411,0.32890352722325106,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Copg1,2.5013040742443354e-5,0.28501319828981847,0.582,0.429,0.4770737260806221,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stard3,8.677005726768139e-6,0.28497915297340926,0.325,0.195,0.1654965302266487,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Parl,0.059842073017543344,0.2848824176301765,0.262,0.208,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smu1,2.6964661028652094e-6,0.28465824265692863,0.454,0.29,0.05142969797994814,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnd3,0.059903260121482796,0.28437785499492996,0.332,0.271,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gtf2a1,9.920344120783426e-6,0.2843244765379235,0.46,0.316,0.1892107234157023,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Neto2,6.479378943163155e-4,0.2840698284939921,0.596,0.485,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gnpat,2.9380359956408315e-5,0.2840244202420691,0.427,0.282,0.5603716054485758,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufaf8,0.0037793081217048084,0.283837616497289,0.341,0.251,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Synm,0.772188582060621,0.28373705049227615,0.176,0.173,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cript,6.668070967228036e-5,0.2837020959380063,0.4,0.275,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufb5,2.7577910757418955e-5,0.28365651769694233,0.56,0.411,0.5259934918762518,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Osbpl2,0.014920558505283414,0.2831205772812737,0.255,0.189,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eif6,0.024028471303955683,0.2830667591247038,0.178,0.128,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prdx2,1.9240357857050578e-6,0.2828921042528387,0.835,0.687,0.03669713454075257,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Drap1,9.717560268000467e-7,0.2826265579466003,0.799,0.624,0.01853430269915729,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Znhit3,0.0057104061690610415,0.2824358802875073,0.12,0.07,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Anxa6,9.245511112768418e-5,0.28141536679260404,0.707,0.582,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fgfr1op,6.422226703365426e-5,0.2813367477011304,0.226,0.129,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Casp8ap2,2.2608565430142192e-5,0.2811582387601983,0.151,0.072,0.431213168449102,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Swi5,4.822406159762446e-6,0.2809489482419582,0.54,0.388,0.09197775268514914,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pgap2,0.0025701906370441245,0.28086398814220503,0.163,0.098,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Elovl1,0.003463177007505482,0.2808370128860664,0.393,0.303,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc9a1,0.019832908771901057,0.2807017710766695,0.334,0.261,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atxn1,0.008712610083374265,0.2804598899591533,0.233,0.167,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rin2,0.0036410477201616123,0.2803848230531143,0.248,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcdh17,0.008450081020284682,0.28036983410423205,0.363,0.286,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Brsk1,0.13728559847729918,0.2802076562954998,0.228,0.191,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Galnt1,6.476273843493278e-6,0.2799625090321931,0.763,0.609,0.1235219710169473,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ubr2,0.0017033801127973377,0.279423382397491,0.386,0.281,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ints13,0.003567666522993708,0.27911299586500027,0.271,0.191,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
E2f4,2.6634560320017336e-6,0.27893011052611516,0.391,0.241,0.05080009689836906,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnf182,0.09045374473576864,0.27888885241630335,0.21,0.168,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc35c2,0.00135348928935597,0.2787326491843367,0.275,0.185,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bsdc1,7.504642930805125e-7,0.27845667057155665,0.361,0.212,0.014313605461924615,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ercc5,1.0290004756087689e-4,0.2784479557190418,0.221,0.129,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ddit3,2.1973814857635977e-4,0.2783743731749324,0.363,0.25,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hnrnpd,2.5110700330496234e-5,0.2781675618865028,0.494,0.351,0.47893638740355465,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rtkn,1.119866293025551e-5,0.27768186810237594,0.384,0.251,0.21359209806876334,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdk1,4.6747688011092455e-8,0.277626085103041,0.205,0.088,8.916186534355663e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab1a,3.0920057072037213e-7,0.2775062524438616,0.81,0.686,0.005897382485349658,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ctu2,0.02728491112427282,0.27739467729209455,0.14,0.095,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndst1,2.6269351715477572e-5,0.2772589826406163,0.668,0.519,0.5010353452693037,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mien1,8.915496238680219e-6,0.27713418595106865,0.363,0.227,0.17004525976034782,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rassf2,2.8830657021959734e-4,0.2770465720227032,0.357,0.244,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Itfg2,0.0602748038239425,0.2766397877630411,0.156,0.116,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lrif1,0.01057199562433192,0.27658444043333974,0.108,0.065,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cnot4,0.012557928869896597,0.2765820135532384,0.237,0.171,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mosmo,0.006280561554317014,0.2765761263072941,0.298,0.219,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tsen2,0.029234363834183943,0.27621785012737643,0.147,0.101,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Timmdc1,0.06459295698258763,0.2762029195456903,0.255,0.205,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam120c,5.4797243000737566e-8,0.27617933685783796,0.447,0.276,0.0010451478157530677,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mzt2,0.0015719542474248237,0.27615955132315895,0.284,0.196,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Iffo1,0.007030376506510142,0.2761159438776868,0.3,0.219,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ube2o,2.5103862747517884e-4,0.2759162591310922,0.251,0.158,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccdc127,0.04673988661981365,0.2757666919864501,0.208,0.157,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp212,0.08611984625323946,0.27568786566076486,0.147,0.111,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prpf3,0.005833740752800949,0.27554638116551167,0.165,0.108,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tob1,2.2433310293191205e-6,0.27499018804819175,0.661,0.495,0.04278705272220359,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mus81,0.03502822840810751,0.2748056679256563,0.133,0.091,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prkra,2.0324283369514045e-4,0.2746488542648069,0.246,0.154,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sqle,4.018720003671679e-4,0.2746093214295242,0.472,0.351,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gpatch8,7.962560914587773e-6,0.2744004277920482,0.354,0.22,0.1518699243239326,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Med15,2.1376774889184536e-5,0.27410763033177604,0.433,0.289,0.40771922746141664,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mterf4,0.041255950306753726,0.27397880768041105,0.113,0.076,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trim56,2.7484430211088535e-5,0.27384816635482356,0.357,0.231,0.5242105374160916,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp6v1h,3.039178016879824e-5,0.2738218430661631,0.564,0.415,0.5796624231594889,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccdc47,3.151178476327438e-8,0.2738127087105555,0.634,0.44,6.010242707899323e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dnajb12,4.48444952323345e-4,0.2737618968268448,0.521,0.408,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mcat,0.2287322704422666,0.2736815678308937,0.12,0.095,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pipox,0.17125642247336167,0.27338240472104847,0.106,0.081,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sema6d,1.3262426853071884e-4,0.27338031416381847,0.652,0.523,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pycr2,1.3980963669621551e-4,0.27328102312410585,0.323,0.21,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hddc3,1.0318817577714617e-6,0.27289677541087054,0.413,0.257,0.01968108076597509,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Utp23,0.0013355893614176648,0.2728078754236303,0.178,0.109,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ftsj3,0.06564383991117165,0.27256399495458883,0.117,0.084,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smg8,0.009314701806735786,0.2724394814905966,0.117,0.07,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pip4k2c,0.0026276816078873205,0.27237338895582675,0.3,0.216,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dctn5,1.1183387889548575e-4,0.272218237105765,0.354,0.237,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nfu1,1.7733014735389494e-4,0.27169453927455023,0.212,0.125,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc27a4,0.01113899505888254,0.27138120898184626,0.363,0.281,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Src,2.565497780687036e-7,0.2713758073571968,0.749,0.585,0.0048931739171043835,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cox7a2,6.216396092025284e-6,0.27135918687334537,0.386,0.236,0.11856532266319825,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Exoc6b,2.482018035497596e-4,0.27132376002257075,0.307,0.201,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pex2,6.0616762959543075e-5,0.27118646790722023,0.551,0.403,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nat14,3.745484443075286e-5,0.27082820718814826,0.271,0.158,0.7143762478277492,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psmb2,3.775341954738539e-7,0.2705011706038149,0.628,0.438,0.007200709710272815,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rapgef4,0.638499850066683,0.2703078657314416,0.185,0.175,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sys1,1.5679715298810263e-6,0.27023304069138177,0.659,0.482,0.029905920989420815,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccdc86,0.057316387187510386,0.2702000419184296,0.174,0.13,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hdlbp,1.1999817589708478e-6,0.2700035791478908,0.598,0.428,0.02288725208885098,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pttg1,0.007811282111519847,0.2697612275863668,0.122,0.073,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gpm6b,3.1507690075687145e-12,0.2697440751214999,0.955,0.893,6.00946172813581e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp746,0.011573374920734866,0.2696709765827239,0.192,0.135,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pou2f1,5.1105018304724875e-5,0.26956583245325816,0.219,0.122,0.9747260141260176,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zkscan17,0.003658805928664547,0.2695652371664927,0.242,0.168,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Alkbh5,9.980904490841567e-7,0.26933382282223006,0.646,0.468,0.01903657913538212,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tspoap1,0.06883716588224914,0.26911770375511423,0.174,0.132,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnf185,9.578756533905992e-4,0.26911018765493,0.187,0.114,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufv2,4.003033971800072e-6,0.2689479987102724,0.725,0.536,0.07634986694414277,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dock9,0.004710202275875378,0.2688814098735697,0.142,0.087,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cpeb1,0.007916525725668276,0.2685407318208157,0.233,0.164,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Srp72,7.179921232508964e-6,0.2685176203497849,0.44,0.285,0.13694263766764347,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lmcd1,0.10311102426239217,0.26847855954252464,0.269,0.226,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eif2s1,1.1278762543014646e-4,0.2684673939817247,0.377,0.255,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mettl5,0.0047232559496404695,0.2683980727553237,0.205,0.137,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fez2,5.037418078936885e-5,0.2683493969254438,0.368,0.244,0.9607867501956321,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cog7,0.05049882790314886,0.2681592139751592,0.178,0.133,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnf217,0.001211842844771015,0.2680375299939184,0.244,0.161,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Foxg1,8.760441629579655e-4,0.26797366814920043,0.698,0.6,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Knop1,0.1486179443882049,0.2678797095780039,0.153,0.122,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hars,5.433978432259246e-6,0.26732490818704147,0.406,0.264,0.1036422706384806,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp654,0.00733864378555211,0.26731759625934703,0.174,0.115,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam216a,2.2947528619054764e-4,0.26728938513312206,0.291,0.191,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sphk2,3.5795999984402087e-4,0.2669226791788266,0.201,0.121,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Flvcr1,0.20806692034778093,0.2668304920769269,0.12,0.094,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psme1,6.801433107156256e-5,0.2667147393041692,0.454,0.309,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slk,0.00847604725546602,0.2666189147903275,0.196,0.135,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tubgcp6,0.006620164732584611,0.2665376619532851,0.158,0.101,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Naa60,2.6361096976174484e-5,0.26634688777443283,0.474,0.338,0.5027852026265759,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sesn3,1.5467851933643473e-5,0.26617599579180107,0.614,0.47,0.29501833993038196,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Smim14,5.680639973732227e-6,0.2660958724288635,0.483,0.334,0.10834684621899478,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hmgn1,6.066112190724197e-4,0.26603212285515565,0.269,0.178,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Glrx5,2.781215146720169e-4,0.265554915178114,0.253,0.158,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Togaram1,0.0031697120761974666,0.26551099910153897,0.214,0.142,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
N6amt1,0.04430327908274207,0.2652484555904895,0.108,0.073,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tprn,0.13411100897663863,0.26503077635142125,0.113,0.084,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
