pathway,pval,padj,log2err,ES,NES,size,leadingEdge,metabolic
HALLMARK_APOPTOSIS,1.631917040314269e-6,4.079792600785673e-6,0.6435518361507222,0.5587440605122242,1.9673943125335522,127,Erbb2;Bgn;Cd38;Clu;Lgals3;Gadd45b;Hgf;Cd44;Timp3;Tgfbr3;Hspb1;Birc3;Fas;Atf3;Nedd9;Smad7;Bmf;Lef1;Casp4;Tspo;Plat;Sat1;Ifitm3;Gadd45a;Ier3;Tgfb2;Timp1;Cav1;Retsat;Pea15a;Btg2;Hmox1;Cflar;Erbb3;Cd14;Rara;Timp2;Sqstm1;Jun;App;Casp1;Ifngr1;Lmna;Sc5d;Rnasel;Mcl1;Dpyd;Ddit3;Casp8;Dap;Irf1;Dnajc3;Bid;Ank;Txnip;Eno2;Gsn,FALSE
HALLMARK_BILE_ACID_METABOLISM,7.920106562100436e-5,1.5230974157885455e-4,0.5384340963099162,0.589758349251184,1.9206018763292692,73,Bcar3;Pipox;Rxrg;Abcd2;Cyp7b1;Abca1;Ephx2;Rbp1;Hsd3b7;Dio2;Pxmp2;Retsat;Fads2;Pfkm;Atxn1;Nr3c2;Hsd17b11;Phyh;Lck;Optn;Gstk1;Hacl1;Cyp39a1;Idh1;Fads1;Crot;Pex11g,TRUE
HALLMARK_ANGIOGENESIS,3.8456995356757264e-4,6.202741186573751e-4,0.49849310876659025,0.7382267916351912,1.9197076314941577,21,Col5a2;S100a4;Fstl1;Postn;Nrp1;Timp1;Pdgfa;Lpl;Tnfrsf21;Spp1;App;Fgfr1,FALSE
HALLMARK_XENOBIOTIC_METABOLISM,8.188786858787073e-6,1.949711156854065e-5,0.5933254763964051,0.5383029608454162,1.8992339623662795,128,Apoe;Cyp4f14;Papss2;Atoh8;Serpine1;Il1r1;Lcat;Dhrs1;Abcd2;Gcnt2;Fas;Car2;Mt2;Cda;Jup;Ephx1;Aldh2;Aox1;Tgfb2;Id2;Ndrg2;Ptgr1;Retsat;Ech1;Man1a;Pink1;Hmox1;Elovl5;Ddt;Ninj1;Ptgds;Pros1;Entpd5;Slc35d1;Tmbim6;Cyp2j9;Blvrb;Hacl1;Pcx;Acox3;Bcar1;Idh1;Acox1;Dcxr;Fah;Crot,TRUE
HALLMARK_ADIPOGENESIS,1.0105872251649544e-6,2.6594400662235644e-6,0.6435518361507222,0.5154140613508262,1.8837298417428214,176,Apoe;Angpt1;Angptl4;Sparcl1;Tst;Hspb8;Chchd10;Gpam;Cavin1;Abca1;Ephx2;Sorbs1;Rreb1;Stat5a;Cmbl;Slc27a1;Itih5;Aldh2;Lifr;Itga7;Sqor;Gadd45a;Col4a1;Stom;Cd151;Sspn;Retsat;Ech1;Bcl6;Gpd2;Lpl;Phyh;Ddt;Pfkfb3;Mgll;Enpp2;Col15a1;Acadl;Cd302;Lpcat3;Acaa2;Slc25a10;Crat;Ifngr1;Idh1;Bckdha;Ghitm;Slc25a1;Dnajb9;Acox1;Lama4;Me1;Gbe1;Fah;Ucp2;Agpat3,TRUE
HALLMARK_KRAS_SIGNALING_DN,1.0004554004054869e-4,1.8526951859360868e-4,0.5384340963099162,0.5731618546299224,1.8771779765830623,76,Itih3;Tgm1;Fgfr3;Efhd1;Selenop;Bmpr1b;Prodh;Lfng;Copz2;Klk8;Synpo;Tgfb2;Thrb;Gpr3;Btg2;Chst2;Igfbp2;Nr4a2;Mthfr;Pdk2;Gamt;Fggy;Tcf7l1;Cntfr;Ptprj;Cyp39a1;Celsr2;Idua;Col2a1,FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY,2.2369233891783588e-5,5.08391679358718e-5,0.5756102610711286,0.5158774110716171,1.8508303572269775,144,Gja1;Lrig1;Papss2;Dhrs3;Sema3b;Myof;Prss23;Slc9a3r1;Hspb8;Slc7a2;Cyp26b1;Foxc1;Cd44;Greb1;Ablim1;Rasgrp1;Endod1;Nbl1;Tgm2;Plaat3;Il17rb;Abat;Retreg1;Tsku;Il6st;Rhod;B4galt1;Ret;Aff1;Bhlhe40;Tgif2;Rara;Sec14l2;Elovl5;Fos;Elf1;Wfs1;Aldh3b1;Dlc1;Klf4;Slc1a4;Tpbg;Itpk1;Slc26a2;Svil;Wwc1;Blvrb;Bcl2,FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE,2.821329323787909e-4,4.7022155396465154e-4,0.49849310876659025,0.5557104390933606,1.820022370987876,76,C1s1;Cxcl10;Uba7;Ifitm2;Gbp2;Trim12c;Lgals3bp;Ifitm3;Plscr1;Bst2;Csf1;Elf1;Gmpr;Ifit3;Cd74;Il4ra;Helz2;Ripk2;Ccrl2;Casp1;Irf7;Parp14;Ddx60;Stat2;Isg15;Casp8;Irf1;Rnf31;Ube2l6;Txnip;Ifi35;Mvb12a;Gbp3;Ifih1;Parp9;Cd47;Ifi44;Herc6;Irf9,FALSE
HALLMARK_P53_PATHWAY,5.5255702303252824e-5,1.1051140460650565e-4,0.557332238758646,0.48242261656448765,1.755988895337444,168,Nupr1;Tm4sf1;Itgb4;S100a4;Sphk1;Lif;Ndrg1;Rhbdf2;Rgs16;Slc7a11;Fas;Atf3;Vamp8;Hbegf;Tnni1;Klk8;Tgfb1;Ephx1;Sat1;Gadd45a;Ier3;Abat;Stom;Tcn2;Ak1;Vwa5a;Retsat;Pdgfa;Btg2;Hmox1;Tnfsf9;Rrad;Ctsd;Ddb2;Abhd4;Fos;Ninj1;Dgka;Klf4;Rb1;Ctsf;Btg1;Jun;Slc35d1;App;Casp1;Cd82;Mxd1;Tax1bp3;Steap3;Phlda3;Cd81;Dcxr;Ralgds;Cgrrf1;Plxnb2,FALSE
HALLMARK_APICAL_JUNCTION,1.6897957990938463e-4,2.913441032920424e-4,0.5188480777437918,0.48804734280025963,1.7486439911927079,141,Flnc;Itgb4;Myl9;Arhgef6;Amigo2;Thy1;Vcam1;Cnn2;Itga2;Cdh8;Jup;Egfr;Tgfbi;Actn1;Layn;Adam23;Ctnna1;Tspan4;Parva;Icam1;Thbs3;B4galt1;Wnk4;Cercam;Adra1b;Adamts5;Rras;Gamt;Bmp1;Nectin3;Amigo1;Cadm3;Col16a1;Tnfrsf11b;Nfasc;Crat;Gnai2;Cdh6;Dlg1;Sorbs3;Vcl;Msn;Ywhah;Sirpa;Sgce;Inppl1;Nectin2;Rsu1;Shc1;Actn4;Shroom2;Vcan;Pcdh1;Speg;Icam5;Ikbkg;Irs1;Adam15;Cdh11;Stx4a;Pten;Mmp2,FALSE
HALLMARK_APICAL_SURFACE,0.0075017932506296235,0.011366353410044884,0.40701791892395395,0.6098044171264697,1.6809503798932652,28,Ephb4;Hspb1;Thy1;Mal;Scube1;Atp8b1;B4galt1;Ntng1;Efna5;App;Gas1,FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE,6.476225123111525e-4,0.001011910175486176,0.47727081536286214,0.4701009087600785,1.662869026057272,130,Ass1;Cyp4f14;Papss2;Fgfr3;Sema3b;Myof;Prss23;Slc9a3r1;Tst;Hspb8;Emp2;Cyp26b1;Foxc1;Cd44;Car2;Serpina3n;Nbl1;Cpe;Pcp4;Zfp36;Plaat3;Il17rb;Id2;Fabp5;Il6st;Cav1;Atp2b4;Plxnb1;Ret;Aff1;Elovl5;Dlg5;Fos;Wfs1;Aldh3b1;Klf4;Slc1a4;Tpbg;Itpk1;Jak1;Slc26a2;Blvrb;Bcl2,FALSE
