gene
Mog
Fa2h
Opalin
Tmem88b
Ermn
Gjb1
Gjc2
Plp1
Ugt8a
Cldn11
Myrf
Tspan2
Lgi3
Map6d1
Gal3st1
Cntn2
Plekhh1
Kcna1
Gjc3
Mag
Mobp
Tmem151a
Tmeff2
Tubb4a
Sez6l2
Mal
Aspa
Sox10
Pcdh15
Kndc1
Efnb3
Edil3
Slc24a2
Zfp536
Bcas1
Plxnb3
Adamts4
Ppp1r14a
Hcn2
Cnp
Mbp
Olig2
Tmod1
Stmn4
Sept4
Olig1
Kctd13
Pigz
Ano4
Dusp15
