gene
ABCB1
ACER2
ARHGEF15
C16orf89
CA4
CCM2L
CDH5
CLDN5
CLEC14A
CXCL12
CYYR1
DEGS2
DLL4
EGFL7
EMCN
ERG
FAM110D
FGD5
FLT1
FLT4
FOXQ1
HMCN1
HSPA12B
ITM2A
KDR
MECOM
NOTUM
PTPRB
RASIP1
ROBO4
SEMA3C
SGPP2
SHE
SLC19A3
SLC35F2
SLC38A5
SOX17
SOX18
SPOCK2
TEK
TIE1
USHBP1
WFDC1
