gene
ADAMTS4
ANO4
ASPA
BCAS1
CLDN11
CNP
CNTN2
DUSP15
EDIL3
EFNB3
ERMN
FA2H
GAL3ST1
GJB1
GJC2
GJC3
HCN2
KCNA1
KCTD13
KNDC1
LGI3
MAG
MAL
MAP6D1
MBP
MOBP
MOG
MYRF
OLIG1
OLIG2
OPALIN
PCDH15
PIGZ
PLEKHH1
PLP1
PLXNB3
PPP1R14A
SEPT4
SEZ6L2
SLC24A2
SOX10
STMN4
TMEFF2
TMEM151A
TMEM88B
TMOD1
TSPAN2
TUBB4A
UGT8
ZNF536
