gene
Dlx5
Sp9
Dlx1
Sp8
Islr2
Dlx2
Scrt2
Slc32a1
Igfbpl1
Gad2
Dpysl5
Celsr3
Plppr3
Slit1
Stmn2
Arx
Dcx
Sox11
Bcl11a
Gad1
Tubb3
Scrt1
Celf3
Crmp1
Zfp57
Myt1l
Gprin1
Sdk2
Celf5
Tiam2
Meis2
Sez6
Robo2
Add2
Nol4
Rab3c
Lrrc7
Cdca7
Dbn1
Cd24a
Snap25
Sema6c
Nsg2
Grin2b
Elavl4
Mfap2
Dpysl3
Ube2ql1
Ttc9b
Map1b
