gene
ACSBG1
ACSL6
ADCY2
ALDH1L1
ALDOC
AQP4
ATP1B2
BAALC
BTBD17
CLDN10
CXCL14
CYP4F8
ENTPD2
F3
FAM20A
FGFR3
FJX1
GABRG1
GJA1
GJB6
GPR37L1
GRIN2C
HTRA1
ITIH3
KCNK1
LCAT
LGI4
LIX1
LOC102724788
LRIG1
MLC1
NKAIN4
NTSR2
NWD1
PPP1R3C
PRODH
SLC15A2
SLC1A2
SLC1A3
SLC25A18
SLC39A12
SLC4A4
SLC6A11
SLC7A10
SORCS2
TLCD1
TTYH1
