gene
ACE
AHCYL2
APOO
ATP2B3
CA12
CAB39L
CALML4
CHCHD10
CLIC6
ENPP2
F5
FAM81A
FHAD1
FOLR1
HEMK1
HSPB8
IGF2
KCNJ13
KL
LBP
MCEE
MFRP
MORN2
MSX1
NME5
OTX2
PCOLCE2
PCP4
PIP5K1B
PLA2G5
PPP1R1B
PRLR
RBP1
RSPH1
SLC13A4
SLC29A4
SLC4A10
SLC4A5
SPINT2
STK39
STRIP2
TMEM72
TTR
VAT1L
