gene
AMPD3
ASIC1
BRINP1
C1QL1
CA8
CALCRL
CHRNA4
CSPG4
DPP10
DPP6
DSCAML1
EDNRB
EMID1
GPR17
GRIN1
GRIN3A
IGSF21
LHFPL3
LRRC4C
LRRTM4
MATN4
MEGF11
NXPH1
OPCML
PCDHB2
PCDHB3
PDGFRA
PDZRN4
PRKCQ
PTGFRN
PTPRT
SCN3A
SEMA3D
SEMA5A
SEZ6L
SH3BP4
SLITRK1
SLITRK3
SOX8
SSTR1
SULF2
TMEM100
TMEM132B
TMEM132D
TMEM255A
TMEM255B
TNR
