gene
Tmem255b
Tmem132b
Cntnap5b
C1ql1
Dscaml1
Gpr17
Grin3a
Sema5a
Dpp10
Tmem100
Tmem255a
Calcrl
Tnr
Sstr1
Sez6l
Tmem132d
Scn3a
Igsf21
Plppr1
Lrrtm4
Prkcq
Slitrk1
Dpp6
Sema3d
Pcdhb2
Sox8
Pdzrn4
Armh4
Ptgfrn
Ampd3
Cspg4
Nxph1
Sh3bp4
Opcml
Slitrk3
Pcdhb3
Asic1
Emid1
Lrrc4c
Sulf2
Brinp1
Grin1
Lhfpl3
Pdgfra
Megf11
Ednrb
Car8
Ptprt
Chrna4
Matn4
