gene
AK7
AKAP14
ARMC4
C11orf16
CCDC153
CCDC33
CDHR3
CDHR4
CRYGN
DMKN
DNAH1
DNAH12
DNAH3
DPY19L2
EPPK1
FAM166B
FAM216B
GOT1L1
HYDIN
IQCA1
LRRC36
LRRC43
MAPK15
NME9
PPP1R32
RGS22
SLC14A2
SNTN
SPAG17
STOML3
TCTE1
TMEM212
TTC29
TTLL6
VWA3B
WDR49
WDR66
ZNF474
