gene
AAK1
ACAP3
AGAP1
AGAP2
ARGLU1
ARNT2
CAMK2B
CCND1
CCND2
DCLK1
DCLK2
DDAH1
EPN2
GAP43
GDI1
LYPLA2
MYT1
NAP1L5
PABPN1
PCDH15
POLG
RAP1GAP
RUNDC3A
SH3GL3
STRN4
TUB
ZEB1
ZWINT
