gene
Cdc20
Cdc25c
Aspm
Cenpf
Cenpa
Ube2c
Kif2c
Nek2
Ccnb2
Pttg1
Dlgap5
Pimreg
Kif20a
Plk1
Hmmr
Tpx2
Depdc1a
Ect2
Cenpe
Cdca8
Cip2a
Knstrn
Cdca3
Bub1b
Tacc3
Ckap2l
Cep55
Kif23
Ckap2
Aurka
Kif22
Prc1
Ccna2
Cks2
Racgap1
Kif4
Birc5
Nuf2
Cep89
Emp1
Gtse1
Bub1
Kif11
Pbk
Tuba1c
Kif18b
Spag5
Foxm1
Mki67
Spc25
