gene
Prr32
Ttr
Tmem72
Prlr
Kl
Kcnj13
Slc4a5
Cox8b
Clic6
F5
Folr1
Car12
Ecrg4
Calml4
Mfrp
Atp2b3
Drc7
Vat1l
Slc13a4
Otx2
Fam81a
Pla2g5
Ace
Strip2
Msx1
Spint2
Igf2
Enpp2
Ppp1r1b
Lbp
Pip5k1b
Cab39l
Cetn4
Rbp1
Slc29a4
Fhad1
Rsph1
Cfap126
Stk39
Nme5
Pcolce2
Hemk1
Pcp4
Slc4a10
Chchd10
Apoo
Mcee
Hspb8
Ahcyl2
Morn2
