gene
ADD2
ARX
BCL11A
CDCA7
CELF3
CELF5
CELSR3
CRMP1
DBN1
DCX
DLX1
DLX2
DLX5
DPYSL3
DPYSL5
ELAVL4
GAD1
GAD2
GPRIN1
GRIN2B
HMP19
IGFBPL1
ISLR2
LRRC7
MAP1B
MEIS2
MFAP2
MYT1L
NOL4
RAB3C
ROBO2
SCRT1
SCRT2
SDK2
SEMA6C
SEZ6
SLC32A1
SLIT1
SNAP25
SOX11
SP8
SP9
STMN2
TIAM2
TTC9B
TUBB3
UBE2QL1
ZFP57
