gene
AHR
ANPEP
BTLA
CARD11
CBFA2T3
CFP
CIITA
CORO2A
CRIP1
CYTIP
DPP4
DUSP5
FGR
FLT3
GPR132
GPR171
GRASP
HIC1
HLA-DMB
HLA-DQA1
HLA-DQB1
HLA-DRB5
IFI16
ITGAE
ITGB7
KMO
KYNU
LILRB3
LSP1
MAP3K14
MAP4K1
MYO1G
NAAA
NAPSA
NCOA7
NR4A2
NR4A3
P2RY10
PIM1
PKIB
PLAC8
PLBD1
PTGER4
RNASE6
TBC1D8
TRAF1
WDFY4
